,GeoID,ARTHRITIS,BPHIGH,CANCER,CASTHMA,CHD,COPD,DEPRESSION,DIABETES,HIGHCHOL,KIDNEY,OBESITY,STROKE,TEETHLOST,TotalPopulation
1397,36081008700,22.7,36.3,4.6,12.5,7.5,10.1,17.5,18.6,30.9,4.5,37.6,5.3,33.2,4582.0
1398,36081008800,19.4,26.0,6.1,8.8,5.3,6.2,16.6,10.3,31.5,2.6,25.9,2.8,13.7,3095.0
1399,36081009100,15.9,22.7,5.0,8.3,4.3,5.0,15.9,8.7,28.1,2.2,23.7,2.2,13.6,2796.0
1400,36081009400,17.8,27.6,4.7,9.8,5.5,6.9,15.5,12.2,30.1,2.7,25.5,3.3,17.3,2834.0
1401,36081009500,16.0,21.6,5.7,8.1,4.2,4.6,16.1,7.0,27.7,2.0,21.3,2.1,10.7,2289.0
1402,36081009600,16.5,25.3,5.0,8.7,4.4,5.2,14.1,10.4,29.7,2.3,23.0,2.6,12.9,3135.0
1403,36081009700,15.1,20.2,5.7,7.8,3.8,3.9,15.7,6.2,26.6,1.9,19.9,1.9,9.0,3580.0
1404,36081009800,17.6,27.3,4.5,9.8,5.2,7.1,15.6,12.5,30.8,2.6,24.1,3.3,18.7,2688.0
1405,36081010000,17.3,26.1,4.9,9.4,4.7,6.0,15.3,11.2,30.2,2.4,24.6,2.9,16.2,3571.0
1406,36081010100,17.1,22.9,5.9,8.3,4.6,5.1,16.4,7.9,28.7,2.2,22.1,2.3,9.7,2552.0
1407,36081010200,18.8,29.1,5.1,9.5,5.8,7.0,15.0,13.4,31.9,2.9,25.1,3.5,15.3,2677.0
1408,36081010300,16.7,22.8,5.7,8.3,4.5,5.0,16.0,8.1,28.6,2.2,21.8,2.3,12.3,3934.0
1409,36081010400,17.7,26.8,4.9,9.6,4.9,6.5,15.4,11.7,30.6,2.5,23.8,3.0,15.5,3147.0
1410,36081010500,18.5,26.3,5.7,8.6,5.3,5.8,15.7,11.3,30.8,2.8,25.8,2.8,15.2,4244.0
1411,36081010600,18.4,28.6,4.7,9.9,5.9,7.7,15.4,13.2,31.5,2.8,23.9,3.6,18.5,3427.0
1412,36081010800,16.9,27.2,4.2,9.4,5.2,6.8,14.8,12.6,29.9,2.6,24.3,3.2,19.1,2980.0
1413,36081011000,16.7,26.1,4.5,9.5,5.0,6.2,15.3,11.8,29.7,2.5,24.9,3.0,18.9,3075.0
1414,36081011100,16.5,22.8,5.8,8.0,4.5,4.8,15.4,8.2,29.0,2.2,21.5,2.3,10.5,3050.0
1415,36081011200,18.1,27.3,5.2,8.9,5.6,6.9,14.9,12.1,31.2,2.7,23.8,3.2,20.2,2358.0
1416,36081011300,15.4,21.5,5.4,8.1,4.1,4.6,15.9,7.6,27.3,2.1,21.4,2.1,11.4,4234.0
1417,36081011400,18.3,28.0,4.6,10.0,5.9,7.7,16.9,13.5,30.3,3.1,29.5,3.5,21.7,1330.0
1418,36081011500,13.8,19.1,5.0,7.8,3.4,3.8,15.9,6.2,25.6,1.7,20.4,1.7,8.6,2325.0
1419,36081011600,16.4,25.4,4.5,9.3,4.8,6.0,15.2,11.3,28.8,2.6,25.6,2.9,17.7,2178.0
1420,36081011700,16.0,21.6,5.6,8.4,4.4,4.9,16.8,7.2,27.4,2.1,21.6,2.2,12.6,3848.0
1421,36081011800,15.8,25.3,4.2,8.8,4.8,5.9,14.5,11.8,29.1,2.5,24.5,2.8,17.6,2628.0
1422,36081011900,15.6,21.1,5.3,8.4,4.1,4.9,17.0,7.1,26.9,2.0,22.4,2.1,12.4,1701.0
1423,36081012000,15.5,25.7,4.0,8.3,4.9,5.9,13.3,12.1,30.0,2.4,21.6,2.8,16.8,2487.0
1424,36081012100,16.0,21.2,6.1,7.9,4.1,4.4,16.1,6.6,27.7,1.9,20.5,2.0,10.5,2064.0
1425,36081012200,16.8,27.0,4.4,8.8,5.3,6.3,14.4,13.0,30.8,2.8,24.9,3.1,16.2,2971.0
1426,36081012301,17.4,22.7,6.2,8.3,4.5,5.1,16.7,7.4,29.0,2.1,21.7,2.2,10.5,2910.0
1427,36081012400,14.8,23.6,4.3,8.4,4.3,4.9,14.0,10.9,28.8,2.3,24.1,2.5,14.2,2914.0
1428,36081012500,14.8,20.9,5.2,8.0,4.0,4.3,15.7,7.4,26.7,2.0,21.5,2.0,11.5,1662.0
1429,36081012601,15.9,24.9,4.5,8.5,4.6,5.3,14.2,11.4,29.3,2.5,25.5,2.6,14.8,2413.0
1430,36081012602,16.1,25.2,4.4,8.8,4.9,5.7,14.8,11.9,29.4,2.7,26.9,2.7,15.9,2578.0
1431,36081012800,17.7,25.3,5.5,8.4,4.9,5.4,15.2,10.5,30.2,2.6,25.4,2.6,12.3,2030.0
1432,36081013000,17.1,24.7,5.4,8.0,4.8,5.1,14.6,10.1,30.0,2.5,23.9,2.5,13.0,1745.0
1433,36081013200,19.0,27.6,5.4,9.0,5.7,6.8,15.9,11.6,30.7,2.9,26.6,3.1,16.4,1772.0
1434,36081013400,19.3,26.2,6.7,8.3,5.3,5.6,15.4,9.4,30.9,2.6,23.7,2.7,12.7,5474.0
1435,36081013500,22.8,28.6,8.3,8.5,6.4,6.8,16.7,9.8,34.4,2.8,23.1,3.1,13.5,1411.0
1436,36081013600,17.4,24.2,6.0,8.1,4.5,4.7,15.1,9.1,30.1,2.3,23.2,2.4,9.8,1972.0
1437,36081013700,15.2,20.3,5.6,8.0,3.8,4.3,16.4,6.3,26.4,1.9,21.2,1.9,9.9,1579.0
1438,36081013800,17.1,24.7,5.5,8.0,4.7,5.1,14.3,9.9,30.5,2.4,22.8,2.5,11.6,3604.0
1439,36081014000,15.9,22.7,5.2,8.1,4.1,4.5,15.2,8.5,28.3,2.1,22.3,2.2,10.1,3705.0
1440,36081014100,15.1,21.7,4.5,8.7,4.2,5.3,17.2,8.0,26.4,2.1,24.2,2.2,13.0,1621.0
1441,36081014201,14.7,24.4,3.8,8.7,4.4,5.2,14.0,11.5,28.1,2.4,25.2,2.6,16.0,4348.0
1442,36081014202,19.1,30.2,5.6,8.7,6.4,6.8,13.7,14.2,32.1,3.3,26.0,3.8,20.3,2838.0
1443,36081014300,15.0,21.4,4.9,8.2,3.9,4.5,15.8,7.8,27.0,2.1,22.9,2.0,11.5,4065.0
1444,36081014400,16.9,27.6,4.2,8.8,5.4,6.4,14.1,13.5,30.3,2.9,25.6,3.2,18.0,2109.0
1445,36081014500,17.3,23.4,5.6,8.7,4.8,5.8,17.2,8.2,28.6,2.3,23.4,2.4,13.9,2246.0
1446,36081014700,15.6,21.1,5.5,8.3,4.1,4.7,16.6,7.0,27.1,2.0,21.7,2.1,10.8,3054.0
1447,36081014800,15.3,25.2,4.1,8.6,4.6,5.4,13.7,11.7,29.5,2.4,23.0,2.7,17.4,2265.0
1448,36081014900,13.2,18.9,4.6,7.8,3.3,3.7,15.3,6.6,25.4,1.8,21.1,1.7,9.7,2674.0
1449,36081015000,16.1,26.6,4.3,8.5,4.8,5.6,13.3,12.4,30.2,2.5,23.4,2.9,15.1,2458.0
1450,36081015100,14.4,20.5,4.8,7.9,3.6,4.0,15.4,7.5,26.9,1.9,21.5,1.9,9.7,2794.0
1451,36081015200,17.4,28.3,4.3,9.9,5.4,6.7,15.1,13.1,29.6,2.8,27.1,3.4,19.6,2721.0
1452,36081015300,14.9,21.2,5.0,8.1,3.8,4.4,15.5,7.7,27.1,2.0,21.3,2.0,11.3,2145.0
1453,36081015400,16.4,26.8,4.3,8.9,4.7,5.9,13.8,12.0,29.8,2.5,23.9,2.9,15.6,2333.0
1454,36081015500,13.2,19.3,4.5,7.8,3.4,3.8,15.2,6.8,25.5,1.8,20.5,1.7,9.4,2251.0
1455,36081015600,16.3,26.2,4.5,9.1,4.6,5.8,14.0,11.4,29.7,2.4,22.5,2.9,15.4,3218.0
1456,36081015700,12.6,20.3,3.8,7.6,3.4,3.9,13.8,8.3,25.9,1.9,22.1,1.9,11.3,1543.0
1457,36081015801,19.1,30.3,5.0,10.4,5.4,7.0,15.5,13.4,30.2,3.0,27.6,3.7,19.9,3737.0
1458,36081015802,17.7,27.7,4.9,9.6,5.2,6.4,14.9,12.4,31.0,2.6,23.7,3.2,16.4,4398.0
1459,36081015900,16.2,22.6,5.0,8.7,4.5,5.3,16.7,8.4,27.8,2.3,23.7,2.3,14.7,4136.0
1460,36081016100,13.1,20.4,4.2,7.6,3.6,4.1,14.1,8.4,26.5,1.9,21.4,2.0,12.6,2377.0
1461,36081016300,22.6,34.1,5.6,10.5,7.3,8.9,16.2,17.3,33.5,4.0,31.0,4.6,24.6,4382.0
1462,36081016400,18.3,29.0,4.8,10.2,5.1,6.8,15.4,12.7,30.4,2.7,26.3,3.4,17.0,3313.0
1463,36081016600,18.5,28.5,5.0,9.8,5.4,6.8,15.3,12.9,31.2,2.7,25.6,3.4,17.3,3278.0
1464,36081016800,17.3,27.3,4.7,9.5,4.8,5.9,14.8,12.2,30.3,2.6,25.5,3.0,15.8,2684.0
1465,36081016900,17.3,24.7,5.5,7.9,4.8,5.2,14.6,9.8,30.5,2.4,22.3,2.5,11.4,5539.0
1466,36081017000,18.4,30.5,4.7,10.8,5.1,6.6,15.2,12.8,29.1,2.9,28.0,3.7,20.7,2600.0
1467,36081017200,18.3,29.4,5.0,10.2,4.9,6.0,14.8,12.2,29.5,2.8,27.1,3.4,17.8,2101.0
1468,36081017400,18.8,30.9,5.2,10.4,5.0,6.1,14.8,12.8,29.5,2.9,28.4,3.7,18.9,2244.0
1469,36081017600,19.6,32.3,5.2,10.5,5.4,6.4,14.6,13.6,29.5,3.1,29.7,3.9,20.8,2143.0
1470,36081017800,18.8,30.9,5.1,10.4,5.0,6.1,14.7,12.7,29.1,2.9,28.5,3.7,19.7,1925.0
1471,36081017900,17.0,25.9,4.8,8.2,5.2,5.6,14.4,12.2,30.7,2.8,24.6,2.8,16.2,1054.0
1472,36081018000,20.0,33.6,4.7,11.1,5.7,7.6,15.4,14.9,30.0,3.3,31.7,4.3,21.2,1090.0
1473,36081018101,14.9,22.6,4.5,7.8,4.1,4.5,14.2,9.6,28.2,2.3,22.7,2.2,14.3,4090.0
1474,36081018102,15.9,22.6,5.4,7.6,4.1,4.4,14.4,8.4,29.0,2.1,20.8,2.2,10.3,3928.0
1475,36081018200,19.9,34.0,4.8,11.4,5.4,6.9,15.1,14.3,29.0,3.3,32.6,4.2,20.2,2267.0
1476,36081018300,15.5,22.8,5.2,7.5,4.2,4.3,13.8,9.2,29.1,2.2,21.4,2.2,10.5,6031.0
1477,36081018401,20.7,35.2,5.2,11.5,5.3,6.5,14.5,14.3,28.8,3.4,32.9,4.3,20.9,2054.0
1478,36081018402,20.0,35.1,5.1,10.8,5.2,6.1,13.9,14.1,29.0,3.2,32.9,4.1,19.6,2223.0
1479,36081018501,17.1,25.1,5.1,8.2,4.9,5.6,15.1,10.6,30.1,2.5,24.4,2.6,13.3,3611.0
1480,36081018502,15.2,22.1,5.1,7.8,4.0,4.4,14.5,8.7,28.4,2.1,21.6,2.1,11.5,3633.0
1481,36081018600,22.4,38.1,5.4,11.7,6.4,7.8,14.7,16.1,30.0,3.9,34.7,5.1,25.5,1623.0
1482,36081018700,15.3,23.4,4.9,7.6,4.5,4.7,13.6,9.8,29.2,2.3,22.1,2.3,12.2,3088.0
1483,36081018800,22.6,38.2,5.2,11.7,6.5,7.9,15.1,16.6,30.3,4.0,35.3,5.1,24.0,1236.0
1484,36081018900,16.4,25.2,5.1,7.5,4.9,5.0,13.1,11.1,30.5,2.5,22.4,2.6,12.5,3492.0
1485,36081019000,19.5,33.7,5.2,10.8,4.9,5.9,14.1,13.2,28.7,3.0,31.7,3.9,17.8,1969.0
1486,36081019200,19.6,33.6,5.4,10.5,5.1,5.8,13.6,13.5,29.3,3.1,30.1,4.0,18.2,1914.0
1487,36081019400,20.0,33.8,5.4,10.4,5.1,5.9,13.9,13.8,29.7,3.2,30.8,4.0,17.6,2628.0
1488,36081019600,18.4,31.9,4.7,10.7,4.7,5.7,14.3,12.8,28.1,2.9,30.9,3.7,19.6,2643.0
1489,36081019800,17.4,30.3,4.2,10.8,4.6,6.0,14.8,12.6,26.9,2.9,31.1,3.6,24.9,2930.0
1490,36081019900,15.9,30.6,3.3,9.5,6.0,7.8,15.3,13.8,27.9,3.1,34.7,3.5,28.0,1028.0
1491,36081020200,17.2,29.3,4.9,10.0,4.3,5.1,13.7,11.5,27.9,2.6,27.2,3.3,18.6,1387.0
1492,36081020400,19.0,31.9,4.6,10.9,5.7,7.2,15.3,14.3,29.4,3.3,30.3,4.0,22.2,2098.0
1493,36081020500,15.1,23.5,4.5,7.8,4.6,4.9,14.2,11.2,28.7,2.5,27.8,2.4,15.5,1202.0
1494,36081020600,17.9,28.5,4.4,10.6,5.2,7.1,16.6,13.1,29.2,2.9,29.9,3.5,23.7,1712.0
1495,36081020800,17.1,27.5,4.6,9.5,4.9,5.9,14.9,12.2,28.9,2.8,28.7,3.1,18.5,2539.0
1496,36081021200,17.6,28.7,4.0,10.1,6.3,7.8,16.5,15.2,30.2,3.4,31.2,3.6,24.3,2754.0
1497,36081021400,17.4,27.4,4.7,8.6,5.4,6.1,14.1,12.8,30.6,2.9,24.9,3.1,18.8,6194.0
1498,36081021600,17.6,25.2,5.9,8.0,4.5,4.6,13.9,9.9,30.7,2.4,23.4,2.5,9.6,4016.0
1499,36081022001,16.6,24.5,5.4,8.1,4.3,4.5,14.1,9.5,29.0,2.4,23.6,2.4,10.1,6074.0
1500,36081022002,18.4,26.7,6.0,8.5,5.3,5.9,14.6,10.7,31.6,2.6,22.5,2.9,12.8,5569.0
1501,36081023000,18.3,27.0,6.0,8.1,5.7,5.8,13.8,11.4,32.2,2.7,21.6,3.0,13.4,1795.0
1502,36081023200,17.7,27.6,5.6,8.0,5.3,5.3,13.0,11.8,31.1,2.7,22.3,3.0,13.9,5090.0
1503,36081023500,13.6,22.4,3.8,7.8,4.2,4.6,13.5,11.0,28.0,2.4,24.4,2.3,15.9,8278.0
1504,36081023600,15.7,26.4,4.2,7.8,5.0,5.4,12.4,12.8,30.6,2.6,23.1,2.9,15.7,2638.0
1505,36081023800,15.0,25.6,3.7,8.7,4.6,5.3,13.8,12.6,28.5,2.7,27.2,2.8,18.8,5101.0
1506,36081024000,17.7,29.1,4.2,9.6,6.0,6.9,15.1,15.0,30.1,3.4,31.1,3.6,20.4,5464.0
1507,36081024300,16.1,24.7,5.1,7.4,4.7,5.0,13.2,10.7,30.6,2.3,21.8,2.5,13.5,5440.0
1508,36081024500,20.4,28.4,7.0,7.7,6.0,6.1,13.7,11.4,33.4,2.8,22.3,3.1,13.2,4942.0
1509,36081024700,14.2,23.4,4.1,7.2,4.2,4.6,12.3,11.0,29.4,2.3,20.9,2.3,13.9,1509.0
1510,36081024900,17.2,26.4,5.1,7.7,5.4,5.7,13.2,11.9,31.0,2.7,21.4,2.9,14.7,5546.0
1511,36081025100,16.4,24.2,5.6,7.1,4.6,4.7,12.6,10.2,30.8,2.3,20.5,2.4,12.2,5720.0
1512,36081025301,14.6,22.2,4.6,7.6,4.0,4.3,13.9,9.5,28.4,2.2,22.6,2.1,10.9,4591.0
1513,36081025302,14.2,22.5,4.2,7.9,4.2,4.8,14.2,10.2,28.3,2.3,23.2,2.3,13.5,2876.0
1514,36081025400,22.8,38.1,5.3,12.2,6.8,8.6,15.6,17.1,30.3,4.1,35.6,5.3,25.6,8207.0
1515,36081025500,14.7,23.2,4.9,7.0,4.4,4.2,12.3,9.9,29.3,2.3,20.1,2.3,9.7,1507.0
1516,36081025700,15.0,23.7,4.6,7.2,4.5,4.9,12.5,10.3,29.7,2.2,20.3,2.4,13.6,1542.0
1517,36081025800,19.7,34.3,4.5,11.8,5.1,6.9,15.3,14.3,28.2,3.3,34.2,4.2,23.1,1978.0
1518,36081025900,13.8,22.7,4.0,7.2,4.0,4.5,12.5,10.4,28.8,2.2,20.8,2.2,13.3,3516.0
1519,36081026000,17.7,31.4,4.1,11.5,4.4,6.0,15.1,12.6,26.0,3.0,33.3,3.7,24.4,2339.0
1520,36081026100,13.8,23.5,3.7,7.3,4.2,4.7,12.2,11.5,29.1,2.3,21.6,2.4,17.8,7414.0
1521,36081026200,18.6,32.9,4.9,10.6,4.5,5.4,13.6,12.7,28.0,2.9,31.4,3.7,17.5,1465.0
1522,36081026300,13.0,22.2,3.8,6.7,3.7,3.8,11.1,10.3,28.5,2.1,19.5,2.1,13.9,6220.0
1523,36081026400,23.6,39.4,5.8,11.7,6.8,8.1,14.7,17.2,30.9,4.2,35.2,5.4,24.5,2257.0
1524,36081026500,12.4,22.3,3.5,6.5,3.7,3.9,10.3,10.5,28.4,2.0,18.2,2.1,13.3,4494.0
1525,36081026600,30.0,47.6,7.9,11.9,9.8,10.7,14.0,22.4,36.0,5.6,35.8,7.7,30.5,1755.0
1526,36081026700,13.6,23.6,3.8,6.8,4.2,4.1,11.2,11.6,29.2,2.3,21.2,2.3,15.5,6002.0
1527,36081026901,13.2,22.4,3.8,7.1,3.9,4.1,12.1,11.2,28.3,2.3,23.5,2.2,14.2,5304.0
1528,36081026902,14.6,24.9,4.0,7.0,4.4,4.5,11.3,12.5,30.5,2.5,21.4,2.5,11.8,4444.0
1529,36081027000,19.2,33.8,4.7,11.1,4.8,6.1,14.3,13.4,28.3,3.1,32.9,3.9,22.0,1647.0
1530,36081027100,14.7,24.7,4.0,7.5,4.6,4.9,12.3,12.7,30.3,2.6,22.7,2.6,16.1,8726.0
1531,36081027200,19.1,33.5,4.8,11.2,4.8,6.2,14.5,13.3,28.0,3.0,32.3,4.0,23.8,1846.0
1532,36081027300,14.3,23.9,3.7,8.3,4.7,5.1,14.3,12.8,28.3,2.8,29.1,2.6,16.4,8631.0
1533,36081027400,20.7,35.5,5.5,10.6,5.1,5.9,13.4,14.3,29.5,3.3,32.4,4.1,16.5,1735.0
1534,36081027500,16.0,26.0,4.4,8.1,5.5,5.7,13.9,13.6,30.3,3.0,27.7,3.0,19.2,6887.0
1535,36081027600,20.2,34.6,5.0,11.2,5.3,6.4,14.5,14.4,28.8,3.3,33.2,4.2,21.7,1165.0
1536,36081027700,15.4,24.8,4.3,8.0,4.9,5.1,13.8,12.5,29.6,2.8,27.2,2.6,15.8,8757.0
1537,36081027800,24.1,39.4,5.5,12.6,6.6,8.7,15.6,17.7,30.6,4.3,36.5,5.5,25.8,2256.0
1538,36081027900,17.8,26.9,5.3,8.2,5.7,5.8,14.1,13.5,31.9,3.1,27.2,3.0,15.0,6317.0
1539,36081028000,19.4,33.5,5.3,10.7,4.4,5.1,13.4,12.5,27.8,3.0,31.6,3.7,17.6,1551.0
1540,36081028100,17.8,26.0,5.8,7.6,5.1,4.9,13.5,11.8,31.9,2.8,25.4,2.6,9.6,5722.0
1541,36081028200,20.6,35.7,5.4,11.1,5.1,5.9,13.6,14.0,28.8,3.3,32.8,4.2,15.6,1545.0
1542,36081028300,16.1,24.2,5.2,7.5,4.5,4.5,13.3,11.2,30.5,2.5,24.8,2.4,11.0,7415.0
1543,36081028400,20.3,35.2,5.3,11.0,4.8,5.6,13.7,13.8,28.6,3.2,33.4,4.0,19.0,3438.0
1544,36081028500,20.8,29.1,6.7,8.1,6.3,6.5,14.6,12.7,34.4,3.1,25.0,3.2,15.2,4729.0
1545,36081028700,18.0,26.4,5.7,7.6,5.2,5.4,13.5,11.5,32.0,2.7,23.6,2.7,12.2,6232.0
1546,36081028800,20.0,34.9,5.1,11.1,5.0,6.1,14.0,13.9,28.5,3.2,32.8,4.1,19.6,4230.0
1547,36081028900,18.0,27.2,5.5,7.6,5.6,5.7,13.1,12.6,32.5,2.8,23.0,2.9,13.1,5176.0
1548,36081029100,16.1,25.7,5.1,6.9,5.1,5.0,11.3,11.5,31.4,2.5,19.1,2.7,15.9,7039.0
1549,36081029300,13.3,22.6,4.0,6.6,3.8,4.1,10.9,10.1,29.1,2.0,17.8,2.2,14.0,1351.0
1550,36081029400,20.7,35.6,5.5,11.0,5.2,5.9,13.8,14.1,29.0,3.4,32.9,4.2,17.3,6664.0
1551,36081029500,17.5,24.9,5.9,7.6,4.6,4.9,13.8,9.8,31.2,2.3,21.7,2.5,10.6,3670.0
1552,36081029700,16.1,23.9,5.2,7.6,4.6,5.1,13.8,9.8,29.9,2.3,21.4,2.4,12.5,2162.0
1553,36081030600,20.1,34.8,5.1,11.0,5.0,5.9,14.1,13.9,28.7,3.2,33.0,4.0,18.0,4213.0
1554,36081030902,17.6,27.3,5.1,7.8,5.7,6.1,13.4,12.8,31.9,2.8,23.3,3.0,15.5,7992.0
1555,36081030903,14.9,24.1,4.6,7.1,4.5,4.4,12.1,11.3,30.3,2.4,22.0,2.4,13.0,6743.0
1556,36081030904,18.4,27.3,5.6,7.9,5.7,5.9,13.9,12.6,32.3,2.9,24.7,3.0,15.1,3712.0
1557,36081031700,19.7,25.7,6.7,8.5,5.3,6.1,16.8,9.1,31.5,2.4,23.8,2.7,11.2,6151.0
1558,36081032000,18.6,32.8,4.6,11.2,4.6,5.8,14.4,12.9,27.0,3.0,32.8,3.7,19.5,4645.0
1559,36081032700,15.1,25.0,4.0,7.9,5.0,5.2,13.7,12.8,29.3,2.8,27.6,2.6,15.7,4255.0
1560,36081032800,18.8,33.0,5.2,10.6,4.2,4.8,13.1,12.2,27.4,2.8,31.3,3.5,14.3,2409.0
1561,36081032900,15.4,24.4,4.4,7.9,4.6,4.7,13.7,12.2,29.8,2.6,26.1,2.5,14.9,4018.0
1562,36081033000,20.2,35.3,5.4,10.8,4.9,5.5,13.4,13.6,28.6,3.2,32.7,4.0,16.9,6170.0
1563,36081033401,19.3,34.0,5.1,10.6,4.5,5.2,13.4,13.0,28.0,3.0,32.4,3.8,17.4,3128.0
1564,36081033402,24.9,40.5,7.0,11.2,5.8,6.7,13.3,16.2,32.5,3.8,33.2,4.9,16.8,12575.0
1565,36081033700,13.3,21.9,4.0,7.4,4.1,4.1,12.9,10.8,28.4,2.3,24.7,2.2,14.8,3619.0
1566,36081033900,18.6,29.0,5.1,8.2,6.3,6.3,14.0,15.0,32.3,3.3,28.9,3.3,17.4,3400.0
1567,36081034700,16.0,26.1,4.4,8.3,4.9,5.1,13.7,13.1,29.7,2.8,27.8,2.9,16.6,3268.0
1568,36081035100,17.6,27.2,5.3,7.9,5.6,5.4,13.3,13.4,31.7,3.0,26.8,3.0,17.0,4240.0
1569,36081035200,21.6,37.2,5.6,11.1,5.5,6.4,13.7,14.8,29.8,3.5,33.5,4.5,18.7,2414.0
1570,36081035300,15.2,25.6,4.1,8.4,4.7,4.8,13.9,12.9,28.2,2.9,30.1,2.9,20.6,2690.0
1571,36081035700,23.1,34.9,6.6,9.3,7.2,7.5,14.1,16.3,33.9,3.9,30.6,4.6,20.2,4947.0
1572,36081035800,19.8,34.7,5.5,10.7,4.6,5.2,13.1,13.0,28.6,3.0,31.7,3.8,17.0,3927.0
1573,36081036100,17.6,29.3,4.4,9.6,5.4,6.1,14.4,14.4,29.3,3.3,31.3,3.7,24.4,2426.0
1574,36081036300,14.3,25.1,3.6,9.0,4.1,4.8,14.2,11.7,26.1,2.7,30.8,2.8,20.8,2397.0
1575,36081036500,14.2,25.0,3.2,9.2,4.5,5.4,15.1,12.6,26.2,2.8,33.0,2.8,24.4,3885.0
1576,36081036600,23.1,39.0,6.5,10.9,6.0,6.4,13.1,15.6,30.9,3.8,33.0,4.9,17.9,2592.0
1577,36081036700,18.7,31.3,5.0,9.4,5.4,5.7,13.4,14.4,29.7,3.3,31.2,3.8,21.9,2676.0
1578,36081036800,21.3,37.0,5.6,11.0,5.1,5.9,13.2,14.5,29.3,3.4,33.5,4.3,17.0,2362.0
1579,36081037100,19.5,32.1,5.5,9.4,5.5,5.8,13.3,14.3,30.6,3.3,29.9,4.0,19.3,1597.0
1580,36081037300,15.1,25.8,3.9,8.9,4.5,5.0,14.1,12.4,27.2,2.8,30.1,3.0,21.5,2532.0
1581,36081037500,13.8,24.0,3.5,8.4,4.8,5.1,14.3,12.8,27.5,2.9,29.7,2.7,21.8,3783.0
1582,36081037600,21.0,36.1,5.8,10.9,5.1,5.7,13.5,13.8,29.4,3.3,32.3,4.2,16.1,5598.0
1583,36081037700,11.9,21.3,3.0,8.7,3.7,4.4,14.9,10.3,24.3,2.4,29.8,2.3,23.0,4227.0
1584,36081037900,12.0,21.7,2.9,8.9,3.8,4.7,15.1,10.9,24.7,2.5,30.3,2.3,21.3,6214.0
1585,36081038100,14.0,24.6,3.4,9.0,4.6,5.4,14.8,12.3,26.3,2.8,30.9,2.9,25.8,6808.0
1586,36081038400,22.1,37.8,5.8,11.4,5.6,6.5,13.8,15.1,29.8,3.6,34.0,4.6,17.1,2333.0
1587,36081039400,21.4,37.1,5.7,10.8,5.3,5.9,13.2,14.6,29.4,3.4,33.4,4.4,17.4,2814.0
1588,36081039800,19.2,33.7,5.5,10.5,4.4,4.9,12.8,12.5,27.9,3.0,30.7,3.7,14.3,1657.0
1589,36081039900,11.5,20.7,3.0,8.0,3.6,4.1,13.9,10.2,25.1,2.2,27.5,2.0,19.2,4132.0
1590,36081040000,20.9,36.2,5.7,10.7,5.1,5.6,13.0,13.9,29.3,3.3,32.2,4.2,15.0,1267.0
1591,36081040100,12.2,21.9,2.9,8.4,4.2,4.8,14.6,11.4,25.8,2.6,29.2,2.3,22.8,7527.0
1592,36081040200,21.5,37.4,5.8,10.8,5.3,5.8,13.0,14.6,30.0,3.5,32.9,4.4,17.5,1368.0
1593,36081040300,11.0,20.1,2.7,8.0,3.6,4.1,14.2,10.2,24.6,2.3,28.4,2.0,20.3,6777.0
1594,36081040400,21.3,36.3,5.7,10.8,5.3,6.1,13.6,14.6,29.7,3.4,32.9,4.3,18.1,3918.0
1595,36081040500,11.8,21.1,3.0,8.3,3.9,4.4,14.6,11.0,25.5,2.5,30.0,2.1,22.1,3303.0
1596,36081040700,12.7,22.7,3.1,8.6,4.5,5.0,15.1,12.1,26.4,2.7,30.7,2.5,21.8,8304.0
1597,36081040900,12.6,22.3,3.0,8.9,4.3,5.2,15.6,11.8,26.0,2.7,30.8,2.4,26.5,5094.0
1598,36081041100,12.2,21.5,3.2,8.0,4.0,4.3,14.0,11.2,26.4,2.4,28.0,2.2,18.7,3947.0
1599,36081041300,14.6,24.8,3.4,9.1,5.4,6.3,15.7,13.5,28.2,3.0,30.1,2.9,23.9,4464.0
1600,36081041400,20.3,35.0,4.9,11.7,5.2,6.9,15.0,14.5,28.4,3.4,34.3,4.3,23.4,4033.0
1601,36081041500,15.2,25.2,3.7,8.8,5.4,6.2,15.3,13.3,28.6,3.0,30.5,2.9,23.1,4278.0
1602,36081042400,21.9,37.6,6.4,10.4,5.3,5.4,12.5,14.5,31.0,3.4,31.4,4.3,13.5,2161.0
1603,36081042700,14.7,24.1,3.7,8.6,4.9,5.5,15.0,12.7,28.3,2.8,29.4,2.6,21.9,4604.0
1604,36081043200,20.2,35.1,5.6,10.4,4.7,5.3,12.7,13.3,29.3,3.1,31.1,3.9,15.5,1166.0
1605,36081043400,22.4,37.5,6.2,10.8,5.5,6.3,13.5,15.2,31.4,3.5,32.0,4.5,15.2,1956.0
1606,36081043701,22.0,32.9,7.0,8.3,8.2,7.5,13.4,15.6,34.2,4.0,27.4,4.4,21.0,3381.0
1607,36081043702,18.5,29.5,4.6,8.9,6.2,6.7,14.3,15.5,31.3,3.5,29.8,3.6,21.1,6476.0
1608,36081043900,14.9,25.0,3.5,9.1,5.3,6.2,15.9,13.6,28.0,3.1,32.3,2.9,23.3,4790.0
1609,36081044000,18.8,32.4,4.7,11.2,4.6,6.1,14.6,13.0,27.7,3.0,31.6,3.8,21.7,3669.0
