,GeoID,ARTHRITIS,BPHIGH,CANCER,CASTHMA,CHD,COPD,DEPRESSION,DIABETES,HIGHCHOL,KIDNEY,OBESITY,STROKE,TEETHLOST,TotalPopulation
1184,36061012600,20.7,23.0,7.9,9.3,4.3,4.2,20.7,5.9,31.1,2.2,17.9,2.2,5.7,12774.0
1185,36061012700,14.3,19.5,4.7,8.6,3.2,3.2,18.3,6.0,26.8,1.8,19.2,1.7,6.8,6928.0
1186,36061012800,25.8,28.5,10.5,8.8,5.8,4.8,18.8,7.4,37.1,2.7,17.8,2.7,5.3,6270.0
1187,36061012900,12.5,17.7,3.9,8.6,2.7,2.9,18.1,5.1,24.2,1.6,18.3,1.5,6.7,6038.0
1188,36061013000,27.2,30.2,11.6,8.5,6.1,4.7,17.6,7.8,39.4,2.8,17.2,2.8,5.6,4195.0
1189,36061013100,17.0,21.8,6.0,8.8,4.2,3.8,18.3,6.6,28.3,2.3,17.5,2.1,7.2,2816.0
1190,36061013200,15.7,18.2,5.8,9.1,2.9,3.1,20.4,4.6,26.6,1.6,16.9,1.5,5.3,10590.0
1191,36061013300,12.9,17.7,4.1,9.0,3.0,3.1,19.1,5.3,24.1,1.7,17.9,1.6,8.6,6208.0
1192,36061013400,17.0,19.4,6.3,9.1,3.2,3.3,20.4,4.9,27.9,1.8,17.2,1.7,5.9,11174.0
1193,36061013500,17.8,24.3,5.4,9.4,4.4,4.4,18.5,8.9,29.5,2.6,21.4,2.5,11.5,6596.0
1194,36061013600,19.9,22.2,7.5,9.3,4.0,4.1,20.5,5.8,31.0,2.1,17.7,2.0,5.5,15344.0
1195,36061013700,19.1,22.6,7.5,8.4,4.2,3.7,18.1,6.0,31.0,2.1,16.6,2.0,5.4,6471.0
1196,36061013800,17.3,19.9,6.6,9.1,3.5,3.4,20.1,5.1,27.9,1.9,16.9,1.8,5.5,12444.0
1197,36061013900,17.3,21.2,6.0,8.8,3.7,3.7,19.0,5.9,28.9,2.0,18.1,1.9,6.9,9257.0
1198,36061014000,20.9,23.6,8.1,9.0,4.4,3.9,19.4,6.0,32.4,2.2,17.6,2.1,5.3,7813.0
1199,36061014200,26.3,29.2,10.8,8.7,5.9,4.8,18.3,7.7,38.5,2.7,17.6,2.7,5.7,4462.0
1200,36061014401,20.7,23.1,8.1,8.9,4.1,3.7,19.4,5.9,32.5,2.1,17.4,2.0,5.2,4864.0
1201,36061014402,17.8,20.2,6.9,9.0,3.4,3.2,19.7,5.0,29.1,1.8,17.0,1.7,4.5,6743.0
1202,36061014500,15.8,19.2,5.6,9.1,3.3,3.3,19.6,5.2,26.8,1.8,16.7,1.7,6.2,5542.0
1203,36061014601,12.0,14.6,4.4,8.9,2.1,2.4,20.2,3.4,22.4,1.3,16.0,1.1,5.3,4274.0
1204,36061014602,15.2,17.8,5.7,8.9,2.9,2.8,20.0,4.4,26.2,1.6,16.7,1.5,4.6,7904.0
1205,36061014700,9.5,12.7,3.3,8.0,1.5,1.8,17.5,3.0,20.6,1.1,14.9,0.9,4.2,2755.0
1206,36061014801,19.8,22.4,7.8,8.8,4.0,3.6,19.2,5.7,31.5,2.1,16.9,2.0,5.2,2863.0
1207,36061014802,18.3,21.1,6.8,9.1,3.8,3.7,20.0,5.4,29.6,2.0,17.5,1.9,5.5,7066.0
1208,36061014900,19.9,23.3,7.6,8.9,4.5,3.9,19.1,6.1,31.2,2.2,17.3,2.2,5.6,5842.0
1209,36061015001,24.3,26.8,9.5,9.0,5.1,4.4,19.2,6.9,36.4,2.5,18.1,2.4,5.0,2294.0
1210,36061015002,26.5,29.3,11.0,8.6,5.8,4.5,17.9,7.5,38.9,2.7,17.3,2.7,5.0,5437.0
1211,36061015100,18.3,24.7,5.3,10.1,4.3,4.7,19.2,8.9,28.8,2.7,21.7,2.6,12.6,8306.0
1212,36061015200,20.1,24.6,6.7,9.8,4.5,4.7,19.6,7.8,31.3,2.5,20.4,2.4,10.0,7275.0
1213,36061015300,17.9,20.7,7.0,8.6,3.6,3.2,19.1,5.1,29.6,1.9,17.0,1.8,5.1,9320.0
1214,36061015400,16.3,19.8,5.8,9.1,3.2,3.3,19.5,5.4,27.5,1.8,17.6,1.7,6.4,13749.0
1215,36061015500,22.1,24.8,9.0,8.6,4.6,3.9,18.3,6.4,33.5,2.3,17.0,2.3,5.0,9350.0
1216,36061015601,11.6,14.8,3.9,9.4,2.1,2.6,20.6,3.8,21.5,1.4,16.6,1.2,7.4,5345.0
1217,36061015602,18.2,25.6,4.8,10.3,4.4,5.1,19.7,10.0,29.1,2.8,24.6,2.8,15.1,2298.0
1218,36061015700,17.9,20.9,6.9,8.9,3.7,3.3,19.5,5.4,29.4,1.9,17.3,1.8,4.7,10751.0
1219,36061015801,17.5,19.8,7.0,8.9,3.4,3.0,19.3,4.9,29.0,1.8,16.0,1.7,4.0,5650.0
1220,36061015802,11.5,15.2,3.6,10.0,2.2,2.8,21.3,4.4,21.6,1.5,17.2,1.3,6.8,3346.0
1221,36061015900,20.7,23.9,7.7,9.0,4.4,4.1,19.3,6.4,32.6,2.2,18.1,2.2,5.3,9623.0
1222,36061016001,23.7,26.2,9.4,8.8,4.9,4.1,18.7,6.7,36.3,2.4,17.6,2.3,4.3,3744.0
1223,36061016002,15.4,18.5,5.8,8.7,3.2,3.1,18.6,5.0,26.8,1.8,16.1,1.6,6.4,3131.0
1224,36061016100,17.3,20.3,6.3,9.1,3.5,3.5,20.2,5.2,28.7,1.8,18.0,1.8,5.7,6437.0
1225,36061016200,23.4,34.1,5.7,12.0,6.4,7.0,18.9,15.0,32.5,4.1,29.7,4.5,20.5,9308.0
1226,36061016300,20.2,23.3,7.6,9.1,4.3,4.0,19.7,6.2,31.6,2.2,18.2,2.1,6.1,6624.0
1227,36061016400,20.6,29.6,4.7,11.7,5.9,6.9,20.5,13.7,31.0,3.8,29.0,3.7,22.1,6127.0
1228,36061016500,19.2,22.3,7.1,9.1,4.0,3.8,19.8,6.0,31.1,2.1,18.3,2.0,6.0,6402.0
1229,36061016600,17.3,25.6,4.0,11.2,4.9,5.9,21.1,11.0,28.0,3.1,27.7,3.0,19.3,7317.0
1230,36061016700,19.8,22.8,7.6,8.8,4.1,3.7,19.1,5.9,31.6,2.1,17.8,2.0,5.2,6564.0
1231,36061016800,30.1,40.9,7.4,12.4,10.7,11.2,20.4,19.8,38.2,5.7,31.6,6.5,26.9,5675.0
1232,36061016900,17.9,21.1,6.6,9.1,3.6,3.6,19.8,5.8,29.8,2.0,18.2,1.9,6.1,8108.0
1233,36061017000,21.3,31.0,5.9,10.2,6.5,6.2,17.5,13.9,33.3,3.8,25.3,3.9,19.1,7855.0
1234,36061017100,20.9,24.4,7.4,9.4,4.5,4.4,20.1,6.8,32.5,2.3,19.1,2.3,6.8,8989.0
1235,36061017200,17.9,26.8,4.2,10.9,5.2,5.8,19.6,12.1,29.0,3.4,28.0,3.2,23.9,5504.0
1236,36061017300,19.8,23.8,7.1,9.3,4.3,4.2,19.5,7.0,31.4,2.3,19.1,2.3,7.7,8939.0
1237,36061017401,26.7,37.6,6.1,13.2,8.8,10.1,21.1,17.6,34.5,5.1,32.3,5.8,30.8,5248.0
1238,36061017402,18.7,27.5,4.6,11.9,4.2,5.1,19.4,10.8,27.4,3.1,27.3,3.2,16.9,2093.0
1239,36061017500,22.1,25.5,8.5,8.9,4.8,4.1,18.7,6.9,33.5,2.5,18.2,2.4,5.9,10820.0
1240,36061017700,24.3,30.0,8.2,9.8,5.8,5.3,18.5,10.2,35.1,3.2,22.1,3.2,8.6,9151.0
1241,36061017800,16.5,24.1,4.3,10.7,4.3,5.1,20.0,9.4,27.4,2.7,26.2,2.6,16.4,3912.0
1242,36061017900,19.2,23.3,6.6,9.3,4.2,4.1,19.5,6.8,31.0,2.2,19.4,2.2,8.0,9293.0
1243,36061018000,20.5,29.9,4.4,12.5,6.3,7.7,21.8,14.3,30.5,4.0,31.0,4.0,22.8,7476.0
1244,36061018100,21.9,27.0,7.7,9.6,4.8,4.6,18.9,8.4,32.9,2.7,20.3,2.7,7.0,8866.0
1245,36061018200,20.2,29.7,4.7,11.8,5.9,6.6,20.0,13.8,30.3,3.8,29.7,3.8,23.0,6768.0
1246,36061018300,18.9,23.2,6.7,9.2,4.2,4.2,19.3,6.8,30.6,2.2,18.9,2.2,6.7,8667.0
1247,36061018400,22.5,33.5,5.0,12.7,6.9,8.1,20.6,15.4,31.7,4.3,31.6,4.6,28.7,7835.0
1248,36061018500,21.4,26.2,8.1,9.1,4.5,3.8,18.0,7.5,32.6,2.5,18.5,2.5,5.6,4190.0
1249,36061018600,23.3,34.8,5.2,13.6,6.2,8.2,20.8,14.5,30.9,4.0,31.9,4.9,31.3,5701.0
1250,36061018700,18.9,23.0,6.7,8.9,3.9,3.7,18.5,6.6,31.2,2.1,19.0,2.0,5.8,8974.0
1251,36061018800,17.0,26.2,4.1,10.9,5.3,5.8,19.9,11.5,28.3,3.2,28.2,3.1,18.7,6008.0
1252,36061018900,25.4,34.5,6.8,11.8,7.9,8.4,20.5,15.0,34.7,4.5,27.9,4.9,21.8,11547.0
1253,36061019000,20.4,30.8,5.3,11.5,4.6,5.2,18.1,10.7,29.2,3.1,27.5,3.5,15.4,3083.0
1254,36061019100,21.0,25.6,6.9,9.8,4.8,5.0,20.1,8.0,32.5,2.5,20.8,2.6,9.0,8807.0
1255,36061019200,26.1,37.7,5.2,14.2,8.5,10.6,22.2,19.0,33.6,5.4,35.7,5.9,32.6,3584.0
1256,36061019300,18.9,26.4,5.2,10.8,5.0,5.4,20.0,10.7,30.2,3.1,24.2,3.0,15.4,9009.0
1257,36061019400,21.7,32.2,4.5,12.9,6.6,8.1,21.3,15.5,31.1,4.2,32.7,4.4,31.5,6558.0
1258,36061019500,17.8,22.3,5.8,9.4,4.0,4.1,19.5,7.0,29.6,2.2,19.4,2.1,7.3,8197.0
1259,36061019600,28.4,41.0,7.0,12.7,10.8,10.5,19.9,20.0,36.2,6.0,31.7,7.0,31.0,3931.0
1260,36061019702,19.4,28.6,5.1,11.4,4.5,5.2,19.4,10.0,28.4,2.9,26.0,3.2,14.9,2090.0
1261,36061019800,22.3,33.9,6.0,11.2,5.6,5.7,17.3,12.5,32.0,3.5,27.0,4.0,15.1,1914.0
1262,36061019900,15.0,18.9,5.0,9.7,3.5,3.6,19.9,5.5,24.5,2.0,16.6,1.9,9.7,10064.0
1263,36061020000,19.3,30.0,5.3,11.2,4.3,4.8,18.2,9.9,28.4,2.8,26.7,3.3,14.6,2581.0
1264,36061020101,7.6,10.7,2.3,9.9,1.6,2.2,20.4,2.6,15.5,1.0,13.1,0.9,8.6,1731.0
1265,36061020102,16.7,25.9,4.3,11.5,3.5,4.3,19.2,8.6,25.7,2.5,26.1,2.7,15.2,3865.0
1266,36061020300,6.8,10.9,1.6,11.4,1.4,2.6,23.1,2.6,13.7,1.1,16.0,0.9,14.6,3633.0
1267,36061020500,13.0,16.0,4.4,10.8,2.9,3.2,22.3,4.4,22.1,1.6,15.3,1.5,8.6,5322.0
1268,36061020600,20.6,33.0,4.4,13.0,5.0,6.7,20.0,12.2,28.5,3.4,32.2,4.0,23.5,2942.0
1269,36061020701,11.5,15.7,3.4,10.0,2.6,3.1,21.2,4.2,20.2,1.6,17.7,1.4,10.2,3329.0
1270,36061020800,18.1,29.1,4.7,11.6,4.0,4.6,17.9,9.5,26.9,2.7,27.1,3.1,16.6,4591.0
1271,36061020901,23.3,34.5,5.7,12.1,6.6,7.2,19.0,14.8,31.9,4.2,30.2,4.7,23.8,3673.0
1272,36061021000,28.3,41.6,6.4,14.2,7.9,9.4,19.8,17.6,33.2,5.2,34.2,6.4,30.5,6637.0
1273,36061021100,17.2,23.5,5.4,9.8,4.1,4.0,18.5,7.9,27.8,2.5,20.5,2.4,11.2,10330.0
1274,36061021200,25.2,37.9,7.2,11.9,6.4,6.1,16.8,13.7,32.1,4.2,27.8,5.0,15.2,4412.0
1275,36061021303,20.2,31.3,4.6,12.3,5.4,6.6,20.1,12.4,28.9,3.5,30.5,4.0,20.6,5619.0
1276,36061021400,23.6,36.5,6.6,11.7,5.3,5.3,16.5,12.5,31.3,3.6,28.0,4.3,15.0,3001.0
1277,36061021500,20.8,32.7,4.8,12.9,4.8,6.1,19.2,12.2,28.4,3.3,30.6,4.0,26.4,3068.0
1278,36061021600,17.6,27.3,4.6,11.3,3.9,4.6,18.7,9.3,27.0,2.7,26.0,2.9,17.4,7556.0
1279,36061021800,20.9,33.0,5.0,12.2,5.2,6.1,18.9,11.9,29.5,3.4,29.6,4.0,21.0,6617.0
1280,36061021900,23.5,34.7,5.0,12.8,7.5,8.6,20.8,17.1,32.3,4.8,33.7,5.0,30.0,6023.0
1281,36061022000,17.1,27.0,4.3,11.6,3.6,4.4,18.8,8.8,25.9,2.5,26.9,2.8,16.4,5370.0
1282,36061022102,17.2,27.7,4.9,10.5,3.4,3.4,16.4,8.5,27.2,2.4,25.2,2.6,11.0,2175.0
1283,36061022200,18.6,29.1,4.5,12.2,4.2,5.3,19.4,10.1,27.3,2.9,28.2,3.2,19.0,2644.0
1284,36061022301,16.2,23.8,4.4,9.9,4.8,4.7,19.0,11.1,29.3,3.0,25.7,2.6,15.2,7917.0
1285,36061022302,21.9,31.2,5.4,11.5,6.3,6.5,19.5,14.8,32.2,4.2,29.6,4.0,20.0,3385.0
1286,36061022400,23.7,35.9,5.1,13.8,6.4,8.1,20.6,15.0,30.6,4.2,32.8,5.0,30.4,6427.0
1287,36061022500,18.2,26.6,4.8,10.6,5.1,5.2,19.0,11.7,29.9,3.2,26.4,3.1,17.7,10149.0
1288,36061022600,19.9,31.8,5.0,12.3,4.8,5.5,18.5,11.0,27.9,3.2,28.8,3.8,20.8,3778.0
1289,36061022700,19.8,30.7,4.8,12.0,5.0,5.9,19.3,11.5,28.7,3.3,28.5,3.7,20.5,4864.0
1290,36061022800,20.3,32.4,4.7,12.7,4.6,5.8,19.1,11.4,28.0,3.2,30.4,3.8,20.6,5248.0
1291,36061022900,18.6,27.7,4.5,11.2,5.3,5.9,19.8,12.2,29.5,3.4,28.6,3.4,20.8,8300.0
1292,36061023000,23.2,36.2,5.2,13.7,6.2,7.7,20.1,14.2,30.1,4.0,32.5,4.9,29.1,8106.0
1293,36061023100,19.7,30.4,4.9,11.6,5.0,5.9,19.0,11.4,28.7,3.2,28.3,3.8,22.9,5865.0
1294,36061023200,21.4,33.5,4.4,14.0,5.5,7.4,20.8,13.5,28.5,3.7,33.0,4.4,28.3,7980.0
1295,36061023300,17.3,26.2,4.4,10.9,4.5,5.1,19.0,10.3,27.6,3.0,26.6,3.0,19.3,6527.0
1296,36061023400,17.3,28.6,3.9,12.3,3.8,5.0,19.1,9.8,25.4,2.7,29.8,3.1,21.2,4465.0
1297,36061023501,19.9,30.3,5.0,11.5,5.0,5.5,18.6,11.8,29.0,3.3,28.5,3.7,20.5,6004.0
1298,36061023502,20.5,32.8,4.9,13.2,5.3,6.5,19.6,12.0,27.9,3.5,30.2,4.2,25.0,1819.0
1299,36061023600,26.7,40.1,7.0,12.7,6.7,7.0,17.5,15.3,32.5,4.4,31.1,5.5,19.3,6404.0
1300,36061023700,19.6,29.0,4.8,11.4,5.3,6.0,19.8,12.5,30.0,3.4,28.7,3.5,19.8,6811.0
1301,36061023801,18.4,24.5,6.2,9.1,4.0,3.9,17.2,7.7,30.5,2.3,19.0,2.3,7.5,9723.0
1302,36061023802,20.1,29.7,6.5,9.1,5.8,5.1,17.1,10.3,32.6,3.0,22.0,3.3,15.4,1938.0
1303,36061023900,22.0,32.8,5.5,12.0,6.7,7.2,19.7,14.4,31.5,4.1,29.2,4.5,22.7,2371.0
1304,36061024000,27.0,48.4,3.8,13.1,12.7,15.5,20.4,24.6,36.3,6.1,45.0,8.1,48.5,1648.0
1305,36061024100,22.0,31.2,6.3,10.7,6.2,6.2,18.3,13.1,32.8,3.7,26.5,4.0,18.7,7642.0
1306,36061024200,22.9,35.1,4.9,13.3,6.5,8.1,20.2,15.5,30.9,4.3,33.4,4.8,28.9,3396.0
1307,36061024301,18.6,28.0,4.4,11.7,4.9,5.9,20.0,11.8,29.0,3.2,28.9,3.4,23.1,3946.0
1308,36061024302,26.1,38.4,5.4,14.5,7.9,10.2,21.7,18.2,32.8,5.0,35.2,6.1,37.0,7370.0
1309,36061024500,17.7,25.9,4.5,10.4,5.3,5.3,19.3,12.3,30.5,3.3,27.3,3.0,18.0,14934.0
1310,36061024700,19.2,26.9,5.7,9.8,5.4,5.0,18.1,11.9,31.9,3.3,25.1,3.1,13.3,7074.0
1311,36061024900,16.9,24.8,4.5,10.1,4.5,4.5,18.2,10.8,28.9,3.0,26.0,2.8,19.2,1101.0
1312,36061025100,19.9,29.6,4.5,11.3,6.8,7.2,20.6,15.0,32.1,4.0,30.3,3.8,25.0,2526.0
1313,36061025300,18.3,26.2,4.6,10.6,5.6,5.9,20.1,12.8,31.1,3.5,27.3,3.1,19.7,11236.0
1314,36061025500,15.2,21.0,4.3,10.0,3.8,4.3,20.0,8.2,26.6,2.4,21.8,2.1,12.1,5771.0
1315,36061025700,16.9,25.9,4.8,10.7,3.4,3.7,17.7,8.0,26.8,2.3,24.4,2.5,11.3,3876.0
1316,36061025900,14.4,23.1,3.8,10.6,2.8,3.4,17.6,7.4,24.2,2.2,25.4,2.1,10.9,3496.0
1317,36061026100,18.4,26.4,4.7,10.4,5.6,5.6,19.5,13.4,31.9,3.5,28.0,3.1,18.3,12087.0
1318,36061026300,18.3,26.2,4.6,10.4,5.5,5.6,19.6,13.0,31.0,3.5,27.9,3.1,19.1,8729.0
1319,36061026500,16.6,22.4,5.2,9.3,4.2,4.1,18.7,9.2,29.5,2.6,22.7,2.3,11.3,7021.0
1320,36061026700,10.8,16.0,2.9,9.9,3.0,3.6,21.6,5.9,21.3,1.9,19.2,1.6,12.8,2173.0
1321,36061026900,18.3,26.6,4.5,10.5,6.0,6.0,20.0,13.6,31.6,3.6,28.2,3.2,19.9,8428.0
1322,36061027100,17.6,24.0,5.2,9.6,5.0,4.8,19.0,10.2,30.3,2.9,24.2,2.6,15.4,8196.0
1323,36061027300,18.3,21.9,6.6,9.1,3.9,3.8,19.3,6.5,30.0,2.2,19.3,2.0,7.3,6370.0
1324,36061027500,21.1,24.6,7.7,9.2,4.5,4.4,19.1,7.1,33.3,2.3,19.1,2.4,7.7,2846.0
1325,36061027700,23.5,32.7,6.1,10.8,8.6,7.9,19.5,16.8,34.7,4.9,29.5,4.8,26.5,7086.0
1326,36061027900,18.8,25.9,4.8,10.7,5.5,6.0,20.7,12.2,30.8,3.4,27.4,3.1,19.4,10292.0
1327,36061028100,21.2,25.0,8.2,8.9,4.7,4.2,18.7,7.0,32.3,2.5,18.4,2.5,6.9,2867.0
1328,36061028300,19.1,26.1,5.5,9.9,5.2,5.3,18.8,11.2,31.4,3.1,25.3,2.9,14.2,7627.0
1329,36061028500,18.0,25.3,4.9,10.1,5.2,5.2,19.1,12.1,31.1,3.3,26.4,2.9,15.7,7216.0
1330,36061028700,16.7,22.5,4.7,9.7,4.2,4.5,19.6,9.0,28.9,2.6,24.6,2.3,14.1,4035.0
1331,36061029100,18.5,26.5,4.6,10.4,5.6,5.7,19.6,13.3,31.3,3.6,28.7,3.1,17.7,11288.0
1332,36061029300,18.0,25.7,4.4,10.6,5.4,5.7,20.1,13.0,30.7,3.5,28.8,3.0,20.0,9033.0
1333,36061029500,16.8,22.2,5.1,9.7,4.0,4.5,19.7,8.2,29.3,2.4,22.9,2.2,11.4,6941.0
1334,36061029900,25.5,35.5,5.8,12.6,8.4,9.2,21.1,18.9,35.6,5.2,32.9,5.3,28.3,3834.0
1335,36061030300,18.1,23.5,5.1,10.2,4.4,5.0,20.5,9.0,29.8,2.6,24.5,2.4,12.5,3753.0
1336,36061030700,19.8,24.5,6.4,9.4,4.3,4.5,19.4,7.7,31.4,2.4,22.1,2.3,9.3,3434.0
1337,36061030900,21.0,29.9,5.0,11.6,5.8,6.6,20.2,14.0,31.6,3.8,30.2,3.8,21.0,8463.0
1338,36061031703,13.2,16.0,4.9,8.4,2.4,2.5,18.9,3.8,24.4,1.4,16.5,1.3,5.4,7709.0
1339,36061031704,13.8,17.5,4.9,8.1,2.5,2.5,17.3,4.7,26.7,1.5,16.1,1.4,4.1,5677.0
1340,36081000100,9.6,15.4,3.5,6.9,2.1,2.3,13.7,4.5,21.3,1.3,18.5,1.1,5.1,4949.0
1341,36081000200,16.6,25.7,4.7,8.2,5.0,5.5,14.2,12.2,30.5,2.7,26.1,2.7,14.4,2829.0
1342,36081000400,15.4,24.7,4.0,8.7,4.7,5.4,14.7,12.3,29.0,2.7,27.9,2.7,17.4,4413.0
1343,36081000600,15.4,24.0,4.2,8.8,4.5,5.2,15.0,11.4,28.7,2.5,27.1,2.5,13.6,3729.0
1344,36081000700,11.7,17.1,4.3,7.1,2.6,2.7,13.9,5.6,24.4,1.5,19.7,1.4,5.2,4790.0
1345,36081000800,15.1,23.3,4.5,8.2,4.3,4.8,14.2,10.6,29.0,2.4,25.5,2.4,13.8,3360.0
1346,36081001000,15.1,23.5,4.4,8.1,4.4,5.1,14.0,10.9,29.1,2.4,24.5,2.5,15.9,3502.0
1347,36081001200,16.3,24.2,5.0,8.1,4.6,5.1,14.4,10.8,30.1,2.4,24.7,2.5,14.2,3871.0
1348,36081001400,16.7,24.9,5.0,8.2,4.8,5.4,14.5,11.4,30.3,2.6,25.7,2.6,14.6,3683.0
1349,36081001600,15.1,23.5,4.5,8.0,4.3,4.7,13.9,10.9,29.3,2.4,25.0,2.4,12.7,2831.0
1350,36081001800,16.6,25.3,4.8,8.3,4.8,5.4,14.4,11.9,30.4,2.6,26.1,2.7,14.1,2931.0
1351,36081001900,11.4,17.1,4.1,7.0,2.5,2.5,13.5,5.4,23.9,1.5,19.6,1.3,5.3,1076.0
1352,36081002000,15.1,23.3,4.6,7.8,4.2,4.5,13.5,10.6,29.6,2.3,23.5,2.3,12.1,1797.0
1353,36081002200,16.4,25.1,4.9,8.2,4.8,5.1,14.2,11.5,30.0,2.6,26.3,2.6,12.5,2077.0
1354,36081002400,16.1,25.1,4.5,8.5,4.9,5.4,14.7,11.8,29.7,2.7,26.9,2.7,15.9,2145.0
1355,36081002500,24.8,39.5,5.1,12.5,8.3,10.7,17.0,21.0,32.9,4.9,38.2,5.9,34.2,7571.0
1356,36081002600,17.9,27.2,4.9,8.9,5.4,6.3,14.9,12.7,31.2,2.9,26.6,3.0,16.1,2055.0
1357,36081002800,16.5,25.5,4.4,8.9,5.0,6.0,15.5,12.2,29.6,2.7,28.0,2.8,17.7,3033.0
1358,36081003000,17.1,25.6,5.3,8.4,5.3,5.7,14.5,11.6,30.6,2.7,25.4,2.8,17.0,1399.0
1359,36081003100,14.4,22.5,4.3,7.7,4.1,4.5,14.1,9.9,27.9,2.3,24.5,2.2,12.5,1388.0
1360,36081003200,16.3,25.2,4.5,8.5,4.8,5.4,14.6,11.7,29.5,2.6,27.1,2.7,15.5,1504.0
1361,36081003300,12.0,20.3,3.7,7.0,3.5,3.6,12.4,8.5,25.8,2.0,20.3,1.8,10.9,2474.0
1362,36081003400,17.4,27.3,4.4,9.1,5.3,6.4,15.3,13.4,30.2,2.9,29.0,3.0,18.9,2201.0
1363,36081003600,14.4,22.7,4.3,8.2,4.1,4.5,13.8,10.1,27.9,2.3,24.1,2.3,12.5,3295.0
1364,36081003800,17.2,25.8,4.8,8.7,5.0,5.9,15.2,11.9,29.7,2.7,27.7,2.8,16.3,2287.0
1365,36081003900,14.5,24.6,3.7,8.9,4.5,5.6,15.4,10.8,26.4,2.6,29.4,2.6,19.2,1592.0
1366,36081004001,17.4,25.3,5.1,9.0,5.0,6.0,15.8,10.9,29.5,2.6,26.2,2.8,16.7,2134.0
1367,36081004002,16.8,26.0,4.5,8.7,5.1,6.1,14.4,12.1,29.5,2.7,24.6,2.9,19.5,1270.0
1368,36081004200,15.9,25.5,4.4,8.2,4.9,5.5,13.8,12.0,29.5,2.6,25.0,2.7,16.7,4120.0
1369,36081004300,24.0,36.8,5.6,11.2,7.8,8.9,16.4,19.0,33.0,4.6,35.9,5.0,23.8,2437.0
1370,36081004401,16.7,26.9,4.5,8.2,5.4,6.0,13.2,12.6,30.5,2.7,22.7,3.0,18.5,3500.0
1371,36081004500,22.6,29.8,8.7,7.7,6.5,6.0,13.6,10.9,35.2,3.0,20.7,3.3,10.7,2975.0
1372,36081004700,20.6,30.9,5.8,9.7,6.2,6.9,15.3,14.0,31.7,3.4,28.5,3.7,17.3,3984.0
1373,36081005100,14.9,23.8,4.0,8.1,4.6,5.4,14.5,10.5,28.1,2.4,22.7,2.5,16.1,2231.0
1374,36081005200,15.2,24.6,4.2,8.4,4.6,5.2,13.8,11.2,28.5,2.5,24.2,2.6,15.2,2751.0
1375,36081005300,13.8,20.1,4.8,7.5,3.5,3.8,14.3,7.1,26.6,1.9,20.1,1.8,8.5,5340.0
1376,36081005400,18.1,26.8,5.1,9.1,5.4,6.4,15.5,12.1,30.8,2.8,26.4,3.0,16.0,5257.0
1377,36081005500,13.6,21.4,4.0,7.9,4.0,4.5,14.6,9.5,27.3,2.2,23.4,2.1,12.0,1067.0
1378,36081005700,13.3,20.2,4.2,7.9,3.6,4.1,15.0,7.8,25.9,2.0,21.9,1.9,12.5,4321.0
1379,36081005800,18.6,25.8,5.9,8.5,5.1,5.9,15.5,10.7,31.4,2.6,25.2,2.7,14.8,5414.0
1380,36081005900,14.9,21.2,5.0,8.2,4.1,4.6,15.9,7.7,27.1,2.1,21.7,2.1,11.2,4169.0
1381,36081006100,13.3,19.2,4.5,7.8,3.4,3.8,15.3,6.8,25.3,1.8,20.7,1.7,9.7,5644.0
1382,36081006201,27.6,34.4,9.9,8.7,8.3,8.5,16.2,12.8,38.3,3.6,24.8,4.2,14.6,5128.0
1383,36081006202,22.0,29.3,6.8,9.1,6.7,7.7,17.2,11.8,33.2,3.1,26.7,3.4,16.6,6253.0
1384,36081006300,13.2,19.0,4.6,7.7,3.3,3.6,15.2,6.5,25.2,1.8,20.7,1.7,8.3,5949.0
1385,36081006501,14.0,20.0,4.7,8.0,3.5,4.1,15.6,7.0,25.8,1.9,21.6,1.8,9.4,3676.0
1386,36081006502,14.7,20.8,4.8,8.5,4.0,4.7,16.6,7.4,26.0,2.1,22.8,2.0,10.9,3853.0
1387,36081006900,16.5,24.1,5.8,7.7,5.1,4.8,14.2,9.2,28.4,2.6,22.0,2.6,14.1,4611.0
1388,36081007100,12.8,18.6,4.5,7.6,3.2,3.5,14.8,6.3,25.0,1.7,19.9,1.6,7.9,3963.0
1389,36081007300,13.8,19.5,4.9,7.6,3.4,3.6,14.9,6.6,26.2,1.8,20.3,1.7,7.6,4231.0
1390,36081007500,16.3,22.7,6.1,7.4,4.2,4.0,14.0,8.3,29.0,2.3,20.2,2.2,7.6,4116.0
1391,36081007700,13.2,19.8,4.2,7.9,3.5,4.0,14.5,7.4,25.0,2.0,22.2,1.9,10.8,1478.0
1392,36081007900,15.1,23.3,4.5,8.0,4.5,5.0,14.5,10.0,28.0,2.4,23.5,2.4,16.5,3493.0
1393,36081008100,10.9,17.7,3.3,7.7,2.7,3.3,14.5,6.8,23.3,1.7,23.3,1.5,10.6,1188.0
1394,36081008300,13.6,21.7,4.0,8.1,3.7,4.3,14.6,8.9,26.3,2.1,24.7,2.1,13.5,2950.0
1395,36081008500,15.4,24.7,3.6,9.5,4.9,6.4,16.8,10.9,26.4,2.7,29.4,2.7,19.0,1270.0
1396,36081008600,18.2,25.2,5.7,8.5,5.0,5.9,15.8,10.3,30.8,2.5,25.0,2.7,13.6,2811.0
