LocationID,TotalPopulation
36081005400,5257.0
36081005500,1067.0
36081005700,4321.0
36081005800,5414.0
36081005900,4169.0
36081006100,5644.0
36081006201,5128.0
36081006202,6253.0
36081006300,5949.0
36081006501,3676.0
36081006502,3853.0
36081006900,4611.0
36081007100,3963.0
36081007300,4231.0
36081007500,4116.0
36081007700,1478.0
36081007900,3493.0
36081008100,1188.0
36081008300,2950.0
36081008500,1270.0
36081008600,2811.0
36081008700,4582.0
36081008800,3095.0
36081009100,2796.0
36081009400,2834.0
36081009500,2289.0
36081009600,3135.0
36081009700,3580.0
36081009800,2688.0
36081010000,3571.0
36081010100,2552.0
36081010200,2677.0
36081010300,3934.0
36081010400,3147.0
36081010500,4244.0
36081010600,3427.0
36081010800,2980.0
36081011000,3075.0
36081011100,3050.0
36081011200,2358.0
36081011300,4234.0
36081011400,1330.0
36081011500,2325.0
36081011600,2178.0
36081011700,3848.0
36081011800,2628.0
36081011900,1701.0
36081012000,2487.0
36081012100,2064.0
36081012200,2971.0
36081012301,2910.0
36081012400,2914.0
36081012500,1662.0
36081012601,2413.0
36081012602,2578.0
36081012800,2030.0
36081013000,1745.0
36081013200,1772.0
36081013400,5474.0
36081013500,1411.0
36081013600,1972.0
36081013700,1579.0
36081013800,3604.0
36081014000,3705.0
36081014100,1621.0
36081014201,4348.0
36081014202,2838.0
36081014300,4065.0
36081014400,2109.0
36081014500,2246.0
36081014700,3054.0
36081014800,2265.0
36081014900,2674.0
36081015000,2458.0
36081015100,2794.0
36081015200,2721.0
36081015300,2145.0
36081015400,2333.0
36081015500,2251.0
36081015600,3218.0
36081015700,1543.0
36081015801,3737.0
36081015802,4398.0
36081015900,4136.0
36081016100,2377.0
36081016300,4382.0
36081016400,3313.0
36081016600,3278.0
36081016800,2684.0
36081016900,5539.0
36081017000,2600.0
36081017200,2101.0
36081017400,2244.0
36081017600,2143.0
36081017800,1925.0
36081017900,1054.0
36081018000,1090.0
36081018101,4090.0
36081018102,3928.0
36081018200,2267.0
36081018300,6031.0
36081018401,2054.0
36081018402,2223.0
36081018501,3611.0
36081018502,3633.0
36081018600,1623.0
36081018700,3088.0
36081018800,1236.0
36081018900,3492.0
36081019000,1969.0
36081019200,1914.0
36081019400,2628.0
36081019600,2643.0
36081019800,2930.0
36081019900,1028.0
36081020200,1387.0
36081020400,2098.0
36081020500,1202.0
36081020600,1712.0
36081020800,2539.0
36081021200,2754.0
36081021400,6194.0
36081021600,4016.0
36081022001,6074.0
36081022002,5569.0
36081023000,1795.0
36081023200,5090.0
36081023500,8278.0
36081023600,2638.0
36081023800,5101.0
36081024000,5464.0
36081024300,5440.0
36081024500,4942.0
36081024700,1509.0
36081024900,5546.0
36081025100,5720.0
36081025301,4591.0
36081025302,2876.0
36081025400,8207.0
36081025500,1507.0
36081025700,1542.0
36081025800,1978.0
36081025900,3516.0
36081026000,2339.0
36081026100,7414.0
36081026200,1465.0
36081026300,6220.0
36081026400,2257.0
36081026500,4494.0
36081026600,1755.0
36081026700,6002.0
36081026901,5304.0
36081026902,4444.0
36081027000,1647.0
36081027100,8726.0
36081027200,1846.0
36081027300,8631.0
36081027400,1735.0
36081027500,6887.0
36081027600,1165.0
36081027700,8757.0
36081027800,2256.0
36081027900,6317.0
36081028000,1551.0
36081028100,5722.0
36081028200,1545.0
36081028300,7415.0
36081028400,3438.0
36081028500,4729.0
36081028700,6232.0
36081028800,4230.0
36081028900,5176.0
36081029100,7039.0
36081029300,1351.0
36081029400,6664.0
36081029500,3670.0
36081029700,2162.0
36081030600,4213.0
36081030902,7992.0
36081030903,6743.0
36081030904,3712.0
36081031700,6151.0
36081032000,4645.0
36081032700,4255.0
36081032800,2409.0
36081032900,4018.0
36081033000,6170.0
36081033401,3128.0
36081033402,12575.0
36081033700,3619.0
36081033900,3400.0
36081034700,3268.0
36081035100,4240.0
36081035200,2414.0
36081035300,2690.0
36081035700,4947.0
36081035800,3927.0
36081036100,2426.0
36081036300,2397.0
36081036500,3885.0
36081036600,2592.0
36081036700,2676.0
36081036800,2362.0
36081037100,1597.0
36081037300,2532.0
36081037500,3783.0
36081037600,5598.0
36081037700,4227.0
36081037900,6214.0
36081038100,6808.0
36081038302,56.0
36081038400,2333.0
36081039400,2814.0
36081039800,1657.0
36081039900,4132.0
36081040000,1267.0
36081040100,7527.0
36081040200,1368.0
36081040300,6777.0
36081040400,3918.0
36081040500,3303.0
36081040700,8304.0
36081040900,5094.0
36081041100,3947.0
36081041300,4464.0
36081041400,4033.0
36081041500,4278.0
36081042400,2161.0
36081042600,512.0
36081042700,4604.0
36081043200,1166.0
36081043400,1956.0
36081043701,3381.0
36081043702,6476.0
36081043900,4790.0
36081044000,3669.0
36081044301,4033.0
36081044302,5223.0
36081044400,3236.0
36081044601,3367.0
36081044602,4596.0
36081044800,2571.0
36081045000,1943.0
36081045200,1153.0
36081045400,4773.0
36081045500,12330.0
36081045600,1338.0
36081045700,3355.0
36081045800,2016.0
36081045900,3975.0
36081046000,6006.0
36081046100,3089.0
36081046200,7296.0
36081046300,4284.0
36081046400,1643.0
36081046500,4247.0
36081046600,3058.0
36081046700,7112.0
36081046800,3829.0
36081046900,8570.0
36081047000,3247.0
36081047100,4425.0
36081047200,3760.0
36081047300,3997.0
36081047500,4835.0
36081047600,1326.0
36081047800,5294.0
36081047900,5456.0
36081048000,2506.0
36081048100,6781.0
36081048200,1452.0
36081048300,4047.0
36081048400,4979.0
36081048500,4598.0
36081048900,1486.0
36081049200,4750.0
36081049301,2134.0
36081049302,2811.0
36081049500,1358.0
36081049600,3030.0
36081049700,3021.0
36081049900,5071.0
36081050000,4323.0
36081050201,1410.0
36081050202,1344.0
36081050400,1831.0
36081050500,1657.0
36081050600,1553.0
36081050700,3442.0
36081050800,1837.0
36081051000,1540.0
36081051100,2097.0
36081051200,2619.0
36081051300,2367.0
36081051500,2852.0
36081051600,1866.0
36081051700,1957.0
36081051800,1931.0
36081052000,1521.0
36081052100,1983.0
36081052200,1532.0
36081052400,1739.0
36081052500,2063.0
36081052600,1802.0
36081052800,1442.0
36081053000,2240.0
36081053100,3114.0
36081053200,1675.0
36081053401,1907.0
36081053500,1123.0
36081053601,1577.0
36081053800,1755.0
36081053900,4147.0
36081054000,4222.0
36081054200,5074.0
36081054500,3722.0
36081054700,4643.0
36081054800,2319.0
36081054900,5308.0
36081055100,4573.0
36081055200,3064.0
36081055300,2454.0
36081055400,2303.0
36081055500,2147.0
36081055600,2153.0
36081055700,3915.0
36081055800,1732.0
36081055900,1217.0
36081056000,1647.0
36081056100,73.0
36081056200,1517.0
36081056400,1783.0
36081056500,1567.0
36081056600,1487.0
36081056700,4574.0
36081056800,4550.0
36081057700,3625.0
36081057900,1592.0
36081058000,3641.0
36081058100,2662.0
36081058200,4490.0
36081058300,3254.0
36081058500,4062.0
36081058700,3296.0
36081058900,4196.0
36081059000,1074.0
36081059100,5826.0
36081059200,1280.0
36081059300,3881.0
36081059400,1537.0
36081059500,4700.0
36081059600,1304.0
36081059800,1643.0
36081059900,1525.0
36081060000,1056.0
36081060100,2111.0
36081060300,1706.0
36081060600,1381.0
36081060800,1413.0
36081061000,1268.0
36081061200,1597.0
36081061301,5295.0
36081061400,1234.0
36081061601,2180.0
36081061602,1152.0
36081061800,1583.0
36081061900,2783.0
36081062000,1440.0
36081062100,2746.0
36081062200,1983.0
36081062300,1789.0
36081062500,2388.0
36081062600,2620.0
36081062700,2879.0
36081062900,2782.0
36081063000,1579.0
36081063200,2134.0
36081063301,1416.0
36081063302,1476.0
36081063500,2513.0
36081063700,3148.0
36081063800,3425.0
36081063900,2747.0
36081064101,1960.0
36081064102,113.0
36081064500,1979.0
36081064600,2829.0
36081065000,2650.0
36081065400,2788.0
36081065600,4853.0
36081065702,1675.0
36081065703,2597.0
36081065900,1666.0
36081066000,3233.0
36081066100,1495.0
36081066300,2601.0
36081066400,9612.0
36081066501,3275.0
36081066701,2575.0
36081066900,1706.0
36081067100,2100.0
36081067700,1786.0
36081067900,4094.0
36081068000,4708.0
36081068200,1102.0
36081068300,4210.0
36081068700,4630.0
36081069000,3252.0
36081069300,2883.0
36081069400,3314.0
36081069500,2128.0
36081069701,3616.0
36081069702,3911.0
36081070300,2010.0
36081070700,2303.0
36081070900,2483.0
36081071100,5272.0
36081071303,4973.0
36081071304,6136.0
36081071305,4871.0
36081071306,5811.0
36081071701,5161.0
36081071702,3921.0
36081071900,2630.0
36081072100,4963.0
36081072300,2127.0
36081072900,1363.0
36081073100,1515.0
36081073700,2042.0
36081073900,5028.0
36081074100,3015.0
36081074300,4221.0
36081074500,3571.0
36081074700,3386.0
36081074900,1453.0
36081075701,4678.0
36081075702,4481.0
36081076901,4056.0
36081076902,1371.0
36081077300,2234.0
36081077500,2273.0
36081077902,5263.0
36081077903,2972.0
36081077904,6155.0
36081077905,2455.0
36081077906,3633.0
36081077907,3193.0
36081077908,3755.0
36081078800,1818.0
36081079000,2549.0
36081079200,2280.0
36081079701,7055.0
36081079702,4502.0
36081079900,3425.0
36081080301,4382.0
36081080302,3504.0
36081080900,6850.0
36081081400,3543.0
36081081800,3478.0
36081083700,5388.0
36081083800,4970.0
36081084000,6478.0
36081084500,5318.0
36081084601,2730.0
36081084602,1053.0
36081084900,7642.0
36081085300,5764.0
36081085500,6649.0
36081085700,5953.0
36081085900,5873.0
36081086100,2370.0
36081086300,7277.0
36081086400,2634.0
36081086500,4514.0
36081086900,2131.0
36081087100,1752.0
36081088400,7337.0
36081088901,10266.0
36081089200,7430.0
36081090700,1355.0
36081091601,4079.0
36081091900,5766.0
36081092200,2206.0
36081092500,3681.0
36081092800,3246.0
36081092900,6496.0
36081093401,3789.0
36081093402,3657.0
36081093800,5218.0
36081093900,4400.0
36081094201,3380.0
36081094202,4700.0
36081094203,5369.0
36081094500,3971.0
36081094700,2577.0
36081095400,5368.0
36081096400,4441.0
36081097202,2795.0
36081097203,6865.0
36081097204,3544.0
36081097300,2016.0
36081098100,2249.0
36081098700,2444.0
36081099100,6507.0
36081099200,3803.0
36081099701,2670.0
36081099703,3892.0
36081099704,6868.0
36081099705,2632.0
36081099801,7608.0
36081099802,5283.0
36081100801,2327.0
36081100802,8106.0
36081101001,9943.0
36081101002,4138.0
36081101700,5689.0
36081102900,3319.0
36081103201,6456.0
36081103202,6197.0
36081103300,4116.0
36081103900,6151.0
36081104700,7314.0
36081105900,3556.0
36081107201,2443.0
36081108500,2613.0
36081109300,3034.0
36081109700,1887.0
36081109900,3277.0
36081111300,2559.0
36081112300,2102.0
36081112900,2242.0
36081113300,1537.0
36081113900,3322.0
36081114100,2406.0
36081114700,1673.0
36081115100,1116.0
36081115500,2114.0
36081115700,3388.0
36081115900,3991.0
36081116100,4589.0
36081116300,9104.0
36081116700,2067.0
36081117100,2743.0
36081117500,4990.0
36081118100,1840.0
36081118500,2114.0
36081118700,2521.0
36081118900,2468.0
36081119100,3273.0
36081119300,2252.0
36081119500,1349.0
36081119900,1507.0
36081120100,1668.0
36081120300,1642.0
36081120500,3024.0
36081120700,2794.0
36081121500,4101.0
36081122300,3533.0
36081122701,10910.0
36081122702,6427.0
36081124100,3897.0
36081124700,3550.0
36081125700,3203.0
36081126500,1660.0
36081126700,4057.0
36081127700,3633.0
36081128300,73.0
36081129102,3341.0
36081129103,3566.0
36081129104,4102.0
36081130100,3791.0
36081133300,3679.0
36081133900,1302.0
36081134100,3259.0
36081134700,9572.0
36081136700,5879.0
36081137700,6606.0
36081138501,4743.0
36081138502,72.0
36081139900,1744.0
36081140300,2302.0
36081140901,914.0
36081140902,2603.0
36081141700,4475.0
36081142900,3624.0
36081143500,2199.0
36081144100,2926.0
36081144700,2927.0
36081145101,1360.0
36081145102,2468.0
36081145900,2772.0
36081146300,3000.0
36081146700,2736.0
36081147100,3341.0
36081147900,4241.0
36081148300,2863.0
36081150701,2930.0
36081150702,3178.0
36081152901,6401.0
36081152902,5126.0
36081155101,1806.0
36081155102,8185.0
36081156700,1790.0
36081157101,7216.0
36081157102,1996.0
36081157901,4800.0
36081157902,3836.0
36081157903,3944.0
36081161700,4297.0
36081162100,6197.0
36085000300,1927.0
36085000600,2408.0
36085000700,4915.0
36085000800,5583.0
36085000900,2112.0
36085001100,3987.0
36085001700,1788.0
36085001800,731.0
36085002001,2504.0
36085002002,3258.0
36085002100,4236.0
36085002700,2217.0
36085002900,5207.0
36085003300,3402.0
36085003600,2510.0
36085003900,2197.0
36085004000,12998.0
36085004700,3863.0
36085005000,3847.0
36085005900,2635.0
36085006400,3550.0
36085006700,2758.0
36085007000,8525.0
36085007400,4693.0
36085007500,3914.0
36085007700,1535.0
36085008100,4301.0
36085009601,4024.0
36085009602,3461.0
36085009700,3925.0
36085010500,5153.0
36085011201,5758.0
36085011202,6428.0
36085011401,3067.0
36085011402,3450.0
36085012100,3065.0
36085012200,3813.0
36085012500,2939.0
36085012804,4259.0
36085012805,3158.0
36085012806,5955.0
36085013201,1558.0
36085013203,5433.0
36085013204,4843.0
36085013301,1633.0
36085013302,3587.0
36085013400,3946.0
36085013800,6535.0
36085014100,2690.0
36085014604,6422.0
36085014605,3836.0
36085014606,6372.0
36085014607,4552.0
36085014608,3510.0
36085014700,3412.0
36085015100,5141.0
36085015601,6330.0
36085015602,3320.0
36085015603,4265.0
36085016901,2970.0
36085017005,4507.0
36085017007,4968.0
36085017008,7388.0
36085017009,4299.0
36085017010,8583.0
36085017011,4549.0
36085017012,4279.0
36085017300,2523.0
36085017600,4815.0
36085017700,7001.0
36085018100,2974.0
36085018701,1807.0
36085018702,7485.0
36085018901,5333.0
36085018902,5064.0
36085019700,1867.0
36085019800,6300.0
36085020100,3572.0
36085020700,6399.0
36085020801,8977.0
36085020803,6463.0
36085020804,5323.0
36085021300,5376.0
36085022300,2880.0
36085022600,8490.0
36085022800,105.0
36085023100,4683.0
36085023900,3250.0
36085024401,5823.0
36085024402,4259.0
36085024700,2702.0
36085024800,4741.0
36085025100,5714.0
36085027301,3820.0
36085027302,3667.0
36085027702,6193.0
36085027704,4108.0
36085027705,5351.0
36085027706,2950.0
36085027900,2137.0
36085029102,2953.0
36085029103,7245.0
36085029104,6735.0
36085030301,4929.0
36085030302,6369.0
36085031901,3265.0
36085031902,4848.0
36085032300,1250.0
