,GeoID,SE_Unemploy,SE_Insurance,SE_Poverty,SE_English
597,36047031900,3.6,94.9,9.6,1.6
598,36047032100,6.1,91.7,15.5,4.5
599,36047032300,4.8,95.9,16.3,4.9
600,36047032500,3.1,91.7,14.3,11.4
601,36047032600,23.4,93.6,41.9,24.0
602,36047032700,8.5,90.6,14.5,4.3
603,36047032800,17.7,88.6,13.4,41.7
604,36047032900,7.5,95.7,24.6,5.7
605,36047033000,15.8,96.6,32.6,23.8
606,36047033100,15.2,97.5,16.1,14.1
607,36047033300,4.0,96.6,25.7,9.3
608,36047033500,9.0,95.3,17.9,6.9
609,36047033600,3.4,93.2,13.6,26.8
610,36047033700,2.4,83.9,16.3,13.4
611,36047033900,4.1,95.7,27.6,2.5
612,36047034000,7.7,95.7,44.3,32.3
613,36047034100,4.0,86.2,15.3,3.1
614,36047034200,15.6,94.3,42.1,44.0
615,36047034300,9.6,95.1,34.8,9.1
616,36047034500,7.1,88.5,18.5,3.0
617,36047034700,8.9,90.1,22.0,3.6
618,36047034800,6.1,79.7,22.8,34.9
619,36047034900,9.7,89.7,24.1,4.2
620,36047035000,3.0,97.8,15.4,64.4
621,36047035100,8.4,94.9,16.3,10.1
622,36047035200,0.0,97.8,55.1,52.6
623,36047035300,5.5,94.2,17.4,6.8
624,36047035400,4.3,98.4,14.8,42.1
625,36047035500,8.2,88.8,14.1,9.4
626,36047035601,6.2,97.1,22.4,58.6
627,36047035602,3.7,94.4,13.2,48.3
628,36047035700,10.1,93.0,28.9,4.1
629,36047035900,11.9,88.4,40.2,6.4
630,36047036001,8.4,93.9,29.3,74.8
631,36047036002,9.8,92.2,39.8,77.1
632,36047036100,3.9,91.5,34.4,12.1
633,36047036200,5.2,81.4,25.4,54.1
634,36047036300,3.8,91.0,24.2,8.8
635,36047036400,9.2,87.7,22.4,54.2
636,36047036501,4.7,98.2,19.2,0.4
637,36047036502,2.7,97.0,31.6,6.9
638,36047036600,5.6,86.7,24.6,58.0
639,36047036700,3.1,81.4,14.1,12.5
640,36047036900,2.5,88.4,28.8,2.4
641,36047037000,3.9,97.7,15.5,38.8
642,36047037100,5.7,93.8,13.9,4.1
643,36047037300,6.0,93.4,27.3,3.7
644,36047037401,4.9,93.1,17.1,31.2
645,36047037402,5.6,88.1,14.5,54.0
646,36047037500,7.6,85.4,16.7,5.8
647,36047037700,6.0,92.7,23.1,3.7
648,36047037900,2.4,90.7,19.5,2.3
649,36047038100,4.5,91.9,20.5,3.0
650,36047038200,17.4,96.4,36.5,31.6
651,36047038300,6.1,92.8,19.1,3.3
652,36047038500,5.1,94.3,8.7,3.2
653,36047038600,8.1,95.8,12.1,29.6
654,36047038700,7.6,90.9,21.1,1.7
655,36047038800,3.2,95.5,15.3,27.6
656,36047038900,5.7,89.7,17.4,20.6
657,36047039000,4.6,95.3,13.4,36.3
658,36047039100,9.3,90.1,20.4,27.4
659,36047039200,5.0,92.4,12.0,29.3
660,36047039300,7.4,84.8,24.2,12.4
661,36047039400,0.6,94.8,24.3,22.7
662,36047039500,13.0,86.7,24.7,15.0
663,36047039600,4.5,93.3,11.1,12.7
664,36047039700,4.3,89.8,22.6,15.4
665,36047039800,11.7,89.9,14.0,40.0
666,36047039900,7.5,84.9,21.6,15.8
667,36047040000,5.0,91.4,7.4,40.3
668,36047040100,5.0,89.5,28.8,8.5
669,36047040200,8.4,95.7,18.8,44.5
670,36047040300,2.4,89.0,23.6,7.3
671,36047040400,7.3,96.3,16.0,42.5
672,36047040500,1.9,92.9,16.3,5.5
673,36047040600,4.7,92.0,20.7,39.4
674,36047040800,7.7,87.9,8.3,37.6
675,36047040900,6.4,83.3,23.6,24.0
676,36047041000,6.1,93.9,23.0,24.8
677,36047041100,8.7,93.6,27.1,8.7
678,36047041200,4.0,92.5,20.3,40.4
679,36047041300,3.1,90.9,18.6,16.0
680,36047041401,13.2,98.4,24.9,30.2
681,36047041402,7.7,95.0,12.4,28.3
682,36047041500,6.4,92.8,18.9,14.3
683,36047041600,4.6,96.7,16.6,24.5
684,36047041700,4.3,89.9,26.7,31.2
685,36047041800,14.1,96.1,21.1,28.3
686,36047041900,4.3,90.3,20.5,18.1
687,36047042000,10.1,95.2,15.3,21.0
688,36047042100,5.7,87.3,21.3,24.7
689,36047042200,11.5,88.6,13.2,23.3
690,36047042300,8.0,73.1,19.2,17.1
691,36047042400,5.1,87.7,13.2,46.2
692,36047042500,0.0,80.9,18.5,13.5
693,36047042600,3.4,90.9,23.5,52.4
694,36047042700,4.5,85.3,25.4,17.3
695,36047042800,7.9,97.0,11.7,47.8
696,36047042900,4.6,80.5,24.7,14.4
697,36047043000,11.4,91.7,26.9,50.4
698,36047043100,4.1,77.4,22.7,20.7
699,36047043200,7.2,88.4,14.9,39.5
700,36047043300,6.8,87.5,30.2,24.5
701,36047043400,6.4,89.3,27.3,44.8
702,36047043500,3.1,90.8,17.7,23.2
703,36047043600,3.4,87.6,14.7,39.2
704,36047043700,4.6,92.5,16.5,11.1
705,36047043800,4.0,93.7,21.4,29.9
706,36047043900,10.4,92.2,26.0,31.3
707,36047044000,9.4,92.6,19.2,20.7
708,36047044100,7.9,85.7,22.9,20.9
709,36047044200,4.1,95.9,9.7,11.9
710,36047044300,4.1,91.3,18.3,24.7
711,36047044400,2.4,94.1,13.1,26.6
712,36047044500,4.4,81.2,20.1,15.0
713,36047044600,5.8,88.2,20.8,36.5
714,36047044700,3.1,84.8,31.3,14.8
715,36047044800,2.1,98.5,13.9,16.8
716,36047044900,15.2,91.0,44.9,19.6
717,36047045000,0.0,98.1,38.8,0.0
718,36047045200,3.3,98.5,9.3,8.4
719,36047045300,12.0,89.0,40.3,2.6
720,36047045400,2.2,95.3,19.5,12.9
721,36047045600,7.8,97.6,22.5,30.6
722,36047045800,4.2,98.9,6.9,15.0
723,36047046000,5.5,91.2,17.5,24.1
724,36047046201,3.5,95.4,21.0,36.5
725,36047046202,5.5,93.2,19.4,9.7
726,36047046400,2.3,93.7,21.1,20.8
727,36047046800,2.5,97.1,15.9,16.4
728,36047047000,2.7,95.4,14.1,21.0
729,36047047200,3.6,99.7,22.7,23.7
730,36047047400,6.2,97.3,24.2,15.0
731,36047047600,7.9,99.5,19.9,20.2
732,36047047700,2.2,91.8,6.5,2.3
733,36047047800,2.9,95.8,20.4,19.3
734,36047048000,3.1,88.9,26.6,22.0
735,36047048100,4.2,88.1,14.9,16.9
736,36047048200,4.8,93.3,18.6,39.3
737,36047048400,2.7,94.6,22.5,25.1
738,36047048500,4.8,89.1,19.7,11.5
739,36047048600,7.2,89.4,23.2,41.2
740,36047048800,9.2,95.4,13.2,19.4
741,36047048900,18.8,96.8,29.8,26.4
742,36047049000,9.8,96.9,12.9,19.1
743,36047049100,4.0,92.9,19.7,33.0
744,36047049200,6.1,92.4,21.0,28.4
745,36047049300,12.5,92.5,33.6,20.6
746,36047049400,6.7,92.5,14.2,25.9
747,36047049500,6.2,97.0,14.0,6.1
748,36047049600,4.4,85.9,16.4,22.2
749,36047049700,1.8,95.5,7.5,4.9
750,36047049800,7.9,93.2,4.9,26.2
751,36047049900,2.2,95.4,7.0,12.5
752,36047050000,6.4,97.3,2.7,11.0
753,36047050100,6.2,89.7,10.8,7.6
754,36047050202,3.7,99.4,10.3,2.5
755,36047050300,5.0,92.9,11.2,6.3
756,36047050400,2.8,96.4,11.7,8.2
757,36047050500,9.4,92.9,23.3,21.0
758,36047050600,4.6,86.2,18.0,19.6
759,36047050700,8.9,97.1,39.4,17.2
760,36047050801,7.6,81.4,21.5,12.0
761,36047050803,6.7,92.7,23.1,6.5
762,36047050804,1.7,87.1,13.1,13.2
763,36047050900,2.7,97.5,44.6,27.8
764,36047051001,7.4,84.7,15.1,12.9
765,36047051002,3.1,95.3,10.4,13.3
766,36047051100,9.4,94.9,24.1,29.1
767,36047051200,4.9,94.9,16.2,3.2
768,36047051300,3.3,89.2,13.2,9.5
769,36047051400,4.8,82.3,17.4,12.3
770,36047051500,1.2,94.3,6.0,2.8
771,36047051601,5.9,90.1,14.4,8.4
772,36047051602,7.1,87.3,13.3,15.6
773,36047051700,1.8,90.3,9.6,5.8
774,36047051800,4.6,92.4,12.0,12.0
775,36047051900,4.7,96.7,4.9,2.4
776,36047052000,6.4,93.1,13.6,25.8
777,36047052300,5.8,87.5,25.3,15.4
778,36047052500,6.4,96.6,25.3,24.4
779,36047052600,8.4,93.3,13.3,24.3
780,36047052700,10.8,90.7,19.5,18.1
781,36047052800,2.7,94.7,10.9,11.1
782,36047052900,0.9,97.1,44.5,29.8
783,36047053000,7.8,94.8,22.4,31.6
784,36047053100,0.5,95.7,38.4,20.4
785,36047053200,9.8,96.4,16.2,18.2
786,36047053300,3.2,98.3,44.6,37.0
787,36047053400,9.6,93.7,24.9,31.9
788,36047053500,4.5,99.1,40.9,26.0
789,36047053700,7.7,98.3,40.3,20.6
790,36047053800,3.7,90.8,15.7,28.5
791,36047053900,2.7,98.1,36.8,34.2
792,36047054200,3.5,92.9,15.7,34.3
793,36047054300,6.0,82.0,12.4,4.8
794,36047054400,6.2,92.6,17.3,30.7
795,36047054500,7.0,98.4,38.0,36.8
796,36047054600,8.2,94.7,25.1,35.2
797,36047054700,3.3,97.3,31.0,25.3
798,36047054800,5.7,96.2,13.5,25.4
799,36047054900,4.1,95.3,12.0,5.9
800,36047055000,5.4,90.7,14.4,32.7
801,36047055100,4.7,91.3,9.8,12.4
802,36047055200,4.3,83.7,9.2,36.1
803,36047055300,5.1,95.4,10.7,11.6
804,36047055400,6.5,90.0,19.3,36.8
805,36047055500,3.1,97.2,7.4,5.3
806,36047055600,0.9,94.7,17.9,32.2
807,36047055700,4.1,94.7,15.2,8.4
808,36047055800,4.1,95.8,12.2,34.1
809,36047056000,7.6,91.2,11.5,35.4
810,36047056100,2.7,95.6,6.2,5.4
811,36047056200,6.3,98.2,3.7,12.7
812,36047056300,6.3,91.1,15.1,15.2
813,36047056400,4.7,97.0,9.4,29.1
814,36047056500,1.1,94.3,7.3,14.0
815,36047056600,4.2,96.0,7.6,26.6
816,36047056800,3.9,97.1,6.0,23.4
817,36047056900,3.4,93.0,8.0,7.2
818,36047057000,3.6,95.8,5.2,23.2
819,36047057100,5.8,93.2,9.3,17.9
820,36047057200,15.1,95.6,29.9,18.3
821,36047057300,1.7,91.4,11.3,7.0
822,36047057400,4.3,96.4,9.5,34.2
823,36047057500,2.3,91.5,13.0,11.6
824,36047057600,5.5,94.5,9.0,40.7
825,36047057800,6.1,85.4,25.4,38.8
826,36047057900,3.2,87.1,23.9,10.7
827,36047058000,2.2,92.0,15.7,47.4
828,36047058200,2.1,89.8,16.9,39.8
829,36047058400,6.7,95.5,8.7,46.6
830,36047058600,2.6,89.6,12.5,45.8
831,36047058800,5.3,95.1,8.9,50.4
832,36047058900,1.5,93.4,6.2,14.4
833,36047059000,4.6,88.5,17.4,41.2
834,36047059100,4.0,91.5,7.9,12.2
835,36047059200,3.1,91.4,12.8,50.0
836,36047059300,4.6,93.5,14.9,9.4
837,36047059401,5.1,93.8,17.9,45.1
838,36047059402,4.9,94.1,8.5,43.0
839,36047059600,3.9,92.8,10.2,42.0
840,36047059800,7.9,93.6,17.1,38.1
841,36047060000,5.0,94.4,6.1,38.6
842,36047060600,5.3,91.7,15.0,57.3
843,36047060800,8.4,93.1,14.4,43.0
844,36047061002,0.6,91.6,11.2,51.0
845,36047061003,6.6,83.2,24.9,41.6
846,36047061004,2.2,91.1,18.6,69.9
847,36047061200,3.3,93.8,3.6,21.2
848,36047061600,11.4,99.0,13.3,38.7
849,36047062000,6.2,92.6,6.7,24.4
850,36047062200,5.7,91.5,13.6,31.5
851,36047062600,3.6,95.2,13.4,34.0
852,36047062800,8.1,97.8,8.5,6.6
853,36047063200,11.0,93.4,10.7,16.9
854,36047063600,6.5,98.3,10.0,16.9
855,36047063800,5.8,98.5,6.9,18.0
856,36047064000,0.8,99.5,3.6,12.0
857,36047064200,5.0,95.5,15.0,28.2
858,36047064400,0.7,97.5,8.0,10.6
859,36047064600,3.1,98.9,4.8,16.7
860,36047064800,2.3,94.3,3.7,10.7
861,36047065000,8.3,92.1,12.6,24.8
862,36047065200,3.3,99.5,2.8,2.0
863,36047065400,11.8,97.0,9.4,11.7
864,36047065600,0.0,95.7,3.8,8.6
865,36047065800,4.7,98.4,5.0,17.0
866,36047066000,4.5,94.8,1.5,10.9
867,36047066200,8.4,98.7,6.9,13.4
868,36047067000,7.4,94.8,8.6,11.7
869,36047067200,10.9,95.7,2.1,25.8
870,36047067400,3.4,93.7,7.4,8.7
871,36047067600,7.6,92.2,6.0,7.9
872,36047067800,11.1,96.1,2.8,12.8
873,36047068000,4.5,86.2,1.0,10.4
874,36047068200,3.3,90.6,4.1,10.0
875,36047068600,5.3,92.4,6.7,7.2
876,36047068800,3.1,99.3,4.2,6.1
877,36047069000,5.7,93.5,8.3,9.4
878,36047069200,7.1,94.5,0.7,11.0
879,36047069601,4.5,94.3,6.6,15.6
880,36047069602,1.7,95.2,11.3,22.0
881,36047069800,0.5,98.6,0.4,16.7
882,36047070000,2.7,94.8,7.4,6.5
883,36047070201,1.1,98.6,2.7,14.4
884,36047070600,3.6,98.7,3.5,6.5
885,36047072000,7.1,91.3,11.0,19.0
886,36047072200,8.2,91.8,4.6,9.2
887,36047072400,7.2,95.8,6.3,6.6
888,36047072600,6.1,92.6,2.4,17.1
889,36047072800,10.3,95.0,5.3,8.7
890,36047073000,9.1,92.4,2.1,5.8
891,36047073200,5.8,96.2,9.4,8.0
892,36047073400,7.2,94.5,2.4,4.2
893,36047073600,7.0,92.2,13.1,15.5
894,36047073800,3.1,95.6,13.7,18.2
895,36047074000,4.0,97.8,6.6,18.0
896,36047074200,5.9,96.0,10.4,9.0
897,36047074400,5.4,96.1,6.5,5.1
898,36047074600,2.4,93.4,5.5,9.3
899,36047074800,1.5,99.1,12.8,5.8
900,36047075000,7.2,95.0,10.5,8.4
901,36047075200,2.3,100.0,2.4,6.9
902,36047075400,4.6,97.5,3.4,2.9
903,36047075600,5.6,94.2,4.2,22.7
904,36047075800,12.6,96.0,6.5,16.3
905,36047076000,3.0,91.2,22.2,22.2
906,36047076200,1.8,87.8,25.1,25.7
907,36047076400,4.4,89.3,18.4,23.0
908,36047076600,7.7,94.9,9.6,19.8
909,36047076800,4.2,90.2,23.1,21.8
910,36047077000,8.4,91.6,23.1,9.3
911,36047077200,6.1,91.9,8.3,7.5
912,36047077400,8.7,93.6,8.5,11.8
913,36047077600,7.8,94.7,9.1,4.6
914,36047078000,5.5,96.6,5.6,4.6
915,36047078200,7.7,88.0,11.0,8.6
916,36047078400,4.6,83.7,9.5,12.0
917,36047078600,7.6,91.6,16.9,10.5
918,36047078800,8.6,84.9,25.0,10.9
919,36047079000,4.8,89.8,16.1,16.2
920,36047079200,8.7,91.3,16.5,8.0
921,36047079400,4.7,90.7,19.0,10.3
922,36047079601,7.4,92.0,18.3,6.7
923,36047079602,5.1,91.9,13.8,7.5
924,36047079801,5.9,94.0,6.6,3.4
925,36047079802,4.4,87.6,11.0,10.8
926,36047080000,12.3,93.8,11.6,3.1
927,36047080200,6.5,85.7,17.1,5.5
928,36047080400,7.2,91.4,14.3,1.1
929,36047080600,7.9,94.9,17.5,2.5
930,36047080800,29.0,100.0,60.2,18.4
931,36047081000,7.5,90.9,15.0,3.7
932,36047081400,9.5,96.9,16.8,5.0
933,36047081600,4.3,94.3,14.2,10.7
934,36047081800,5.9,88.8,10.2,2.3
935,36047082000,6.1,90.5,22.7,7.1
936,36047082200,6.1,90.2,15.4,10.9
937,36047082400,6.6,86.8,12.0,8.2
938,36047082600,7.5,92.3,8.7,11.9
939,36047082800,5.6,91.6,8.9,5.7
940,36047083000,6.1,91.9,11.0,12.0
941,36047083200,7.1,93.2,8.2,6.3
942,36047083400,7.1,94.3,11.3,7.6
943,36047083600,8.9,94.6,8.4,5.3
944,36047083800,3.4,90.4,3.7,2.0
945,36047084000,6.6,96.4,7.8,5.0
946,36047084600,3.1,95.4,6.7,7.9
947,36047084800,6.2,95.0,7.8,7.0
948,36047085000,8.1,94.8,8.2,5.3
949,36047085200,0.0,76.9,0.0,0.0
950,36047085400,3.0,98.1,13.8,5.9
951,36047085600,5.8,87.6,12.8,10.3
952,36047085800,3.0,93.7,6.3,10.4
953,36047086000,2.7,84.9,9.3,2.8
954,36047086200,1.3,91.5,16.2,5.3
955,36047086400,3.9,92.4,8.9,4.2
956,36047086600,3.5,92.8,14.4,6.1
957,36047086800,5.0,90.8,14.2,1.5
958,36047087000,6.7,94.9,20.2,5.0
959,36047087200,5.0,91.8,17.9,4.4
960,36047087401,14.8,98.0,23.3,7.3
961,36047087600,3.1,98.7,20.6,5.0
962,36047087800,6.3,90.1,12.8,1.4
963,36047088000,3.2,93.1,10.7,3.6
964,36047088200,6.3,94.5,11.6,6.6
965,36047088400,7.4,87.5,15.9,3.2
966,36047088600,18.2,88.2,23.4,6.1
967,36047088800,3.9,89.0,11.9,4.8
968,36047089000,6.8,88.9,20.0,2.6
969,36047089200,14.6,93.9,37.8,2.9
970,36047089400,11.7,87.6,28.3,5.6
971,36047089600,18.2,93.0,27.6,3.1
972,36047089800,15.1,95.0,16.6,2.6
973,36047090000,12.5,96.0,34.7,9.1
974,36047090200,8.6,91.8,40.8,11.8
975,36047090600,30.6,97.2,50.4,12.7
976,36047090800,31.8,86.6,69.8,6.0
977,36047091000,33.5,96.0,53.6,13.0
978,36047091200,20.4,94.5,38.5,10.8
979,36047091600,14.6,93.8,40.0,4.4
980,36047091800,17.5,94.9,33.2,10.0
981,36047092000,16.3,94.5,30.6,8.9
982,36047092200,13.7,98.8,15.1,2.1
983,36047092400,12.4,88.0,21.4,4.0
984,36047092800,4.6,91.6,12.7,6.1
985,36047093000,7.5,91.8,12.6,2.2
986,36047093200,13.1,92.4,6.9,6.3
987,36047093400,4.7,95.8,6.7,0.2
988,36047093600,2.0,94.3,5.6,3.9
989,36047093800,5.8,93.4,7.8,7.1
990,36047094401,7.4,91.9,9.0,6.2
991,36047094402,13.8,97.5,29.8,10.8
992,36047094600,3.5,97.9,9.7,3.6
993,36047095000,5.9,91.9,7.5,9.5
994,36047095400,5.2,94.5,9.1,4.5
995,36047095600,3.4,92.5,11.3,15.8
996,36047095800,3.1,93.5,10.1,10.0
997,36047096200,3.3,93.4,11.5,14.7
998,36047096400,2.4,93.1,10.3,14.2
999,36047096600,3.5,90.8,7.8,10.6
1000,36047096800,5.8,91.0,9.2,8.1
1001,36047097000,8.4,90.8,8.8,16.7
1002,36047097400,4.0,92.1,25.3,7.6
1003,36047098200,12.9,94.5,42.5,8.7
1004,36047098400,4.5,93.5,2.8,8.4
1005,36047098600,8.8,93.7,10.7,7.4
1006,36047098800,5.2,95.3,5.3,8.7
1007,36047099000,3.1,92.8,14.6,8.3
1008,36047099200,6.0,94.7,8.7,14.3
1009,36047099400,3.6,90.6,6.3,7.0
1010,36047099600,5.6,91.4,6.4,13.3
1011,36047099800,2.6,92.0,3.7,6.9
1012,36047100400,2.7,93.9,8.9,6.6
1013,36047100600,5.3,90.6,6.3,5.6
1014,36047100800,7.7,91.2,9.1,9.9
1015,36047101000,2.3,97.4,11.4,8.7
1016,36047101200,4.1,95.3,12.1,8.4
1017,36047101400,6.2,92.8,8.1,10.3
1018,36047101600,8.1,93.3,1.2,8.1
1019,36047101800,8.5,91.5,8.4,4.9
1020,36047102000,6.7,93.4,4.5,7.3
1021,36047102200,3.3,93.0,6.3,8.7
1022,36047102400,6.1,96.0,2.5,6.1
1023,36047102600,0.7,94.3,6.5,2.8
1024,36047102800,2.9,93.2,2.6,9.6
1025,36047103400,7.9,94.4,32.4,2.2
1026,36047105801,4.2,92.7,28.7,27.2
1027,36047105804,7.2,98.3,22.6,21.4
1028,36047107000,7.2,95.2,13.1,7.6
1029,36047107800,5.2,96.1,13.1,1.4
1030,36047109800,7.0,93.0,25.2,5.8
1031,36047110400,17.9,96.3,20.9,4.3
1032,36047110600,14.6,98.1,37.0,7.8
1033,36047111000,22.7,94.7,32.9,6.5
1034,36047111600,8.4,96.4,23.6,6.6
1035,36047111800,6.3,94.6,32.6,11.8
1036,36047112000,9.2,94.9,31.0,7.7
1037,36047112200,11.4,95.3,28.5,12.5
1038,36047112400,4.9,98.0,25.1,7.3
1039,36047112600,9.4,94.2,29.4,5.8
1040,36047112800,11.7,92.7,32.1,2.5
1041,36047113000,6.5,89.4,14.9,6.0
1042,36047113200,0.8,95.1,12.1,6.1
1043,36047113400,10.4,93.7,41.6,9.8
1044,36047114201,1.6,92.0,27.7,23.8
1045,36047114202,4.8,94.1,16.4,20.4
1046,36047114400,10.6,95.0,29.8,8.9
1047,36047114600,6.8,89.3,24.0,17.6
1048,36047115000,5.6,93.4,23.9,12.4
1049,36047115200,10.6,84.3,28.3,11.4
1050,36047115600,14.2,92.5,36.7,11.0
1051,36047115800,9.7,93.8,25.2,9.0
1052,36047116000,8.6,93.0,22.1,7.6
1053,36047116200,12.6,96.4,22.7,2.0
1054,36047116400,5.3,95.2,17.0,9.2
1055,36047116600,4.7,92.9,10.5,10.0
1056,36047116800,2.5,93.7,16.3,10.7
1057,36047117000,4.1,95.5,24.6,18.8
1058,36047117201,7.5,92.6,17.5,22.0
1059,36047117202,0.8,93.2,13.7,17.8
1060,36047117400,2.8,93.5,18.9,18.1
1061,36047117601,4.1,91.8,16.5,19.9
1062,36047117602,4.1,89.4,21.0,18.4
1063,36047117800,7.9,96.8,18.8,18.5
1064,36047118201,5.1,96.8,13.4,11.5
1065,36047118202,2.8,95.9,14.1,16.1
1066,36047118400,5.8,95.8,20.9,23.3
1067,36047118600,4.2,95.1,12.5,10.1
1068,36047118800,4.4,89.4,20.0,14.5
1069,36047119000,3.1,94.4,22.6,11.2
1070,36047119200,5.3,90.4,20.1,16.2
1071,36047119400,11.4,95.2,24.5,9.8
1072,36047119600,2.7,91.3,23.7,16.9
1073,36047119800,11.8,92.2,38.1,14.3
1074,36047120000,9.4,93.1,29.3,18.1
1075,36047120200,11.2,97.9,28.3,19.0
1076,36047120800,5.8,96.9,19.8,4.3
1077,36047121000,6.4,96.6,47.9,13.5
1078,36047121400,9.5,95.4,52.4,14.4
1079,36047122000,6.0,97.5,21.3,4.8
1080,36047123700,2.2,96.3,39.5,19.8
1081,36047150200,2.5,91.6,9.7,5.2
1082,36047152200,7.2,94.4,9.1,4.6
1083,36061000201,5.4,92.6,33.1,43.4
1084,36061000202,9.7,99.5,29.6,24.1
1085,36061000600,7.4,90.4,40.5,48.6
1086,36061000700,3.4,96.8,10.0,1.6
1087,36061000800,7.4,93.1,25.9,59.2
1088,36061000900,1.8,97.3,4.6,1.2
1089,36061001001,4.7,99.0,3.5,5.6
1090,36061001002,5.9,96.7,31.7,35.3
1091,36061001200,4.0,98.5,18.9,23.7
1092,36061001300,5.1,96.7,2.9,0.9
1093,36061001401,2.5,98.7,7.7,5.0
1094,36061001402,4.1,95.3,27.0,34.8
1095,36061001501,3.5,97.7,11.1,15.6
1096,36061001502,3.6,95.4,9.9,3.7
1097,36061001600,7.5,91.8,20.9,46.5
1098,36061001800,3.9,92.4,21.2,29.5
1099,36061002000,5.2,97.5,42.7,35.1
1100,36061002100,0.2,99.2,2.4,3.2
1101,36061002201,5.8,93.5,28.7,24.3
1102,36061002202,4.3,91.3,22.5,10.9
1103,36061002400,8.4,91.4,45.9,29.4
1104,36061002500,12.3,96.5,40.7,42.7
1105,36061002601,5.8,97.0,30.3,20.0
1106,36061002602,3.2,93.1,21.0,8.3
1107,36061002700,8.6,88.9,28.0,26.2
1108,36061002800,2.2,98.3,20.2,13.0
1109,36061002900,3.8,94.8,27.6,40.0
1110,36061003001,6.5,93.7,17.5,9.6
1111,36061003002,0.1,96.7,22.6,17.4
1112,36061003100,4.6,97.7,11.6,5.0
1113,36061003200,4.9,93.3,15.4,6.0
1114,36061003300,7.4,98.6,3.2,1.1
1115,36061003400,7.1,96.3,29.9,12.2
1116,36061003601,7.1,96.8,19.8,32.1
1117,36061003602,8.3,94.5,28.0,4.9
1118,36061003700,2.0,93.1,5.2,1.7
1119,36061003800,4.5,91.5,14.6,4.7
1120,36061003900,4.3,96.4,4.2,3.2
1121,36061004000,3.6,94.8,10.6,1.2
1122,36061004100,1.7,95.7,16.9,28.0
1123,36061004200,7.0,96.2,8.9,1.7
1124,36061004300,2.8,89.8,10.9,10.6
1125,36061004400,2.8,95.5,11.2,4.4
1126,36061004500,3.5,95.3,10.2,11.7
1127,36061004700,2.1,94.9,7.4,3.1
1128,36061004800,3.0,97.2,7.0,0.7
1129,36061004900,4.2,94.9,12.6,2.3
1130,36061005000,6.6,96.3,7.7,2.0
1131,36061005200,3.4,99.8,4.7,3.4
1132,36061005400,2.3,99.4,6.5,2.1
1133,36061005501,2.3,99.2,9.6,3.0
1134,36061005502,8.7,96.1,15.2,2.0
1135,36061005600,2.8,97.3,19.2,1.9
1136,36061005700,5.2,99.7,3.4,1.6
1137,36061005800,4.4,97.6,4.6,5.0
1138,36061005900,3.6,99.8,2.9,1.2
1139,36061006000,2.8,99.7,5.1,3.0
1140,36061006100,4.3,98.6,3.2,0.6
1141,36061006200,5.1,93.2,28.7,6.1
1142,36061006300,2.1,96.8,8.2,0.6
1143,36061006400,2.6,93.1,10.5,6.4
1144,36061006500,5.1,96.4,8.1,2.9
1145,36061006600,2.4,96.4,12.5,11.6
1146,36061006700,3.4,95.3,3.5,0.0
1147,36061006800,5.8,97.1,9.3,0.5
1148,36061006900,4.7,99.3,7.4,2.3
1149,36061007000,2.1,94.5,7.7,0.5
1150,36061007100,3.3,98.5,8.6,0.7
1151,36061007200,3.5,98.3,13.2,6.6
1152,36061007300,7.2,94.5,7.5,0.4
1153,36061007400,2.7,98.8,5.3,0.5
1154,36061007500,5.1,97.4,5.5,2.6
1155,36061007600,5.7,97.6,15.1,4.7
1156,36061007700,3.8,96.0,7.7,0.3
1157,36061007800,4.3,95.7,5.7,1.9
1158,36061007900,7.7,99.0,11.1,0.0
1159,36061008000,1.0,97.4,4.7,3.1
1160,36061008100,2.7,98.7,7.6,4.3
1161,36061008200,1.5,98.2,4.1,4.7
1162,36061008300,7.1,92.5,18.5,9.6
1163,36061008400,3.6,94.4,15.0,1.9
1164,36061008601,2.3,94.5,3.8,0.5
1165,36061008603,3.4,99.6,5.1,0.5
1166,36061008700,2.3,96.6,6.6,0.0
1167,36061008800,3.9,96.1,3.7,6.8
1168,36061008900,8.9,97.0,14.3,4.7
1169,36061009000,1.7,95.7,9.1,3.8
1170,36061009100,2.1,98.4,14.1,2.0
1171,36061009200,2.2,96.5,4.3,3.5
1172,36061009300,6.5,97.9,12.4,15.7
1173,36061009400,0.0,83.1,0.0,0.0
1174,36061009500,7.0,98.1,8.7,1.2
1175,36061009600,3.0,100.0,0.0,9.0
1176,36061009700,5.8,95.9,16.7,10.9
1177,36061009800,1.6,96.4,5.6,1.6
1178,36061009900,4.3,95.0,7.3,5.1
1179,36061010000,4.3,97.4,6.9,6.8
1180,36061010100,6.1,96.3,13.1,8.6
1181,36061010200,0.0,99.2,20.6,0.0
1182,36061010300,0.5,97.2,11.8,3.6
1183,36061010400,3.7,98.8,8.7,1.4
1184,36061010601,2.1,99.4,3.6,4.4
1185,36061010602,0.9,98.9,2.9,3.9
1186,36061010800,2.0,99.4,3.6,3.4
1187,36061010900,2.8,93.6,18.8,5.4
1188,36061011000,4.6,95.6,7.0,2.5
1189,36061011100,1.6,97.1,13.6,9.1
1190,36061011201,1.7,96.9,8.2,6.9
1191,36061011202,2.0,98.3,4.2,0.0
1192,36061011203,5.0,95.4,5.0,2.5
1193,36061011300,5.6,74.5,50.0,6.4
1194,36061011401,6.4,95.1,6.5,3.4
