,GeoID,GHLTH,MHLTH,PHLTH,TotalPopulation
916,36047080200,18.6,12.9,11.4,4304.0
917,36047080400,19.1,13.9,11.5,3250.0
918,36047080600,18.0,14.3,11.4,3386.0
919,36047080800,41.6,15.3,24.0,1197.0
920,36047081000,20.1,13.7,12.2,2300.0
921,36047081400,23.5,14.5,14.0,2635.0
922,36047081600,24.5,15.4,14.6,2791.0
923,36047081800,17.4,13.1,10.5,4551.0
924,36047082000,25.6,16.3,14.9,5281.0
925,36047082200,22.5,14.1,13.3,7280.0
926,36047082400,20.2,14.1,11.9,4730.0
927,36047082600,18.9,12.8,11.3,5513.0
928,36047082800,22.1,14.7,13.2,3814.0
929,36047083000,21.0,14.5,12.3,5997.0
930,36047083200,19.6,12.9,12.0,2289.0
931,36047083400,21.5,13.4,13.1,1701.0
932,36047083600,19.9,13.0,12.1,1929.0
933,36047083800,17.2,11.7,10.5,2189.0
934,36047084000,19.4,12.5,11.9,2412.0
935,36047084600,18.2,12.0,11.2,1963.0
936,36047084800,18.5,12.1,11.2,1750.0
937,36047085000,18.9,12.7,11.8,1374.0
938,36047085400,20.8,13.7,12.5,2052.0
939,36047085600,20.4,14.0,12.2,3608.0
940,36047085800,19.3,13.3,11.8,2434.0
941,36047086000,19.4,13.0,11.5,3426.0
942,36047086200,22.8,14.8,13.5,2996.0
943,36047086400,19.5,13.3,11.9,2231.0
944,36047086600,22.0,13.7,12.9,3149.0
945,36047086800,23.2,15.0,13.8,3156.0
946,36047087000,25.2,15.5,15.1,3204.0
947,36047087200,22.5,13.8,13.5,2868.0
948,36047087401,23.6,13.8,14.1,3142.0
949,36047087600,21.3,14.3,13.2,1742.0
950,36047087800,24.5,14.4,14.5,3006.0
951,36047088000,19.5,12.7,12.1,2863.0
952,36047088200,23.6,15.0,13.8,6740.0
953,36047088400,22.6,15.5,13.2,5236.0
954,36047088600,25.5,16.1,14.9,4427.0
955,36047088800,20.6,13.8,12.2,3923.0
956,36047089000,26.1,15.8,15.0,6319.0
957,36047089200,31.9,19.6,18.6,3651.0
958,36047089400,26.0,16.6,15.1,3430.0
959,36047089600,27.3,17.5,15.6,3546.0
960,36047089800,21.7,14.8,12.7,2089.0
961,36047090000,29.5,18.8,16.9,5508.0
962,36047090200,31.1,18.7,17.6,3451.0
963,36047090600,37.2,22.1,21.4,4581.0
964,36047090800,43.7,24.6,24.7,3990.0
965,36047091000,45.3,22.4,25.7,5610.0
966,36047091200,36.7,21.4,20.7,6814.0
967,36047091600,30.9,19.3,17.7,4325.0
968,36047091800,30.7,17.2,17.7,2804.0
969,36047092000,30.6,19.1,17.5,3154.0
970,36047092200,27.2,15.2,16.2,2691.0
971,36047092400,30.2,18.9,17.6,2656.0
972,36047092800,19.2,12.9,11.4,2656.0
973,36047093000,19.4,12.5,11.9,2547.0
974,36047093200,18.5,11.4,11.2,1142.0
975,36047093400,17.7,11.4,11.0,2401.0
976,36047093600,18.6,11.8,11.1,1628.0
977,36047093800,18.0,12.6,10.8,2374.0
978,36047094401,18.8,12.7,11.5,3202.0
979,36047094402,35.9,21.3,21.4,2886.0
980,36047094600,17.9,11.9,11.3,1830.0
981,36047095000,18.1,13.4,11.2,2906.0
982,36047095400,19.4,13.4,11.7,4607.0
983,36047095600,21.9,15.0,13.1,4042.0
984,36047095800,17.3,12.8,10.6,3456.0
985,36047096200,17.4,13.3,10.6,1717.0
986,36047096400,16.0,12.7,10.1,2361.0
987,36047096600,20.6,14.1,12.7,2164.0
988,36047096800,17.4,12.7,10.8,1471.0
989,36047097000,18.9,13.6,11.6,2105.0
990,36047097400,26.1,15.4,15.3,2724.0
991,36047098200,38.2,21.9,22.2,4305.0
992,36047098400,16.7,12.4,10.3,1978.0
993,36047098600,19.4,13.5,11.7,2862.0
994,36047098800,18.2,11.5,11.1,3054.0
995,36047099000,17.6,12.7,10.9,1422.0
996,36047099200,17.9,13.0,11.0,1833.0
997,36047099400,17.8,13.4,11.0,1978.0
998,36047099600,18.5,13.2,11.3,3631.0
999,36047099800,15.2,11.9,9.7,3784.0
1000,36047100400,17.8,13.2,11.1,2567.0
1001,36047100600,17.9,13.3,11.2,2489.0
1002,36047100800,18.1,13.3,11.4,2124.0
1003,36047101000,16.7,12.8,10.5,2318.0
1004,36047101200,17.8,12.7,11.0,1932.0
1005,36047101400,16.8,12.1,10.4,2160.0
1006,36047101600,15.1,11.7,9.5,1464.0
1007,36047101800,16.9,12.0,10.5,1851.0
1008,36047102000,14.6,11.0,9.3,1922.0
1009,36047102200,17.0,12.5,10.6,2075.0
1010,36047102400,14.4,11.4,9.1,2123.0
1011,36047102600,16.9,12.7,10.4,2771.0
1012,36047102800,13.8,11.2,8.7,1579.0
1013,36047103400,29.2,18.2,17.5,3918.0
1014,36047105801,29.2,15.4,18.0,6928.0
1015,36047105804,26.1,14.3,16.3,6426.0
1016,36047107800,22.2,13.2,13.3,3849.0
1017,36047109800,23.0,16.5,13.1,1917.0
1018,36047110400,25.2,15.9,14.6,4358.0
1019,36047110600,37.4,21.5,21.2,4311.0
1020,36047111000,34.1,19.3,19.8,3216.0
1021,36047111600,26.8,15.4,15.4,3484.0
1022,36047111800,28.9,17.7,16.3,3053.0
1023,36047112000,27.4,15.7,15.6,3155.0
1024,36047112200,25.1,15.9,14.2,3371.0
1025,36047112400,25.0,16.5,14.5,3416.0
1026,36047112600,24.1,16.1,14.0,3783.0
1027,36047112800,24.9,15.8,14.3,3822.0
1028,36047113000,24.1,16.2,13.9,3891.0
1029,36047113200,20.0,13.8,11.9,1937.0
1030,36047113400,30.7,20.1,17.0,2838.0
1031,36047114201,27.7,14.4,15.1,1578.0
1032,36047114202,21.5,13.2,11.9,2766.0
1033,36047114400,28.1,17.6,15.7,2403.0
1034,36047114600,27.6,15.4,14.6,2998.0
1035,36047115000,28.8,17.1,15.6,2595.0
1036,36047115200,26.9,17.0,15.0,3094.0
1037,36047115600,34.1,19.9,18.8,4315.0
1038,36047115800,27.4,16.0,15.1,2983.0
1039,36047116000,27.2,16.6,15.4,2543.0
1040,36047116200,26.5,16.3,15.5,2157.0
1041,36047116400,26.1,15.7,14.6,2921.0
1042,36047116600,21.2,14.5,11.7,2907.0
1043,36047116800,22.9,15.0,12.5,2057.0
1044,36047117000,31.6,17.4,17.1,1880.0
1045,36047117201,24.3,14.3,13.2,2713.0
1046,36047117202,22.9,13.8,12.5,3907.0
1047,36047117400,23.9,14.2,12.9,4329.0
1048,36047117601,23.7,14.1,12.9,2750.0
1049,36047117602,27.0,15.5,14.6,3313.0
1050,36047117800,26.6,15.2,14.5,1717.0
1051,36047118201,20.9,13.4,11.6,3002.0
1052,36047118202,24.7,14.6,13.5,3083.0
1053,36047118400,23.9,13.9,13.0,5420.0
1054,36047118600,21.6,13.5,11.8,2969.0
1055,36047118800,24.2,15.0,13.3,4651.0
1056,36047119000,25.4,16.8,14.3,2127.0
1057,36047119200,24.7,14.8,13.5,3013.0
1058,36047119400,28.7,17.6,16.0,3914.0
1059,36047119600,23.8,15.4,13.5,5403.0
1060,36047119800,28.4,15.5,15.4,3426.0
1061,36047120000,30.3,17.2,16.8,2148.0
1062,36047120200,24.5,15.7,13.9,1900.0
1063,36047120800,23.9,14.9,13.9,8938.0
1064,36047121000,35.8,19.4,19.8,4035.0
1065,36047121400,38.9,21.8,21.9,4351.0
1066,36047122000,24.0,16.7,13.8,5495.0
1067,36047123700,25.9,22.8,15.5,6008.0
1068,36047150200,11.1,11.4,8.3,2540.0
1069,36047152200,13.9,10.9,9.5,3317.0
1070,36061000201,34.1,16.3,18.2,3058.0
1071,36061000202,29.4,14.5,17.3,7316.0
1072,36061000600,39.6,17.7,21.8,11367.0
1073,36061000700,6.2,11.5,4.9,8109.0
1074,36061000800,33.3,15.8,17.8,10290.0
1075,36061001001,13.7,10.0,10.1,1434.0
1076,36061001002,39.5,18.2,21.5,6547.0
1077,36061001200,21.0,12.6,13.2,3397.0
1078,36061001300,5.6,10.6,4.4,4479.0
1079,36061001401,12.1,9.6,9.2,3005.0
1080,36061001402,25.9,15.4,14.6,2782.0
1081,36061001501,13.4,11.1,9.5,5518.0
1082,36061001502,6.1,12.2,4.7,7476.0
1083,36061001600,25.4,13.6,14.1,8478.0
1084,36061001800,21.5,14.1,12.0,8660.0
1085,36061002000,43.7,19.8,24.1,4917.0
1086,36061002100,6.9,10.1,5.6,6040.0
1087,36061002201,25.5,15.0,14.6,6398.0
1088,36061002202,12.4,12.9,8.3,2189.0
1089,36061002400,41.6,20.1,23.3,5434.0
1090,36061002500,42.7,17.9,23.3,4869.0
1091,36061002601,25.7,17.1,14.9,3772.0
1092,36061002602,14.0,12.9,9.3,4227.0
1093,36061002700,23.2,11.6,13.4,1264.0
1094,36061002800,20.0,14.4,12.3,7114.0
1095,36061002900,28.1,13.6,14.9,6398.0
1096,36061003001,10.4,12.3,7.1,4492.0
1097,36061003002,18.0,14.2,11.6,3106.0
1098,36061003100,9.4,15.0,6.5,2550.0
1099,36061003200,11.9,12.3,8.7,8234.0
1100,36061003300,7.9,10.1,6.6,5156.0
1101,36061003400,14.1,15.4,9.7,6612.0
1102,36061003601,23.7,15.5,13.6,3393.0
1103,36061003602,14.7,14.7,9.8,3151.0
1104,36061003700,9.7,10.8,7.8,2447.0
1105,36061003800,11.6,13.5,8.2,9237.0
1106,36061003900,9.1,9.8,7.3,5860.0
1107,36061004000,8.9,13.4,6.8,8651.0
1108,36061004100,17.7,12.6,10.4,7817.0
1109,36061004200,8.9,15.1,6.5,5145.0
1110,36061004300,11.9,12.0,8.2,4270.0
1111,36061004400,9.5,11.0,7.5,16538.0
1112,36061004500,14.3,12.9,10.1,1136.0
1113,36061004700,8.4,10.2,6.9,2524.0
1114,36061004800,9.1,11.8,7.1,7229.0
1115,36061004900,9.9,11.4,8.0,4942.0
1116,36061005000,8.2,10.2,6.9,5055.0
1117,36061005200,8.3,11.9,6.7,3408.0
1118,36061005400,9.1,10.1,7.3,4536.0
1119,36061005501,8.9,9.8,7.3,4204.0
1120,36061005502,10.7,12.3,8.1,2257.0
1121,36061005600,10.8,12.0,7.9,3322.0
1122,36061005700,7.8,9.3,6.6,2781.0
1123,36061005800,6.4,10.4,5.0,3512.0
1124,36061005900,8.9,10.6,7.4,5401.0
1125,36061006000,9.1,8.7,7.6,4511.0
1126,36061006100,7.9,11.9,6.4,5224.0
1127,36061006200,16.1,14.2,10.3,4437.0
1128,36061006300,8.8,9.9,7.5,6380.0
1129,36061006400,8.7,11.1,7.0,8090.0
1130,36061006500,8.5,12.6,6.6,6202.0
1131,36061006600,13.4,13.1,9.1,11740.0
1132,36061006700,7.7,10.7,6.3,5461.0
1133,36061006800,8.5,12.4,6.6,7614.0
1134,36061006900,7.7,11.5,6.4,2759.0
1135,36061007000,7.5,10.6,6.0,8871.0
1136,36061007100,9.0,10.8,7.3,5429.0
1137,36061007200,8.3,12.6,6.5,8664.0
1138,36061007300,7.9,10.3,6.7,6215.0
1139,36061007400,7.1,11.4,5.7,4319.0
1140,36061007500,8.2,10.1,7.0,4159.0
1141,36061007600,9.3,11.5,6.5,2277.0
1142,36061007700,8.8,10.5,7.3,5966.0
1143,36061007800,7.8,10.3,6.2,8391.0
1144,36061007900,9.7,10.2,8.0,4442.0
1145,36061008000,8.2,9.8,6.8,5377.0
1146,36061008100,8.9,10.2,7.1,8047.0
1147,36061008200,9.0,10.0,7.3,3262.0
1148,36061008300,14.3,12.3,9.4,4092.0
1149,36061008400,7.8,10.8,5.6,1595.0
1150,36061008601,6.5,9.8,5.3,2618.0
1151,36061008603,9.8,8.3,8.4,4799.0
1152,36061008700,7.9,9.9,6.3,6338.0
1153,36061008800,8.6,9.6,6.9,7026.0
1154,36061008900,12.6,12.3,9.1,5708.0
1155,36061009000,9.6,10.8,7.4,7883.0
1156,36061009100,9.6,11.0,7.4,6304.0
1157,36061009200,7.6,10.1,5.9,1806.0
1158,36061009300,16.0,11.9,11.4,8780.0
1159,36061009500,8.1,13.9,6.3,3040.0
1160,36061009700,20.4,12.0,13.3,5224.0
1161,36061009800,9.7,10.9,7.7,7316.0
1162,36061009900,9.4,11.6,7.0,1945.0
1163,36061010000,8.7,9.7,6.8,1992.0
1164,36061010100,11.9,11.6,8.1,1116.0
1165,36061010300,8.1,11.0,6.1,2058.0
1166,36061010601,11.0,8.4,9.2,7351.0
1167,36061010602,8.1,9.6,6.7,4875.0
1168,36061010800,8.5,9.9,7.0,9039.0
1169,36061011000,8.5,10.3,7.0,7169.0
1170,36061011100,10.8,12.1,7.6,3512.0
1171,36061011203,9.1,9.3,7.6,1401.0
1172,36061011401,10.8,8.3,9.0,1412.0
1173,36061011402,9.4,8.8,8.0,2397.0
1174,36061011500,12.5,12.5,8.0,2303.0
1175,36061011600,8.2,10.5,6.5,3543.0
1176,36061011700,7.8,10.8,5.6,3364.0
1177,36061011800,9.3,10.2,7.8,8767.0
1178,36061011900,27.0,12.6,18.0,1120.0
1179,36061012000,11.3,9.0,9.3,3971.0
1180,36061012100,14.4,11.9,10.2,8554.0
1181,36061012200,9.8,7.9,8.4,3633.0
1182,36061012400,8.4,10.3,6.8,10218.0
1183,36061012500,9.6,11.1,6.6,2719.0
1184,36061012600,10.0,10.7,8.3,12774.0
1185,36061012700,11.2,11.1,7.9,6928.0
1186,36061012800,10.4,8.8,8.9,6270.0
1187,36061012900,10.5,11.5,7.5,6038.0
1188,36061013000,9.9,7.8,8.6,4195.0
1189,36061013100,12.0,11.2,8.5,2816.0
1190,36061013200,8.3,10.7,6.8,10590.0
1191,36061013300,11.3,12.3,7.8,6208.0
1192,36061013400,8.5,10.5,7.1,11174.0
1193,36061013500,16.2,12.5,10.4,6596.0
1194,36061013600,9.8,10.5,8.1,15344.0
1195,36061013700,9.3,9.5,7.6,6471.0
1196,36061013800,8.8,10.6,7.2,12444.0
1197,36061013900,10.5,10.8,8.1,9257.0
1198,36061014000,9.3,9.5,7.9,7813.0
1199,36061014200,10.2,8.4,8.8,4462.0
1200,36061014401,8.9,9.3,7.7,4864.0
1201,36061014402,8.2,9.7,7.0,6743.0
1202,36061014500,9.4,11.2,7.4,5542.0
1203,36061014601,7.4,10.9,5.9,4274.0
1204,36061014602,7.8,10.3,6.6,7904.0
1205,36061014700,6.6,9.7,5.1,2755.0
1206,36061014801,8.8,9.3,7.4,2863.0
1207,36061014802,9.5,10.5,7.7,7066.0
1208,36061014900,9.7,10.0,8.0,5842.0
1209,36061015001,9.8,8.9,8.5,2294.0
1210,36061015002,9.7,7.9,8.5,5437.0
1211,36061015100,16.8,13.3,10.8,8306.0
1212,36061015200,13.9,11.6,9.9,7275.0
1213,36061015300,8.3,9.4,7.0,9320.0
1214,36061015400,9.7,10.8,7.4,13749.0
1215,36061015500,9.2,8.8,7.8,9350.0
1216,36061015601,8.8,12.2,6.5,5345.0
1217,36061015602,20.5,14.7,12.5,2298.0
1218,36061015700,8.5,9.8,7.2,10751.0
1219,36061015801,7.5,9.4,6.6,5650.0
1220,36061015802,10.4,13.7,7.3,3346.0
1221,36061015900,10.0,9.8,8.3,9623.0
1222,36061016001,9.1,8.5,8.1,3744.0
1223,36061016002,9.0,10.2,6.9,3131.0
1224,36061016100,9.2,10.5,7.6,6437.0
1225,36061016200,28.1,15.8,16.1,9308.0
1226,36061016300,10.1,10.2,8.2,6624.0
1227,36061016400,30.5,17.6,17.0,6127.0
1228,36061016500,9.9,10.1,8.0,6402.0
1229,36061016600,27.0,17.5,15.1,7317.0
1230,36061016700,9.1,9.5,7.7,6564.0
1231,36061016800,37.2,17.3,21.8,5675.0
1232,36061016900,10.0,10.2,7.8,8108.0
1233,36061017000,26.6,13.9,14.6,7855.0
1234,36061017100,11.3,10.6,9.0,8989.0
1235,36061017200,27.8,16.6,15.2,5504.0
1236,36061017300,11.9,10.5,8.8,8939.0
1237,36061017401,36.1,18.8,20.9,5248.0
1238,36061017402,21.6,15.5,12.7,2093.0
1239,36061017500,10.2,9.4,8.4,10820.0
1240,36061017700,15.8,10.7,11.0,9151.0
1241,36061017800,22.9,15.4,12.9,3912.0
1242,36061017900,11.6,10.8,8.8,9293.0
1243,36061018000,34.8,19.4,18.9,7476.0
1244,36061018100,13.2,10.6,9.6,8866.0
1245,36061018200,30.2,17.2,16.6,6768.0
1246,36061018300,12.1,10.8,8.8,8667.0
1247,36061018400,33.8,18.5,18.6,7835.0
1248,36061018500,10.1,9.1,8.0,4190.0
1249,36061018600,31.7,18.7,17.7,5701.0
1250,36061018700,10.5,9.8,8.1,8974.0
1251,36061018800,27.8,16.6,14.9,6008.0
1252,36061018900,29.6,16.1,17.4,11547.0
1253,36061019000,19.2,13.6,11.9,3083.0
1254,36061019100,14.3,11.7,10.3,8807.0
1255,36061019200,41.4,21.3,23.3,3584.0
1256,36061019300,21.8,14.5,12.7,9009.0
1257,36061019400,35.5,19.4,19.5,6558.0
1258,36061019500,13.0,11.8,9.2,8197.0
1259,36061019600,38.3,18.1,21.4,3931.0
1260,36061019702,18.9,14.3,11.8,2090.0
1261,36061019800,21.1,13.1,12.7,1914.0
1262,36061019900,11.2,13.2,8.1,10064.0
1263,36061020000,17.7,13.5,10.9,2581.0
1264,36061020101,7.8,15.1,5.7,1731.0
1265,36061020102,17.6,14.4,10.8,3865.0
1266,36061020300,11.5,19.5,7.5,3633.0
1267,36061020500,9.4,14.5,7.2,5322.0
1268,36061020600,26.0,17.5,15.2,2942.0
1269,36061020701,10.9,14.8,7.9,3329.0
1270,36061020800,17.9,13.7,10.9,4591.0
1271,36061020901,28.8,16.2,16.2,3673.0
1272,36061021000,32.2,17.9,18.9,6637.0
1273,36061021100,14.5,12.3,9.5,10330.0
1274,36061021200,21.1,12.9,12.8,4412.0
1275,36061021303,26.8,17.1,15.3,5619.0
1276,36061021400,18.6,12.4,11.5,3001.0
1277,36061021500,24.1,16.4,13.9,3068.0
1278,36061021600,18.4,14.1,11.0,7556.0
1279,36061021800,23.1,15.5,13.7,6617.0
1280,36061021900,36.5,19.3,20.2,6023.0
1281,36061022000,17.6,14.4,10.7,5370.0
1282,36061022102,13.5,11.3,8.7,2175.0
1283,36061022200,20.6,15.3,12.4,2644.0
1284,36061022301,25.4,14.6,13.5,7917.0
1285,36061022302,28.9,15.7,16.3,3385.0
1286,36061022400,30.8,18.7,17.7,6427.0
1287,36061022500,24.6,14.5,13.5,10149.0
1288,36061022600,21.1,15.0,12.5,3778.0
1289,36061022700,23.3,15.6,13.6,4864.0
1290,36061022800,22.4,16.0,13.2,5248.0
1291,36061022900,27.8,16.2,15.1,8300.0
1292,36061023000,28.8,18.1,16.5,8106.0
1293,36061023100,23.7,15.5,13.6,5865.0
1294,36061023200,30.0,19.0,16.8,7980.0
1295,36061023300,22.6,15.0,12.8,6527.0
1296,36061023400,21.5,16.0,12.4,4465.0
1297,36061023501,22.9,14.8,13.3,6004.0
1298,36061023502,25.4,17.1,14.3,1819.0
1299,36061023600,24.3,14.5,14.6,6404.0
1300,36061023700,26.5,15.9,14.8,6811.0
1301,36061023801,12.4,10.4,8.6,9723.0
1302,36061023802,17.0,11.6,10.7,1938.0
1303,36061023900,29.5,16.5,16.3,2371.0
1304,36061024000,54.2,24.9,30.9,1648.0
1305,36061024100,24.9,13.6,14.1,7642.0
1306,36061024200,33.1,18.7,18.4,3396.0
1307,36061024301,27.1,16.4,14.8,3946.0
1308,36061024302,38.8,20.8,21.7,7370.0
1309,36061024500,28.0,15.2,14.8,14934.0
1310,36061024700,23.6,12.9,13.0,7074.0
1311,36061024900,23.0,13.8,12.7,1101.0
1312,36061025100,34.8,17.7,18.6,2526.0
1313,36061025300,29.8,16.0,15.9,11236.0
1314,36061025500,18.7,14.7,11.1,5771.0
1315,36061025700,14.3,12.1,9.1,3876.0
1316,36061025900,15.2,12.9,9.3,3496.0
1317,36061026100,30.7,15.3,15.9,12087.0
1318,36061026300,29.2,15.4,15.5,8729.0
1319,36061026500,18.6,12.3,10.8,7021.0
1320,36061026700,15.5,17.2,9.6,2173.0
1321,36061026900,31.9,16.4,16.6,8428.0
1322,36061027100,21.8,13.3,12.4,8196.0
1323,36061027300,11.6,10.6,8.5,6370.0
1324,36061027500,12.3,10.0,9.1,2846.0
1325,36061027700,35.6,16.1,19.3,7086.0
1326,36061027900,27.9,15.9,15.4,10292.0
1327,36061028100,11.3,9.9,8.6,2867.0
1328,36061028300,23.1,13.4,13.2,7627.0
1329,36061028500,27.0,14.3,14.4,7216.0
1330,36061028700,20.1,13.6,11.8,4035.0
1331,36061029100,30.3,15.6,16.0,11288.0
1332,36061029300,30.7,16.2,16.2,9033.0
1333,36061029500,18.6,12.9,11.1,6941.0
1334,36061029900,39.5,18.1,21.6,3834.0
1335,36061030300,19.9,13.9,12.3,3753.0
1336,36061030700,13.8,11.3,9.9,3434.0
1337,36061030900,30.4,16.5,16.6,8463.0
1338,36061031703,7.7,10.0,6.2,7709.0
1339,36061031704,7.9,9.2,6.3,5677.0
1340,36081000100,8.1,9.9,5.9,4949.0
1341,36081000200,23.0,13.3,13.0,2829.0
1342,36081000400,25.5,14.4,13.8,4413.0
1343,36081000600,23.6,14.1,12.9,3729.0
1344,36081000700,9.6,9.8,6.8,4790.0
1345,36081000800,21.6,12.8,11.9,3360.0
1346,36081001000,22.2,13.1,12.1,3502.0
1347,36081001200,20.2,12.5,11.7,3871.0
1348,36081001400,22.1,12.9,12.5,3683.0
1349,36081001600,21.0,12.4,11.6,2831.0
1350,36081001800,22.7,13.1,12.8,2931.0
1351,36081001900,9.0,9.4,6.5,1076.0
1352,36081002000,19.3,11.9,11.0,1797.0
1353,36081002200,21.0,12.5,12.1,2077.0
1354,36081002400,23.2,13.6,13.0,2145.0
1355,36081002500,39.6,20.0,22.1,7571.0
1356,36081002600,24.2,13.9,14.0,2055.0
1357,36081002800,24.9,14.8,14.0,3033.0
1358,36081003000,21.9,12.9,12.5,1399.0
1359,36081003100,18.9,12.7,11.0,1388.0
1360,36081003200,22.6,13.7,12.9,1504.0
1361,36081003300,15.5,11.5,9.1,2474.0
1362,36081003400,26.9,15.4,15.0,2201.0
1363,36081003600,19.6,12.6,11.1,3295.0
1364,36081003800,23.7,14.2,13.6,2287.0
1365,36081003900,24.9,15.5,13.7,1592.0
1366,36081004001,22.1,14.4,13.1,2134.0
1367,36081004002,23.4,14.9,13.7,1270.0
1368,36081004200,22.8,13.7,12.8,4120.0
1369,36081004300,33.1,17.5,19.3,2437.0
1370,36081004401,23.4,14.0,13.3,3500.0
1371,36081004500,15.9,9.9,10.9,2975.0
1372,36081004700,24.9,14.3,14.6,3984.0
1373,36081005100,20.9,14.4,12.3,2231.0
1374,36081005200,21.9,14.0,12.4,2751.0
1375,36081005300,12.5,11.1,8.4,5340.0
1376,36081005400,23.3,14.5,13.8,5257.0
1377,36081005500,19.0,13.1,10.9,1067.0
1378,36081005700,15.7,12.7,9.7,4321.0
1379,36081005800,19.7,12.8,12.2,5414.0
1380,36081005900,15.5,12.7,9.8,4169.0
1381,36081006100,12.9,12.0,8.6,5644.0
1382,36081006201,20.3,11.7,14.1,5128.0
1383,36081006202,22.0,14.2,14.3,6253.0
1384,36081006300,12.0,11.5,8.2,5949.0
1385,36081006501,13.8,12.3,9.2,3676.0
1386,36081006502,15.0,13.3,10.0,3853.0
1387,36081006900,16.3,11.8,10.3,4611.0
1388,36081007100,11.8,11.2,7.9,3963.0
1389,36081007300,11.7,11.0,8.1,4231.0
1390,36081007500,12.8,10.2,8.7,4116.0
1391,36081007700,15.1,12.3,9.4,1478.0
1392,36081007900,19.3,13.2,11.4,3493.0
1393,36081008100,15.2,12.2,8.8,1188.0
1394,36081008300,18.1,13.0,10.6,2950.0
1395,36081008500,26.0,17.1,14.9,1270.0
1396,36081008600,19.6,13.1,12.2,2811.0
1397,36081008700,38.1,20.4,21.2,4582.0
1398,36081008800,19.2,13.2,12.5,3095.0
1399,36081009100,16.7,13.1,10.7,2796.0
1400,36081009400,24.1,15.8,14.3,2834.0
1401,36081009500,13.3,11.9,9.3,2289.0
1402,36081009600,18.3,13.2,11.4,3135.0
1403,36081009700,11.0,11.1,8.1,3580.0
1404,36081009800,25.6,16.3,14.8,2688.0
1405,36081010000,21.1,14.6,12.8,3571.0
1406,36081010100,14.7,12.5,10.1,2552.0
1407,36081010200,24.5,15.1,14.4,2677.0
1408,36081010300,14.9,12.3,10.1,3934.0
1409,36081010400,22.2,15.2,13.3,3147.0
1410,36081010500,20.0,13.1,12.4,4244.0
1411,36081010600,26.2,16.4,15.2,3427.0
1412,36081010800,25.5,16.2,14.6,2980.0
1413,36081011000,23.6,15.5,13.7,3075.0
1414,36081011100,14.7,11.6,9.8,3050.0
1415,36081011200,24.1,14.8,13.9,2358.0
1416,36081011300,14.4,12.3,9.5,4234.0
1417,36081011400,30.4,17.4,16.8,1330.0
1418,36081011500,11.9,11.6,8.2,2325.0
1419,36081011600,23.1,15.0,13.3,2178.0
1420,36081011700,14.2,12.9,9.8,3848.0
1421,36081011800,23.6,15.0,13.4,2628.0
1422,36081011900,14.5,13.0,9.8,1701.0
1423,36081012000,23.1,14.4,13.0,2487.0
1424,36081012100,12.2,11.5,8.7,2064.0
1425,36081012200,25.4,14.7,14.2,2971.0
1426,36081012301,13.8,12.2,9.7,2910.0
1427,36081012400,21.6,13.4,11.9,2914.0
1428,36081012500,13.8,12.4,9.2,1662.0
1429,36081012601,22.2,13.6,12.4,2413.0
1430,36081012602,24.0,14.2,13.4,2578.0
1431,36081012800,18.8,12.7,11.8,2030.0
1432,36081013000,17.3,12.2,11.1,1745.0
1433,36081013200,22.7,14.7,13.8,1772.0
1434,36081013400,16.0,11.9,10.9,5474.0
1435,36081013500,16.5,11.9,11.8,1411.0
1436,36081013600,15.0,11.4,10.1,1972.0
1437,36081013700,12.3,12.1,8.8,1579.0
1438,36081013800,17.0,11.8,10.8,3604.0
1439,36081014000,14.6,12.1,9.8,3705.0
1440,36081014100,17.3,14.6,11.1,1621.0
1441,36081014201,22.9,14.4,12.7,4348.0
1442,36081014202,25.6,13.8,14.4,2838.0
1443,36081014300,15.1,12.7,9.9,4065.0
1444,36081014400,25.8,15.0,14.5,2109.0
1445,36081014500,16.9,13.7,11.3,2246.0
1446,36081014700,14.0,12.6,9.5,3054.0
1447,36081014800,22.5,14.1,12.6,2265.0
1448,36081014900,12.9,11.6,8.5,2674.0
1449,36081015000,22.8,13.9,12.8,2458.0
1450,36081015100,13.3,11.8,9.0,2794.0
1451,36081015200,25.3,16.2,14.6,2721.0
1452,36081015300,14.3,12.3,9.4,2145.0
1453,36081015400,22.4,14.4,13.0,2333.0
1454,36081015500,13.0,11.9,8.5,2251.0
1455,36081015600,21.0,14.4,12.4,3218.0
1456,36081015700,16.6,12.3,9.7,1543.0
1457,36081015801,24.6,16.0,14.5,3737.0
1458,36081015802,22.7,15.0,13.4,4398.0
1459,36081015900,17.0,13.7,11.2,4136.0
1460,36081016100,16.6,12.2,9.6,2377.0
1461,36081016300,32.3,16.8,18.2,4382.0
1462,36081016400,23.8,15.8,14.0,3313.0
1463,36081016600,23.8,15.5,14.2,3278.0
1464,36081016800,22.6,14.8,13.2,2684.0
1465,36081016900,17.1,12.0,11.0,5539.0
1466,36081017000,24.1,16.1,13.9,2600.0
1467,36081017200,21.5,14.7,12.9,2101.0
1468,36081017400,22.3,14.5,12.9,2244.0
1469,36081017600,23.1,15.0,13.6,2143.0
1470,36081017800,22.3,14.9,13.0,1925.0
1471,36081017900,22.0,13.3,12.9,1054.0
1472,36081018000,28.0,16.9,15.8,1090.0
1473,36081018101,17.7,12.3,10.7,4090.0
1474,36081018102,14.3,11.3,9.5,3928.0
1475,36081018200,26.0,16.2,14.7,2267.0
1476,36081018300,15.5,11.1,9.8,6031.0
1477,36081018401,23.9,15.2,13.7,2054.0
