,GeoID,E_Advance,E_PreS
924,36047085200,100.0,100.0
925,36047085400,28.4,68.1
926,36047085600,21.3,0.0
927,36047085800,19.6,41.2
928,36047086000,20.2,49.7
929,36047086200,23.9,100.0
930,36047086400,19.7,27.0
931,36047086600,27.0,0.0
932,36047086800,21.3,0.0
933,36047087000,23.7,53.6
934,36047087200,23.0,44.2
935,36047087401,32.8,84.2
936,36047087600,29.5,41.7
937,36047087800,12.9,62.1
938,36047088000,24.3,75.8
939,36047088200,25.4,100.0
940,36047088400,20.0,100.0
941,36047088600,20.4,77.1
942,36047088800,22.1,100.0
943,36047089000,17.9,62.5
944,36047089400,21.0,82.5
945,36047089600,13.3,70.2
946,36047089800,19.8,74.3
947,36047090000,13.1,69.4
948,36047090200,12.3,100.0
949,36047090600,5.2,74.4
950,36047090800,5.6,75.6
951,36047091000,7.8,84.0
952,36047091200,10.1,100.0
953,36047091600,8.3,67.9
954,36047091800,17.3,0.0
955,36047092000,10.9,86.8
956,36047092200,11.4,20.0
957,36047092400,12.2,57.4
958,36047093000,30.2,56.2
959,36047093400,37.3,0.0
960,36047093600,35.0,66.7
961,36047093800,28.6,47.4
962,36047094401,22.9,43.4
963,36047094402,8.9,45.5
964,36047094600,25.6,66.7
965,36047095000,26.9,0.0
966,36047095400,24.6,66.3
967,36047095600,25.9,64.6
968,36047096200,24.8,84.3
969,36047096400,28.5,100.0
970,36047096600,23.7,91.0
971,36047096800,30.6,93.6
972,36047097000,25.7,42.9
973,36047097400,17.8,77.8
974,36047098200,7.0,100.0
975,36047098400,23.2,50.9
976,36047098600,31.7,58.9
977,36047098800,32.9,46.8
978,36047099000,32.5,48.0
979,36047099200,27.1,81.0
980,36047099400,27.4,57.1
981,36047099600,26.8,71.9
982,36047099800,33.9,60.7
983,36047100400,27.7,100.0
984,36047100600,26.1,100.0
985,36047100800,30.5,52.9
986,36047101000,32.6,65.4
987,36047101400,35.3,68.8
988,36047101600,31.2,65.6
989,36047101800,42.2,83.5
990,36047102000,42.0,68.7
991,36047102200,30.6,21.4
992,36047102400,36.6,30.8
993,36047102600,29.8,83.3
994,36047102800,42.9,100.0
995,36047103400,13.5,83.0
996,36047105801,19.5,50.3
997,36047105804,20.2,90.3
998,36047107000,30.4,100.0
999,36047107800,18.8,77.2
1000,36047109800,15.6,100.0
1001,36047110400,15.3,52.2
1002,36047110600,6.3,33.1
1003,36047111000,6.5,85.1
1004,36047111600,20.8,100.0
1005,36047111800,11.6,40.0
1006,36047112000,15.2,100.0
1007,36047112200,18.4,31.6
1008,36047112400,21.7,83.8
1009,36047112600,15.7,100.0
1010,36047112800,20.4,64.6
1011,36047113000,17.2,21.0
1012,36047113200,18.9,0.0
1013,36047113400,8.8,50.8
1014,36047114201,16.6,65.6
1015,36047114202,23.0,79.8
1016,36047114400,7.8,77.5
1017,36047114600,11.7,40.3
1018,36047115000,12.9,100.0
1019,36047115200,13.8,74.4
1020,36047115600,11.0,63.7
1021,36047115800,12.1,67.7
1022,36047116000,10.1,0.0
1023,36047116200,14.4,0.0
1024,36047116400,8.9,71.2
1025,36047116600,15.9,38.9
1026,36047116800,14.0,100.0
1027,36047117000,7.7,100.0
1028,36047117201,12.4,48.9
1029,36047117202,18.9,77.0
1030,36047117400,8.0,63.8
1031,36047117601,8.7,87.0
1032,36047117602,9.0,66.4
1033,36047117800,7.5,100.0
1034,36047118201,18.0,51.9
1035,36047118202,8.7,81.2
1036,36047118400,20.0,33.3
1037,36047118600,12.9,100.0
1038,36047118800,12.8,100.0
1039,36047119000,14.6,67.9
1040,36047119200,14.1,32.3
1041,36047119400,12.4,38.3
1042,36047119600,13.2,62.1
1043,36047119800,13.1,100.0
1044,36047120000,6.8,18.5
1045,36047120200,14.4,54.4
1046,36047120800,16.2,56.3
1047,36047121000,8.7,69.9
1048,36047121400,2.4,79.7
1049,36047122000,21.0,77.2
1050,36047123700,21.2,74.2
1051,36047150200,57.9,100.0
1052,36047152200,60.3,41.2
1053,36061000201,16.6,100.0
1054,36061000202,34.0,100.0
1055,36061000600,17.6,79.7
1056,36061000700,89.7,60.6
1057,36061000800,19.1,24.8
1058,36061000900,89.7,91.1
1059,36061001001,63.4,100.0
1060,36061001002,10.1,100.0
1061,36061001200,46.2,87.5
1062,36061001300,89.2,100.0
1063,36061001402,37.2,12.7
1064,36061001501,65.3,100.0
1065,36061001502,89.7,67.2
1066,36061001600,38.6,100.0
1067,36061001800,37.4,77.8
1068,36061002000,6.7,76.0
1069,36061002100,91.9,95.9
1070,36061002201,30.8,100.0
1071,36061002400,8.5,100.0
1072,36061002500,11.1,69.7
1073,36061002601,32.5,6.7
1074,36061002602,65.8,91.7
1075,36061002700,41.9,100.0
1076,36061002800,44.5,35.4
1077,36061002900,30.4,100.0
1078,36061003001,78.1,100.0
1079,36061003002,56.4,100.0
1080,36061003100,80.1,100.0
1081,36061003300,87.1,100.0
1082,36061003400,66.8,42.6
1083,36061003601,38.1,0.0
1084,36061003602,63.4,100.0
1085,36061003700,82.2,58.3
1086,36061003900,84.0,69.8
1087,36061004000,76.7,100.0
1088,36061004100,52.2,81.0
1089,36061004200,81.1,100.0
1090,36061004300,73.9,100.0
1091,36061004400,79.5,100.0
1092,36061004500,59.7,100.0
1093,36061004700,86.6,79.3
1094,36061004800,83.0,100.0
1095,36061004900,79.0,100.0
1096,36061005000,87.3,100.0
1097,36061005200,91.9,90.1
1098,36061005400,84.9,85.1
1099,36061005501,88.9,100.0
1100,36061005502,74.1,60.7
1101,36061005600,78.4,100.0
1102,36061005700,89.4,77.0
1103,36061005800,91.4,68.6
1104,36061006000,88.0,55.5
1105,36061006100,88.7,85.5
1106,36061006200,64.2,100.0
1107,36061006300,87.8,73.9
1108,36061006500,82.0,100.0
1109,36061006600,59.0,100.0
1110,36061006900,84.6,100.0
1111,36061007000,84.8,100.0
1112,36061007100,80.9,100.0
1113,36061007200,81.8,100.0
1114,36061007300,91.4,100.0
1115,36061007400,89.7,100.0
1116,36061007500,83.0,100.0
1117,36061007700,83.1,65.6
1118,36061007800,84.2,100.0
1119,36061007900,81.1,100.0
1120,36061008000,86.8,100.0
1121,36061008100,83.6,100.0
1122,36061008300,62.0,100.0
1123,36061008400,85.2,100.0
1124,36061008601,88.8,100.0
1125,36061008603,86.3,75.4
1126,36061008700,88.1,100.0
1127,36061008800,87.5,63.2
1128,36061008900,71.2,65.1
1129,36061009000,81.2,44.3
1130,36061009100,83.8,100.0
1131,36061009300,59.7,100.0
1132,36061009500,86.2,84.7
1133,36061009800,76.2,100.0
1134,36061009900,79.9,70.5
1135,36061010000,87.0,100.0
1136,36061010100,74.9,100.0
1137,36061010200,69.7,100.0
1138,36061010300,85.9,100.0
1139,36061010400,81.3,37.5
1140,36061010601,78.8,100.0
1141,36061010602,85.3,73.5
1142,36061010800,87.5,100.0
1143,36061011000,82.7,76.9
1144,36061011100,70.2,100.0
1145,36061011201,73.3,100.0
1146,36061011203,87.1,100.0
1147,36061011401,83.5,0.0
1148,36061011402,86.8,100.0
1149,36061011500,69.8,28.8
1150,36061011600,82.0,100.0
1151,36061011700,83.4,19.7
1152,36061011800,82.9,100.0
1153,36061011900,34.1,0.0
1154,36061012000,79.1,100.0
1155,36061012100,64.4,29.7
1156,36061012200,85.3,100.0
1157,36061012400,84.3,100.0
1158,36061012600,69.9,100.0
1159,36061012700,76.0,100.0
1160,36061012800,79.7,78.7
1161,36061012900,78.0,77.3
1162,36061013000,85.0,0.0
1163,36061013200,74.3,65.4
1164,36061013300,74.6,100.0
1165,36061013400,81.6,100.0
1166,36061013500,61.2,20.2
1167,36061013600,76.9,70.4
1168,36061013800,83.1,84.0
1169,36061013900,72.6,100.0
1170,36061014000,85.6,83.0
1171,36061014200,83.2,91.5
1172,36061014401,85.8,100.0
1173,36061014402,88.7,92.6
1174,36061014500,82.4,50.6
1175,36061014601,84.7,100.0
1176,36061014602,85.3,100.0
1177,36061014700,92.2,89.7
1178,36061014801,85.9,58.9
1179,36061014802,84.8,100.0
1180,36061014900,83.9,69.1
1181,36061015001,85.3,100.0
1182,36061015002,90.6,68.8
1183,36061015100,59.8,41.4
1184,36061015200,67.3,96.3
1185,36061015300,84.8,80.0
1186,36061015400,75.9,0.0
1187,36061015500,85.3,75.8
1188,36061015601,73.7,100.0
1189,36061015602,38.7,100.0
1190,36061015700,88.9,81.5
1191,36061015801,97.0,100.0
1192,36061015802,74.7,70.8
1193,36061015900,85.2,100.0
1194,36061016001,90.0,100.0
1195,36061016002,80.3,75.6
1196,36061016100,83.8,69.7
1197,36061016200,31.4,22.8
1198,36061016300,79.1,100.0
1199,36061016400,27.2,87.3
1200,36061016500,81.8,100.0
1201,36061016600,35.4,85.3
1202,36061016700,87.5,100.0
1203,36061016800,24.2,58.6
1204,36061016900,82.8,100.0
1205,36061017000,28.6,79.7
1206,36061017100,81.2,100.0
1207,36061017200,31.6,100.0
1208,36061017300,78.0,100.0
1209,36061017401,30.1,88.5
1210,36061017402,44.3,100.0
1211,36061017500,82.6,62.0
1212,36061017700,71.7,100.0
1213,36061017800,42.7,60.5
1214,36061017900,75.7,100.0
1215,36061018000,22.9,68.0
1216,36061018100,68.4,100.0
1217,36061018200,30.0,47.2
1218,36061018300,75.6,100.0
1219,36061018400,25.7,21.8
1220,36061018500,87.7,100.0
1221,36061018600,10.8,40.3
1222,36061018700,83.6,100.0
1223,36061018800,37.2,100.0
1224,36061018900,35.8,28.8
1225,36061019000,57.7,94.4
1226,36061019100,65.6,100.0
1227,36061019200,13.4,100.0
1228,36061019300,47.2,100.0
1229,36061019400,19.2,32.7
1230,36061019500,68.2,100.0
1231,36061019600,16.6,40.4
1232,36061019701,68.2,100.0
1233,36061019702,58.2,100.0
1234,36061019800,50.3,65.0
1235,36061019900,77.0,100.0
1236,36061020000,43.8,39.5
1237,36061020101,94.8,100.0
1238,36061020102,51.6,77.5
1239,36061020300,76.0,100.0
1240,36061020500,90.7,100.0
1241,36061020600,33.3,23.7
1242,36061020701,82.5,100.0
1243,36061020800,59.7,80.3
1244,36061021000,27.6,63.1
1245,36061021100,68.5,38.6
1246,36061021200,51.7,100.0
1247,36061021303,36.9,73.0
1248,36061021400,48.0,100.0
1249,36061021500,30.3,91.6
1250,36061021600,53.4,100.0
1251,36061021800,43.7,100.0
1252,36061021900,16.5,73.7
1253,36061022000,47.6,100.0
1254,36061022102,63.4,100.0
1255,36061022200,51.9,32.5
1256,36061022301,31.7,71.6
1257,36061022302,33.9,57.7
1258,36061022400,25.0,69.0
1259,36061022500,39.1,79.7
1260,36061022600,41.0,100.0
1261,36061022700,45.3,83.3
1262,36061022900,29.4,27.1
1263,36061023000,22.9,68.8
1264,36061023100,36.1,10.9
1265,36061023200,26.5,95.2
1266,36061023300,46.0,18.1
1267,36061023400,39.3,100.0
1268,36061023501,42.7,43.8
1269,36061023502,33.4,10.0
1270,36061023600,25.7,37.1
1271,36061023700,31.8,69.9
1272,36061023801,70.4,86.9
1273,36061023802,48.6,47.1
1274,36061023900,31.2,100.0
1275,36061024100,34.9,26.9
1276,36061024200,20.0,48.3
1277,36061024301,27.2,34.1
1278,36061024302,9.3,79.1
1279,36061024500,26.5,68.3
1280,36061024900,35.2,100.0
1281,36061025100,25.3,75.6
1282,36061025300,29.1,47.5
1283,36061025500,45.8,70.9
1284,36061025700,63.8,89.7
1285,36061025900,57.9,90.6
1286,36061026100,16.0,73.2
1287,36061026300,27.5,57.0
1288,36061026500,48.3,76.2
1289,36061026700,41.3,42.0
1290,36061026900,19.8,87.7
1291,36061027100,44.3,35.4
1292,36061027300,74.0,66.2
1293,36061027500,74.7,74.2
1294,36061027700,24.7,0.0
1295,36061027900,32.3,75.8
1296,36061028100,75.7,68.1
1297,36061028300,36.8,58.9
1298,36061028500,31.3,74.6
1299,36061028700,41.8,55.9
1300,36061029100,22.8,70.8
1301,36061029300,18.6,66.5
1302,36061029500,49.5,90.8
1303,36061029900,19.5,50.4
1304,36061030300,50.7,58.6
1305,36061030700,65.4,57.3
1306,36061030900,19.7,38.8
1307,36061031703,82.4,81.9
1308,36061031704,90.2,65.3
1309,36081000100,78.5,87.2
1310,36081000200,23.9,80.9
1311,36081000400,22.0,33.3
1312,36081000600,25.2,28.6
1313,36081000700,72.1,84.1
1314,36081000800,21.3,54.7
1315,36081001000,21.8,63.5
1316,36081001200,20.8,39.7
1317,36081001400,20.6,32.7
1318,36081001600,25.5,0.0
1319,36081001800,24.3,60.6
1320,36081001900,86.6,97.0
1321,36081002000,29.5,50.0
1322,36081002200,33.3,100.0
1323,36081002400,25.2,40.0
1324,36081002500,6.5,64.3
1325,36081002600,37.1,0.0
1326,36081002800,13.9,82.5
1327,36081003000,28.9,100.0
1328,36081003100,31.7,100.0
1329,36081003200,21.9,18.9
1330,36081003300,56.7,76.3
1331,36081003400,19.3,5.6
1332,36081003600,26.5,21.3
1333,36081003800,20.8,91.1
1334,36081003900,32.1,0.0
1335,36081004001,17.8,28.7
1336,36081004002,26.5,8.0
1337,36081004200,23.8,54.5
1338,36081004300,11.8,84.9
1339,36081004401,27.6,41.6
1340,36081004500,50.6,69.0
1341,36081004700,30.1,100.0
1342,36081005100,40.6,50.0
1343,36081005200,25.8,37.9
1344,36081005300,61.1,100.0
1345,36081005400,21.4,32.9
1346,36081005700,48.4,0.0
1347,36081005800,26.0,78.7
1348,36081005900,51.8,66.4
1349,36081006100,60.5,83.8
1350,36081006201,27.2,100.0
1351,36081006202,26.2,100.0
1352,36081006300,62.4,32.3
1353,36081006501,60.8,0.0
1354,36081006502,57.9,54.1
1355,36081006900,55.4,46.9
1356,36081007100,64.6,33.3
1357,36081007300,63.1,100.0
1358,36081007500,65.8,41.9
1359,36081007900,45.9,100.0
1360,36081008100,47.6,100.0
1361,36081008300,37.5,100.0
1362,36081008600,25.3,27.8
1363,36081008700,16.4,72.3
1364,36081008800,30.7,65.4
1365,36081009100,39.3,100.0
1366,36081009400,28.0,13.3
1367,36081009500,55.2,68.4
1368,36081009600,31.4,100.0
1369,36081009700,62.5,75.7
1370,36081009800,17.7,42.9
1371,36081010000,18.7,27.7
1372,36081010100,48.3,42.4
1373,36081010200,22.2,50.8
1374,36081010300,55.0,36.1
1375,36081010400,19.4,29.2
1376,36081010500,40.1,41.8
1377,36081010600,19.8,61.7
1378,36081010800,16.7,69.6
1379,36081011000,18.7,47.2
1380,36081011100,58.2,22.2
1381,36081011200,18.3,24.1
1382,36081011300,49.2,55.6
1383,36081011400,5.5,0.0
1384,36081011500,54.1,39.6
1385,36081011600,25.4,100.0
1386,36081011700,47.8,91.1
1387,36081011800,20.3,31.4
1388,36081012000,25.2,40.9
1389,36081012100,52.8,87.0
1390,36081012200,19.5,66.2
1391,36081012301,50.1,15.6
1392,36081012400,17.7,47.9
1393,36081012500,45.1,86.0
1394,36081012601,21.8,58.9
1395,36081012602,27.4,11.3
1396,36081012800,39.7,53.7
1397,36081013000,42.8,36.5
1398,36081013200,25.8,100.0
1399,36081013400,42.0,100.0
1400,36081013500,35.8,57.7
1401,36081013600,45.9,53.7
1402,36081013700,43.7,67.4
1403,36081013800,40.4,74.2
1404,36081014000,42.7,100.0
1405,36081014100,41.8,0.0
1406,36081014201,22.9,0.0
1407,36081014202,22.7,0.0
1408,36081014300,49.7,100.0
1409,36081014400,24.3,32.4
1410,36081014500,44.7,42.2
1411,36081014700,46.3,49.4
1412,36081014800,23.0,0.0
1413,36081014900,57.1,0.0
1414,36081015000,21.5,63.0
1415,36081015200,23.6,86.0
1416,36081015300,50.2,100.0
1417,36081015400,26.5,34.8
1418,36081015500,55.6,59.3
1419,36081015600,24.4,61.5
1420,36081015700,43.3,100.0
1421,36081015801,17.8,28.6
1422,36081015802,20.7,22.6
1423,36081015900,51.6,51.4
1424,36081016100,40.6,23.1
1425,36081016300,13.3,48.4
1426,36081016400,17.2,69.0
1427,36081016600,14.3,64.3
1428,36081016800,15.6,53.7
1429,36081016900,48.9,100.0
1430,36081017000,18.5,30.2
1431,36081017200,25.3,70.8
1432,36081017400,20.4,81.4
1433,36081017600,24.2,51.4
1434,36081017800,17.1,44.4
1435,36081017900,34.1,0.0
1436,36081018000,17.7,65.8
1437,36081018101,43.0,47.1
1438,36081018102,48.6,0.0
1439,36081018200,12.3,63.9
1440,36081018300,53.7,0.0
1441,36081018401,22.1,34.8
1442,36081018402,18.2,80.0
1443,36081018501,32.9,43.9
1444,36081018502,49.0,57.4
1445,36081018600,16.3,87.0
1446,36081018700,45.8,72.8
1447,36081018800,13.1,32.5
1448,36081018900,41.0,100.0
1449,36081019000,18.1,56.8
1450,36081019200,24.5,100.0
1451,36081019400,20.0,52.9
1452,36081019600,27.8,42.3
1453,36081019800,20.2,77.6
1454,36081020200,26.2,87.6
1455,36081020400,15.9,100.0
1456,36081020500,14.8,81.0
1457,36081020600,10.5,0.0
1458,36081020800,19.2,32.8
1459,36081021200,9.2,40.4
1460,36081021400,29.0,52.3
1461,36081021600,55.0,31.9
1462,36081022001,45.0,62.5
1463,36081022002,40.3,64.7
1464,36081023000,30.2,73.7
1465,36081023200,35.5,46.1
1466,36081023500,19.2,53.6
1467,36081023600,23.4,35.4
1468,36081023800,16.0,100.0
1469,36081024000,22.6,59.1
1470,36081024300,23.7,41.6
1471,36081024500,31.5,70.0
1472,36081024700,26.3,42.9
1473,36081024900,32.8,11.9
1474,36081025100,35.2,73.4
1475,36081025301,44.7,47.4
1476,36081025302,27.4,7.6
1477,36081025400,13.5,75.9
1478,36081025500,42.4,0.0
1479,36081025700,34.2,51.5
1480,36081025800,15.2,68.6
1481,36081025900,23.6,51.7
1482,36081026000,10.4,70.4
1483,36081026100,21.1,21.8
1484,36081026200,16.7,0.0
1485,36081026300,34.6,33.2
1486,36081026400,15.1,24.1
1487,36081026500,36.2,32.1
1488,36081026600,8.7,32.0
1489,36081026700,31.1,15.6
1490,36081026901,22.0,52.0
1491,36081026902,33.2,28.3
1492,36081027000,24.0,54.8
1493,36081027100,22.9,62.3
1494,36081027300,10.7,37.1
1495,36081027400,23.9,100.0
1496,36081027500,11.4,0.0
1497,36081027600,14.8,25.0
1498,36081027700,18.2,38.1
1499,36081027800,14.7,0.0
1500,36081027900,27.9,80.6
1501,36081028000,28.6,100.0
1502,36081028100,34.0,82.7
1503,36081028200,17.8,100.0
1504,36081028300,40.3,100.0
1505,36081028400,20.6,39.5
1506,36081028500,42.2,83.5
1507,36081028700,36.4,60.5
1508,36081028800,16.9,73.1
1509,36081028900,38.3,24.7
1510,36081029100,34.2,28.3
1511,36081029300,27.2,46.2
1512,36081029400,22.3,94.7
1513,36081029500,43.6,44.4
1514,36081029700,29.3,38.5
1515,36081030600,25.8,76.7
1516,36081030902,21.7,100.0
1517,36081030903,29.6,49.5
1518,36081030904,27.6,50.0
1519,36081031700,35.4,14.5
1520,36081032000,19.9,75.3
1521,36081032700,17.6,62.3
1522,36081032800,27.9,65.5
1523,36081032900,15.7,83.3
1524,36081033000,20.7,56.1
1525,36081033401,22.7,77.6
1526,36081033402,22.1,57.4
1527,36081033700,23.1,32.4
1528,36081033900,20.5,6.5
1529,36081034700,15.5,27.5
1530,36081035100,28.0,26.7
1531,36081035200,21.4,78.2
1532,36081035300,11.8,21.1
1533,36081035700,13.1,56.4
1534,36081035800,29.5,62.4
1535,36081036100,17.3,36.1
1536,36081036300,14.1,13.7
1537,36081036500,6.6,58.0
1538,36081036600,27.2,43.1
1539,36081036700,25.7,54.7
1540,36081036800,26.3,77.9
1541,36081037100,23.0,100.0
1542,36081037300,18.4,80.7
1543,36081037500,14.5,50.9
1544,36081037600,22.9,40.8
1545,36081037700,5.4,56.3
1546,36081037900,7.1,58.5
1547,36081038100,9.8,52.2
1548,36081038400,21.0,100.0
1549,36081039400,19.9,74.7
1550,36081039800,42.1,70.2
1551,36081039900,9.9,45.3
1552,36081040100,13.3,64.2
1553,36081040200,25.8,100.0
1554,36081040300,7.6,62.5
1555,36081040400,18.7,47.9
1556,36081040500,5.4,42.0
1557,36081040700,5.0,67.4
1558,36081040900,4.1,11.7
1559,36081041100,9.5,40.4
1560,36081041300,4.3,78.7
1561,36081041400,16.0,63.9
1562,36081041500,12.0,100.0
1563,36081042400,37.8,100.0
1564,36081042700,11.4,65.0
1565,36081043200,33.2,100.0
1566,36081043400,20.7,87.7
1567,36081043701,19.7,53.7
1568,36081043702,21.5,19.5
1569,36081043900,6.6,75.6
1570,36081044000,16.6,67.1
1571,36081044301,12.4,100.0
1572,36081044302,22.0,62.5
1573,36081044400,21.5,23.5
1574,36081044601,23.8,59.0
1575,36081044602,31.5,63.4
1576,36081044800,35.2,25.7
1577,36081045000,34.9,100.0
1578,36081045200,39.0,33.3
1579,36081045400,37.8,22.4
1580,36081045500,26.2,67.8
1581,36081045600,43.0,35.0
1582,36081045700,34.5,0.0
1583,36081045800,58.1,52.6
1584,36081045900,30.0,62.1
1585,36081046000,27.9,85.4
1586,36081046100,12.9,20.3
1587,36081046200,26.8,39.8
1588,36081046300,15.9,40.8
1589,36081046400,48.4,14.3
1590,36081046500,18.6,60.6
1591,36081046600,43.0,58.0
1592,36081046700,19.3,58.6
1593,36081046800,32.0,0.0
1594,36081046900,23.1,35.0
1595,36081047000,26.1,49.5
1596,36081047100,25.0,74.1
1597,36081047200,52.1,64.3
1598,36081047300,42.3,0.0
1599,36081047500,35.5,45.7
1600,36081047600,57.3,63.0
1601,36081047800,44.9,0.0
1602,36081047900,23.8,36.5
1603,36081048000,26.2,100.0
1604,36081048100,19.0,45.5
1605,36081048200,25.1,14.9
1606,36081048300,37.2,100.0
1607,36081048400,25.4,73.4
1608,36081048500,29.8,12.7
1609,36081048900,27.4,80.2
1610,36081049200,28.5,16.0
1611,36081049301,30.0,46.6
1612,36081049302,23.2,64.2
1613,36081049500,25.2,59.7
1614,36081049600,25.2,100.0
1615,36081049700,26.6,50.0
1616,36081049900,30.8,51.9
1617,36081050000,19.3,88.5
1618,36081050202,15.2,88.9
1619,36081050400,21.2,47.1
1620,36081050500,38.2,100.0
1621,36081050600,20.8,100.0
1622,36081050700,33.0,10.5
1623,36081050800,18.6,52.5
1624,36081051000,27.9,85.3
1625,36081051100,33.0,30.3
1626,36081051200,25.8,68.5
1627,36081051300,24.8,53.8
1628,36081051500,31.3,79.6
1629,36081051600,32.2,0.0
1630,36081051700,27.1,26.8
1631,36081051800,24.4,100.0
1632,36081052000,23.9,100.0
1633,36081052100,32.1,84.9
1634,36081052200,22.6,100.0
1635,36081052400,21.0,76.1
1636,36081052500,25.4,32.6
1637,36081052600,24.8,58.5
1638,36081052800,22.3,28.0
1639,36081053000,25.9,9.1
1640,36081053100,24.0,20.0
1641,36081053200,31.7,0.0
1642,36081053401,28.6,100.0
1643,36081053500,12.1,0.0
1644,36081053601,19.9,64.4
1645,36081053800,22.0,55.1
1646,36081053900,33.3,31.3
1647,36081054000,19.8,79.1
1648,36081054200,18.7,100.0
1649,36081054500,18.9,72.3
1650,36081054700,26.7,43.7
1651,36081054800,35.9,0.0
1652,36081054900,30.4,27.3
1653,36081055100,33.7,79.5
1654,36081055200,32.8,45.4
1655,36081055300,34.5,49.4
1656,36081055400,24.1,37.7
1657,36081055500,23.2,22.7
1658,36081055600,26.3,46.9
1659,36081055700,27.3,26.1
1660,36081055800,26.9,0.0
1661,36081055900,36.8,59.5
1662,36081056000,21.5,85.7
1663,36081056200,27.3,23.8
1664,36081056400,17.6,0.0
1665,36081056500,23.1,100.0
1666,36081056600,20.4,37.9
1667,36081056700,18.6,100.0
1668,36081056800,25.4,50.4
1669,36081057700,27.1,75.3
1670,36081057900,36.8,44.2
1671,36081058000,33.3,0.0
1672,36081058100,32.6,56.3
1673,36081058200,24.2,0.0
1674,36081058300,25.2,14.6
1675,36081058500,37.8,64.8
1676,36081058700,28.0,43.8
1677,36081058900,30.7,0.0
1678,36081059100,30.8,100.0
1679,36081059200,29.8,70.4
1680,36081059300,29.1,78.7
1681,36081059400,45.2,79.2
1682,36081059500,32.3,44.3
1683,36081059600,40.4,100.0
1684,36081059800,33.7,26.5
1685,36081059900,30.6,100.0
1686,36081060100,18.2,72.1
1687,36081060300,32.8,42.9
1688,36081060600,29.2,40.6
1689,36081060800,28.8,0.0
1690,36081061000,32.8,75.0
1691,36081061200,36.6,0.0
1692,36081061301,29.5,80.0
1693,36081061400,37.7,55.6
1694,36081061601,31.9,53.5
1695,36081061602,25.5,100.0
1696,36081061800,38.5,100.0
1697,36081061900,33.5,100.0
1698,36081062100,27.9,39.8
1699,36081062300,27.6,33.3
1700,36081062500,22.5,0.0
1701,36081062600,22.6,72.9
1702,36081062700,15.4,46.7
1703,36081062900,25.7,73.4
1704,36081063000,28.8,100.0
1705,36081063200,26.1,69.3
1706,36081063301,23.1,90.9
1707,36081063302,28.0,100.0
1708,36081063500,28.0,20.0
1709,36081063700,24.8,14.3
1710,36081063800,29.2,66.9
1711,36081063900,37.7,63.8
1712,36081064101,40.5,77.8
1713,36081064500,52.2,93.0
1714,36081064600,29.4,87.7
1715,36081065000,29.4,100.0
1716,36081065400,22.2,34.0
1717,36081065600,26.0,100.0
1718,36081065702,33.3,26.1
1719,36081065703,38.1,82.3
1720,36081065900,35.7,25.0
1721,36081066000,21.1,60.0
1722,36081066100,33.2,100.0
1723,36081066300,44.1,17.4
1724,36081066400,24.1,41.4
1725,36081066501,37.3,57.0
1726,36081066701,26.0,90.4
1727,36081066900,33.5,36.4
1728,36081067100,39.7,97.5
1729,36081067700,39.4,55.3
1730,36081067900,27.6,100.0
1731,36081068000,25.8,19.7
1732,36081068200,27.1,0.0
1733,36081068300,33.9,38.2
1734,36081068700,42.3,70.0
1735,36081069000,22.9,56.3
1736,36081069300,52.1,77.3
1737,36081069400,30.9,70.8
1738,36081069500,45.1,100.0
1739,36081069701,56.4,43.7
1740,36081069702,59.9,53.0
1741,36081070300,39.4,100.0
1742,36081070700,59.7,85.5
1743,36081070900,57.3,73.3
1744,36081071100,59.6,69.1
1745,36081071303,70.5,77.3
1746,36081071304,55.3,61.1
1747,36081071305,68.8,100.0
1748,36081071306,59.1,84.2
1749,36081071701,50.7,88.5
1750,36081071702,57.7,44.0
1751,36081071900,40.3,100.0
1752,36081072100,43.5,84.3
1753,36081072300,73.0,60.9
1754,36081072900,53.2,100.0
1755,36081073100,58.3,53.7
1756,36081073700,72.5,84.2
1757,36081073900,70.0,100.0
1758,36081074100,69.7,53.4
1759,36081074300,54.4,87.6
1760,36081074500,37.1,70.8
1761,36081074700,47.3,32.1
1762,36081074900,87.2,36.4
1763,36081075701,70.1,100.0
1764,36081075702,67.5,84.1
1765,36081076901,64.0,59.7
1766,36081077300,63.5,100.0
1767,36081077500,53.0,0.0
1768,36081077902,62.6,95.6
1769,36081077903,40.3,62.8
1770,36081077904,40.0,63.2
1771,36081077905,55.8,60.0
1772,36081077906,42.1,80.9
1773,36081077907,46.2,79.1
1774,36081077908,29.0,69.0
1775,36081078800,18.4,100.0
1776,36081079000,25.5,16.7
1777,36081079200,25.7,29.7
1778,36081079701,36.5,95.0
1779,36081079702,19.2,17.1
1780,36081079900,20.3,73.5
1781,36081080301,16.7,0.0
1782,36081080302,30.8,31.7
1783,36081080900,43.5,100.0
1784,36081081400,21.1,38.2
1785,36081081800,18.2,32.3
1786,36081083700,21.6,41.0
1787,36081083800,23.9,49.4
1788,36081084000,20.3,48.4
1789,36081084500,17.2,100.0
1790,36081084601,24.8,44.8
1791,36081084602,16.7,0.0
1792,36081084900,11.5,64.4
1793,36081085300,16.7,58.2
1794,36081085500,15.7,33.8
1795,36081085700,19.2,64.0
1796,36081085900,19.5,45.9
1797,36081086100,21.0,75.0
1798,36081086300,17.6,44.7
1799,36081086400,21.9,41.0
1800,36081086500,17.1,0.0
1801,36081086900,10.3,31.1
