,GeoID,E_Advance,E_PreS
1802,36081087100,23.6,64.5
1803,36081088400,22.7,55.7
1804,36081088901,25.3,85.8
1805,36081089200,32.6,0.0
1806,36081090700,9.4,100.0
1807,36081091601,50.4,100.0
1808,36081091900,14.2,29.8
1809,36081092200,66.1,79.4
1810,36081092500,14.3,26.2
1811,36081092800,64.0,69.7
1812,36081092900,20.7,0.0
1813,36081093401,51.1,0.0
1814,36081093402,42.4,57.7
1815,36081093800,25.5,100.0
1816,36081093900,27.0,33.7
1817,36081094201,21.9,100.0
1818,36081094202,31.0,74.5
1819,36081094203,25.3,39.9
1820,36081094500,29.4,45.4
1821,36081094700,20.1,84.5
1822,36081095400,25.4,81.8
1823,36081096400,29.7,51.5
1824,36081097202,11.7,68.1
1825,36081097203,15.2,60.1
1826,36081097204,12.2,55.3
1827,36081097300,33.9,100.0
1828,36081098100,37.6,100.0
1829,36081098700,38.2,61.0
1830,36081099100,51.4,45.4
1831,36081099200,19.8,69.7
1832,36081099701,57.6,100.0
1833,36081099703,55.1,50.0
1834,36081099704,55.8,89.3
1835,36081099705,49.6,100.0
1836,36081099801,24.2,69.5
1837,36081099802,44.0,44.3
1838,36081100801,29.1,56.0
1839,36081100802,31.7,48.7
1840,36081101001,20.8,71.9
1841,36081101002,40.7,55.4
1842,36081101700,35.0,53.0
1843,36081102900,32.8,37.1
1844,36081103201,10.8,31.9
1845,36081103202,28.9,84.7
1846,36081103300,33.3,76.3
1847,36081103900,33.5,58.4
1848,36081104700,23.6,21.6
1849,36081105900,29.4,36.0
1850,36081107201,29.0,38.9
1851,36081108500,40.2,62.2
1852,36081109300,42.2,100.0
1853,36081109700,44.8,72.7
1854,36081109900,31.1,60.8
1855,36081111300,45.1,29.7
1856,36081112300,56.4,86.8
1857,36081112900,53.3,51.2
1858,36081113300,50.4,75.9
1859,36081113900,37.6,64.5
1860,36081114100,44.1,45.1
1861,36081114700,35.3,100.0
1862,36081115100,39.8,0.0
1863,36081115500,20.7,71.4
1864,36081115700,24.8,35.4
1865,36081115900,19.7,46.5
1866,36081116100,25.0,26.5
1867,36081116300,14.5,26.2
1868,36081116700,17.7,51.8
1869,36081117100,27.3,0.0
1870,36081117500,30.6,100.0
1871,36081118100,43.1,56.3
1872,36081118500,21.3,40.9
1873,36081118700,26.8,27.6
1874,36081118900,28.7,0.0
1875,36081119100,14.7,55.8
1876,36081119300,36.0,60.5
1877,36081119500,29.4,58.7
1878,36081119900,20.4,11.3
1879,36081120100,14.4,100.0
1880,36081120500,16.3,30.6
1881,36081120700,29.1,65.1
1882,36081121500,38.3,56.0
1883,36081122300,44.1,100.0
1884,36081122701,32.5,61.5
1885,36081122702,19.3,90.5
1886,36081124100,43.6,43.5
1887,36081124700,43.2,40.0
1888,36081125700,29.8,19.6
1889,36081126700,39.1,65.7
1890,36081127700,59.7,20.6
1891,36081129102,50.1,61.1
1892,36081129103,53.4,100.0
1893,36081129104,49.0,57.3
1894,36081130100,38.5,55.3
1895,36081133300,44.8,91.2
1896,36081133900,59.8,100.0
1897,36081134100,42.3,30.3
1898,36081134700,48.4,68.9
1899,36081136700,35.9,100.0
1900,36081137700,36.8,45.5
1901,36081138501,38.4,29.0
1902,36081139900,51.1,100.0
1903,36081140300,38.3,100.0
1904,36081140901,40.4,53.3
1905,36081140902,38.0,54.1
1906,36081141700,33.8,20.2
1907,36081142900,30.7,40.8
1908,36081143500,47.5,73.1
1909,36081144100,53.2,0.0
1910,36081144700,31.9,100.0
1911,36081145101,36.2,50.0
1912,36081145102,36.0,43.8
1913,36081145900,30.6,100.0
1914,36081146300,33.4,41.5
1915,36081146700,43.7,0.0
1916,36081147100,50.1,43.3
1917,36081147900,51.6,100.0
1918,36081148300,58.5,28.7
1919,36081150701,52.8,70.3
1920,36081150702,43.1,100.0
1921,36081152901,45.6,59.2
1922,36081152902,47.5,70.0
1923,36081155102,46.5,61.8
1924,36081157101,37.4,46.4
1925,36081157102,35.8,48.8
1926,36081157901,44.2,15.5
1927,36081157902,40.9,46.5
1928,36081157903,39.0,44.3
1929,36081161700,40.0,34.3
1930,36081162100,33.7,55.2
1931,36085000300,55.7,45.0
1932,36085000600,35.3,100.0
1933,36085000700,33.0,68.3
1934,36085000800,30.0,84.8
1935,36085000900,42.6,14.6
1936,36085001100,34.2,56.7
1937,36085001700,47.0,16.1
1938,36085001800,42.8,100.0
1939,36085002001,40.0,100.0
1940,36085002002,44.5,93.4
1941,36085002100,32.9,50.7
1942,36085002700,14.5,70.3
1943,36085002900,12.9,36.1
1944,36085003300,41.2,61.5
1945,36085003600,40.1,64.4
1946,36085003900,39.4,52.2
1947,36085004000,21.3,36.1
1948,36085004700,48.1,100.0
1949,36085005000,40.3,36.8
1950,36085005900,51.8,69.0
1951,36085006400,28.5,63.8
1952,36085006700,55.6,50.6
1953,36085007000,25.3,56.8
1954,36085007400,34.5,33.8
1955,36085007500,28.0,24.5
1956,36085007700,22.6,70.1
1957,36085008100,26.5,20.0
1958,36085009601,34.5,67.0
1959,36085009602,39.9,46.2
1960,36085009700,36.0,90.8
1961,36085010500,36.1,83.6
1962,36085011201,29.1,44.7
1963,36085011202,23.8,55.9
1964,36085011401,20.5,52.0
1965,36085011402,30.0,76.5
1966,36085012100,52.4,64.9
1967,36085012200,36.5,80.9
1968,36085012500,28.8,67.8
1969,36085012804,31.2,58.9
1970,36085012805,22.7,30.4
1971,36085012806,15.0,0.0
1972,36085013201,41.4,100.0
1973,36085013203,46.6,77.4
1974,36085013204,32.1,41.9
1975,36085013301,6.4,80.0
1976,36085013302,18.5,91.2
1977,36085013400,29.7,100.0
1978,36085013800,35.1,100.0
1979,36085014100,37.7,14.5
1980,36085014604,32.7,43.2
1981,36085014605,36.6,100.0
1982,36085014606,44.2,61.8
1983,36085014607,33.9,100.0
1984,36085014608,35.9,73.0
1985,36085014700,43.3,70.7
1986,36085015100,39.0,56.4
1987,36085015601,40.5,100.0
1988,36085015602,39.9,41.8
1989,36085015603,31.7,43.1
1990,36085016901,34.1,0.0
1991,36085017005,38.9,64.4
1992,36085017007,31.2,36.2
1993,36085017008,39.6,41.2
1994,36085017009,33.3,91.0
1995,36085017010,32.2,74.7
1996,36085017011,34.9,57.0
1997,36085017012,34.5,53.1
1998,36085017300,32.3,80.6
1999,36085017600,44.1,100.0
2000,36085017700,46.8,100.0
2001,36085018100,41.3,22.4
2002,36085018701,32.8,88.9
2003,36085018702,35.5,100.0
2004,36085018901,26.7,100.0
2005,36085018902,48.2,33.7
2006,36085019700,39.4,100.0
2007,36085019800,33.0,100.0
2008,36085020100,32.9,76.5
2009,36085020700,12.1,46.2
2010,36085020801,28.3,14.7
2011,36085020803,42.1,71.4
2012,36085020804,32.2,76.0
2013,36085021300,32.7,62.2
2014,36085022300,24.2,38.3
2015,36085022600,39.4,51.7
2016,36085023100,23.2,71.0
2017,36085023900,18.2,27.1
2018,36085024401,36.3,100.0
2019,36085024402,47.1,100.0
2020,36085024700,23.2,78.0
2021,36085024800,32.0,31.9
2022,36085025100,43.6,74.0
2023,36085027301,37.3,100.0
2024,36085027302,47.9,37.6
2025,36085027702,36.4,76.9
2026,36085027704,30.4,25.2
2027,36085027705,34.8,85.4
2028,36085027706,40.1,37.6
2029,36085027900,35.5,47.2
2030,36085029102,29.3,87.0
2031,36085029103,33.4,34.3
2032,36085029104,30.9,27.3
2033,36085030301,29.6,100.0
2034,36085030302,30.1,83.7
2035,36085031901,16.7,0.0
2036,36085031902,27.2,32.4
2037,36085032300,19.5,100.0
