,GeoID,T_WalkVSDrive
0,36005000100,5.3374089919733425e-06
1,36005000200,6.238411779801897e-05
2,36005000400,5.442386596248032e-05
3,36005001600,5.838688959923938e-05
4,36005001900,0.00017144953814028334
5,36005002000,4.8932374374021785e-05
6,36005002300,9.662464367638765e-05
7,36005002500,7.282017764293125e-05
8,36005002701,0.00014871128446385774
9,36005002702,9.411000425943812e-05
10,36005002800,7.000523813348567e-05
11,36005003100,0.00024520680476481635
12,36005003300,0.0001145700556939801
13,36005003500,0.00010687555470688798
14,36005003700,0.0029841033278460508
15,36005003800,0.00022701223454917098
16,36005003900,6.147642849781116e-05
17,36005004001,0.00028651263172919917
18,36005004100,6.790915720659856e-05
19,36005004200,5.3062668259747534e-05
20,36005004300,7.834421620022151e-05
21,36005004400,9.894656933093463e-05
22,36005004600,0.00026278595092203466
23,36005004800,9.175241719678366e-05
24,36005005001,8.505098011166673e-05
25,36005005002,6.446685600261584e-05
26,36005005100,6.590376594330784e-05
27,36005005200,0.0001834280617303988
28,36005005300,2.691036016393197e-05
29,36005005400,6.277425814612353e-05
30,36005005600,0.00015230696640905646
31,36005005902,0.0001314998019478765
32,36005006000,0.00032691877368923127
33,36005006100,8.591311901640075e-05
34,36005006200,6.0186092747926705e-05
35,36005006300,7.939288404034092e-05
36,36005006400,8.031618141322404e-05
37,36005006500,6.792871152246678e-05
38,36005006700,6.103672649971547e-05
39,36005006800,0.00012528524011428608
40,36005006900,5.288369388091787e-05
41,36005007000,8.465177626970567e-05
42,36005007100,0.00019175048709326096
43,36005007200,6.705710087334778e-05
44,36005007300,0.00010194222659843002
45,36005007400,9.507090719821914e-05
46,36005007500,8.710565892824454e-05
47,36005007600,7.269943524116259e-05
48,36005007700,0.00017415255085707882
49,36005007800,5.5256286784063356e-05
50,36005007900,5.728229710660859e-05
51,36005008300,6.096302070455647e-05
52,36005008400,0.00012082005044576878
53,36005008500,7.291715256713089e-05
54,36005008600,0.00010370288304641635
55,36005008700,7.608503711787414e-05
56,36005008900,0.00012306638163246366
57,36005009000,9.239327860071674e-05
58,36005009200,7.134984202277437e-05
59,36005009300,4.6530849186984304e-05
60,36005009600,0.0001195158375886993
61,36005009800,6.194216624762642e-05
62,36005011000,0.00387295399545765
63,36005011502,7.137992925734399e-05
64,36005011700,0.00013693323418257397
65,36005011800,4.907830961248735e-05
66,36005011900,8.250417315544912e-05
67,36005012101,0.0001216633065749385
68,36005012102,0.00021855880130935867
69,36005012300,9.482183422624501e-05
70,36005012500,8.541666022812267e-05
71,36005012701,0.00015766497651787797
72,36005012901,8.634514200452076e-05
73,36005013000,0.0002809198339913517
74,36005013100,7.660333642225785e-05
75,36005013200,5.620279864426901e-05
76,36005013300,7.414620323690843e-05
77,36005013500,0.0001149052849015411
78,36005013800,5.550569267873102e-05
79,36005014100,0.00011328292498792982
80,36005014300,0.0003356797555792675
81,36005014400,7.95797865655635e-05
82,36005014500,6.41855933886757e-05
83,36005014701,7.22976039704736e-05
84,36005014702,8.302195213278203e-05
85,36005014900,8.47739741230123e-05
86,36005015100,6.24461247958448e-05
87,36005015200,0.00012884919079377707
88,36005015300,9.040832006557374e-05
89,36005015500,0.00012247101315544242
90,36005015700,0.00011589542941155097
91,36005015800,0.0003029589327855747
92,36005015900,0.00018656075247584824
93,36005016000,8.22737454042187e-05
94,36005016100,8.5921849870514e-05
95,36005016200,0.0001935048321044036
96,36005016400,0.00030348737114212324
97,36005016500,0.0003065214152437626
98,36005016600,0.0001540116999677867
99,36005016700,0.0001631035550131091
100,36005016900,0.0002046013227984368
101,36005017300,6.665029504974471e-05
102,36005017500,5.830259734927117e-05
103,36005017701,9.322527248276799e-05
104,36005017702,7.978090100400265e-05
105,36005017901,7.820710174318559e-05
106,36005017902,0.00010354643937753677
107,36005018101,0.00011552725875581084
108,36005018102,6.219275311663387e-05
109,36005018301,6.697624966602808e-05
110,36005018302,0.00011204200046371442
111,36005018400,9.060398740725671e-05
112,36005018500,5.214600413499671e-05
113,36005018900,5.8680621804080516e-05
114,36005019300,8.036398835641184e-05
115,36005019400,0.00016388516590870752
116,36005019500,4.977476113193681e-05
117,36005019700,4.645842701874354e-05
118,36005019900,5.024557286780058e-05
119,36005020000,7.260703534357337e-05
120,36005020100,9.229519352893151e-05
121,36005020200,0.00016939385194090855
122,36005020400,0.0001338331488415404
123,36005020501,6.83147284466034e-05
124,36005020502,0.0002312417597668066
125,36005020601,0.00011699756752840336
126,36005020900,8.37900887481512e-05
127,36005021001,5.8314953311026024e-05
128,36005021002,8.376001725561612e-05
129,36005021100,6.271836577645797e-05
130,36005021200,0.00010965084375158158
131,36005021301,0.0002724745784473846
132,36005021302,6.685866397782943e-05
133,36005021501,0.00011343947007656172
134,36005021502,6.25987725465232e-05
135,36005021601,8.489011595581813e-05
136,36005021602,7.828790931115666e-05
137,36005021700,6.905698739364152e-05
138,36005021800,5.292306976343876e-05
139,36005021900,0.00025538264716583634
140,36005022000,0.0002632091069708922
141,36005022101,0.00010685591507843686
142,36005022102,6.791691567225921e-05
143,36005022200,0.0001073881578163445
144,36005022300,7.443709031285472e-05
145,36005022401,0.0001317433636803355
146,36005022403,0.00014734758994116367
147,36005022404,8.756149264431153e-05
148,36005022500,4.7455652174493465e-05
149,36005022701,6.934334400331345e-05
150,36005022702,0.00020312537934838912
151,36005022703,0.0002374991108683493
152,36005022800,6.314315071018016e-05
153,36005022901,6.477080916779012e-05
154,36005022902,0.00011842741862325077
155,36005023000,0.00010895679943918256
156,36005023100,0.0002394229033712149
157,36005023200,0.00014437005741353633
158,36005023301,8.106847432651663e-05
