,N_TreeD,GeoID
23,3.8527723985885296,36047010400
820,4.557650472327188,36047010600
2058,4.852362446196037,36047010800
24,3.102104086570663,36047011000
609,6.5435522500657415,36047011200
2059,5.450548922588056,36047011400
816,5.201954901288435,36047011600
1063,4.1127386483422805,36047011700
877,3.1195319489432083,36047011800
1972,2.097031202818888,36047011900
1320,3.2566342341414183,36047012000
1061,5.139953631417371,36047012100
1326,3.561259729048875,36047012200
1327,9.56031554280682,36047012600
611,4.728672432276762,36047012700
25,19.452416342769347,36047012801
715,6.004563146121105,36047012901
716,5.680660463928087,36047012902
1629,4.747792672400292,36047013000
1625,8.222985509093384,36047013100
1307,9.093600134046495,36047013200
1626,8.733773759671978,36047013300
1630,5.793536690667945,36047013400
408,9.749251887689514,36047013500
1392,6.5921717719066395,36047013600
26,7.1520286181178045,36047013700
810,5.601323678627645,36047013800
27,6.488593888463711,36047013900
1948,4.967741281863757,36047014000
583,5.533110633811258,36047014100
1953,4.3588689544158035,36047014200
1721,5.2996017871000305,36047014300
1638,5.5829245884569785,36047014500
585,7.625950730821639,36047014700
812,4.9997080767395765,36047014800
584,8.274583831984264,36047014900
646,4.428555696977029,36047015000
12,7.806091072277732,36047015100
1019,2.7636511118042564,36047015200
28,6.240185680429791,36047015300
1779,3.526127219589087,36047015400
29,7.815201170121923,36047015500
1648,8.266956390942385,36047015700
1915,14.10418826274752,36047015900
1328,3.1435295926126807,36047016000
700,6.4755751493607,36047016100
1417,6.179612292378446,36047016200
1132,5.279811587123613,36047016300
1932,1.0984587732535962,36047016400
1647,8.905312210855602,36047016500
1405,6.579053301976791,36047016600
1148,8.48134756446138,36047016700
1853,5.6624942776372595,36047016800
555,8.259083797888078,36047016900
30,3.117366755538309,36047017000
556,8.839492805718997,36047017100
1724,2.7712099894256617,36047017200
1783,8.300661849831407,36047017400
661,0.24152293702526068,36047017500
1852,6.638871867718207,36047017600
2028,21.35899651784129,36047017700
1800,4.096361851925642,36047017800
702,9.401768663616236,36047017900
1658,4.112232554504395,36047018000
630,9.316982165760558,36047018100
897,3.448313948590091,36047018200
655,9.196653495853235,36047018300
1662,4.222715339356657,36047018400
1173,3.9188395980200585,36047018501
1663,3.6155303672368837,36047018600
657,7.357281316950775,36047018700
31,3.880350915544448,36047018800
32,4.010465761081113,36047019000
767,5.378019546354029,36047019100
33,2.494690905347155,36047019200
794,5.1464548723992785,36047019300
34,3.879134756134418,36047019400
35,8.209492567008942,36047019500
36,4.1684502712000375,36047019600
37,9.173926151250173,36047019700
38,4.115097034204898,36047019800
849,7.11793820787403,36047019900
477,4.651344680202017,36047020000
850,7.672647850626749,36047020100
478,5.372395510828311,36047020200
848,6.481666747855147,36047020300
39,5.524010173294318,36047020400
703,7.222116120349507,36047020500
1791,4.500027347175243,36047020600
1918,7.881319576144251,36047020700
1674,3.783679052929643,36047020800
1675,4.12791321685859,36047021000
656,7.6891406769202115,36047021100
40,4.622483054551097,36047021200
1770,5.702367901493177,36047021300
41,4.023436847016674,36047021400
1777,8.610741432251745,36047021500
817,5.4382505343531715,36047021600
1765,6.097806874448956,36047021700
818,6.051221043209453,36047021800
1676,7.678597472453287,36047021900
42,5.082620862475778,36047022000
1725,6.56925555192367,36047022100
43,4.685663767234591,36047022200
801,4.470786652375437,36047022400
804,1.8140063926292627,36047022600
44,6.647637139786703,36047022700
805,6.286686455725727,36047022800
1152,7.395152288673924,36047022900
1684,5.200635081660603,36047023000
1115,7.564483942141079,36047023100
1685,4.915830108467857,36047023200
795,6.288664235397541,36047023300
815,5.959838944928536,36047023400
45,6.575197411662116,36047023500
46,6.123439755853286,36047023600
47,6.645596585834646,36047023800
48,4.958651956113835,36047024000
1785,4.760288828026225,36047024100
49,4.3113541597668,36047024200
626,6.082262935023773,36047024300
709,3.9364232927395,36047024400
50,6.694330662877343,36047024500
51,3.6583564837846443,36047024600
1443,4.273508882324466,36047024700
52,2.6203059655119976,36047024800
53,6.605995681389137,36047024900
1686,2.5194157907832273,36047025000
627,6.897478921380525,36047025100
54,4.331486982482287,36047025200
1949,6.851653602083136,36047025300
55,3.5519426204704794,36047025400
2036,2.6272257620204513,36047025500
56,4.4276270854627455,36047025600
522,5.698975277774074,36047025700
57,6.1341543517392445,36047025800
490,6.8091215369184255,36047025901
491,0.47494294292397904,36047025902
58,4.3229910144305395,36047026000
1689,6.291008309416815,36047026100
1687,7.0229003033697825,36047026200
59,13.500357914365956,36047026300
1691,5.61864286811487,36047026400
628,8.08692795783538,36047026500
60,5.684381573421327,36047026600
61,8.065877487488335,36047026700
1690,5.24576976427792,36047026800
62,6.314143586318223,36047026900
63,4.61541150165389,36047027000
1808,6.737509170640211,36047027100
64,4.4712626343693795,36047027200
65,6.514600810865757,36047027300
1692,3.2200118647514704,36047027400
713,6.295756245343068,36047027500
1801,4.443060514837992,36047027600
714,7.8102604243959215,36047027700
66,4.538177442084126,36047027800
67,5.647770150170409,36047027900
745,4.343603895130799,36047028000
1688,6.720879724106822,36047028100
1851,5.723100504296214,36047028200
1693,5.6455812621327945,36047028300
68,3.720313485128204,36047028400
1786,2.3828799450591336,36047028501
619,1.3503212740173542,36047028502
1942,4.893527080742963,36047028600
1695,4.78826186189628,36047028700
69,5.031447792430333,36047028800
776,6.176966017372576,36047028900
1058,3.1393209812204703,36047029000
70,5.776668021108228,36047029100
1943,10.735138777323382,36047029200
71,6.792174224441561,36047029300
1933,6.002586689680029,36047029400
829,6.9587489445192094,36047029500
1059,3.711268039480123,36047029600
1414,9.807478041466544,36047029700
72,5.326315602177701,36047029800
951,6.188250058556643,36047029900
73,5.249315315303825,36047030000
578,5.491206436788102,36047030100
896,4.944077401312988,36047030200
789,8.031166123770268,36047030300
1938,3.8338542853232926,36047030400
1726,5.034760042799938,36047030500
783,4.137209204510421,36047030600
750,3.66390234391699,36047030700
1866,0.7811321050165069,36047030800
74,5.3785321480457755,36047030900
854,5.432725262095315,36047031100
1445,4.849346964057608,36047031300
1436,4.674656075362487,36047031400
1444,5.635469604567635,36047031500
75,5.9941207985849205,36047031701
704,7.984208161382499,36047031702
1097,5.232719026596717,36047031900
705,7.172273114897845,36047032100
1929,6.149497186749651,36047032300
2140,6.346245552493785,36047032500
1428,3.639581793639247,36047032600
2141,5.054233902056216,36047032700
788,4.603789753307648,36047032800
76,6.416754850535802,36047032900
787,4.305956561024696,36047033000
1698,5.794567057522535,36047033100
1098,3.88761212237905,36047033300
949,5.0854941715832735,36047033500
1994,0.5160811772091344,36047033600
77,10.076495814748418,36047033700
78,5.126924199204295,36047033900
1293,4.6039129923408275,36047034000
79,10.453417588857445,36047034100
80,5.8955674583658615,36047034200
587,3.7690209161777863,36047034300
599,9.504337764129426,36047034500
751,5.470119605840733,36047034700
1031,1.870739043898404,36047034800
471,4.934016953132234,36047034900
1032,1.2309458008740715,36047035000
472,5.1622262177603675,36047035100
1993,1.3711762155921823,36047035200
925,6.277959296176036,36047035300
1985,3.9560549052627603,36047035400
1699,5.190187724537041,36047035500
1986,3.9351237884277275,36047035601
1975,5.197056444233179,36047035602
1795,16.318744953222318,36047035700
1835,5.859482767689276,36047035900
1146,4.915527481110772,36047036001
1973,5.1372653769966705,36047036002
853,5.200612226775469,36047036100
1038,2.9037297199091068,36047036200
1492,6.441178141176376,36047036300
1360,4.498653870221384,36047036400
1353,5.66778532592246,36047036501
1493,4.275240036128164,36047036502
676,5.954654526471375,36047036600
553,6.19659824397226,36047036700
671,7.0340175020139,36047036900
1979,4.756017994853941,36047037000
946,10.029074651984054,36047037100
606,6.79992034083355,36047037300
677,5.861066357360936,36047037401
1867,4.635720323231866,36047037402
1488,5.404657571726089,36047037500
1497,9.764842147892484,36047037700
947,7.002254892628243,36047037900
1416,7.515743537532389,36047038100
899,1.361828358769698,36047038200
830,7.234890858052955,36047038300
577,7.446373948096154,36047038500
1865,3.01172303107288,36047038600
706,4.811388638825731,36047038700
81,3.3530248596924563,36047038800
898,6.110945881364834,36047038900
1980,6.515693279055102,36047039000
916,5.917150127858697,36047039100
831,4.99310519024132,36047039200
1155,4.929775120716767,36047039300
614,7.31023896706912,36047039400
1156,5.754173290213432,36047039500
82,6.39342118097341,36047039600
1498,6.230775933358076,36047039700
764,2.8519683911889078,36047039800
83,7.171650879933603,36047039900
813,4.274793637707155,36047040000
1499,6.0840856779264465,36047040100
900,5.121861925808334,36047040200
513,5.957740677690535,36047040300
84,5.741837827430639,36047040400
964,6.142015870011348,36047040500
1983,5.855874393963109,36047040600
977,0.1091024950440049,36047040700
1984,3.9283441918815303,36047040800
1501,5.083945494859412,36047040900
814,5.610737203680925,36047041000
976,6.0769781957887075,36047041100
708,4.7227463788840645,36047041200
85,7.138598624489523,36047041300
86,8.597020620172456,36047041401
1751,10.237167893450637,36047041402
87,6.918679361766287,36047041500
615,6.074256163560385,36047041600
88,8.97345975295618,36047041700
1764,6.632864754305934,36047041800
89,5.475214035421433,36047041900
1540,7.272244202329225,36047042000
1666,6.594351541683935,36047042100
567,7.827010781307078,36047042200
736,7.106513152219147,36047042300
707,5.603257903580894,36047042400
915,7.186129800638702,36047042500
90,5.236809430323351,36047042600
1384,6.908381912005359,36047042700
91,5.5273524164634,36047042800
92,11.071496910917979,36047042900
93,8.958434654253308,36047043000
1667,7.385142937805753,36047043100
94,5.276384872833892,36047043200
95,7.55273133877834,36047043300
96,5.541819984679518,36047043400
97,7.577135883460388,36047043500
98,5.5615961375473075,36047043600
978,9.722870542606069,36047043700
568,10.189440175260938,36047043800
99,5.28210302060554,36047043900
100,8.71789322820348,36047044000
101,7.380768130097831,36047044100
102,7.742875290641942,36047044200
103,7.261005510797559,36047044300
104,8.025046984079768,36047044400
463,7.127088003651554,36047044500
105,5.01679501886113,36047044600
1382,6.612638662148324,36047044700
589,5.570872062796724,36047044800
1285,1.0528343244352072,36047044900
590,4.281953351503464,36047045000
106,9.230593801000017,36047045200
1383,2.101925398489558,36047045300
107,6.730333867274107,36047045400
108,6.453820928041248,36047045600
901,8.923397776052443,36047045800
109,9.589077641954589,36047046000
487,6.0867774568411415,36047046201
983,6.302362478409462,36047046202
1274,5.95482717357015,36047046400
710,6.1107282293849865,36047046800
110,5.693607645104275,36047047000
111,7.744024251532617,36047047200
1275,6.719510863863197,36047047400
112,5.2983635103985245,36047047600
1708,7.213973906583205,36047047700
699,4.720618097266253,36047047800
1729,5.644514935698161,36047048000
1710,5.613669785642593,36047048100
1530,6.4268598381748365,36047048200
1730,6.905870412783538,36047048400
1711,3.4829363704240452,36047048500
802,2.9067086138688514,36047048600
803,6.43718730203413,36047048800
727,0.7070004776328834,36047048900
827,8.250667084907,36047049000
938,4.272193831526321,36047049100
828,3.719516371941148,36047049200
728,5.448272276652029,36047049300
571,8.2220388595717,36047049400
113,6.519631160819365,36047049500
806,5.1040464727443045,36047049600
1709,6.045377740870732,36047049700
807,5.089127609822571,36047049800
114,9.211227092840712,36047049900
808,7.129794408133988,36047050000
1474,6.5429490405624975,36047050100
673,6.001962654395415,36047050202
115,7.234403141682688,36047050300
1154,6.524933278072118,36047050400
116,7.119498826820884,36047050500
1482,5.556856888772662,36047050600
1787,5.335855593415622,36047050700
1483,3.923675084621899,36047050801
613,5.128993318164323,36047050803
2029,6.1559444376645756,36047050804
939,8.391726801853286,36047050900
117,2.7350689015258074,36047051001
825,3.2894050962062082,36047051002
554,7.711541464264714,36047051100
1005,5.102668563541382,36047051200
1874,6.8364381516582675,36047051300
118,4.693094228620473,36047051400
1475,16.35171937407666,36047051500
119,6.039422938045539,36047051601
120,4.046640592449902,36047051602
122,14.273396802231431,36047051700
123,6.86486437938996,36047051800
1029,7.095546255626956,36047051900
1679,7.582671352701081,36047052000
640,9.540032675952483,36047052300
1873,5.334272413617142,36047052500
1680,8.241281818104579,36047052600
1875,9.296788350170592,36047052700
124,8.7965563153041,36047052800
514,5.368119975704237,36047052900
125,5.101880804035599,36047053000
1533,8.253241465938228,36047053100
126,6.013306822695817,36047053200
1534,6.72632266704038,36047053300
127,6.699363018881528,36047053400
784,8.766562428955247,36047053500
565,5.775444250607037,36047053700
128,7.702510730234941,36047053800
1081,4.269682476143993,36047053900
129,6.247033296220334,36047054200
1585,0.7178797041170322,36047054300
130,6.964418265488051,36047054400
1082,7.807649971034152,36047054500
786,6.2339479439472285,36047054600
1131,8.59242133639961,36047054700
798,6.541816352240786,36047054800
1283,4.443655512276089,36047054900
131,5.126735591760393,36047055000
1284,6.540258550974579,36047055100
132,4.512820651854043,36047055200
1017,7.355545329156225,36047055300
1541,3.8017862427756763,36047055400
1894,6.491880023527572,36047055500
1542,6.198952032526047,36047055600
2040,5.616928964954405,36047055700
133,6.060119331885799,36047055800
134,4.62229746015761,36047056000
503,5.4420358808838545,36047056100
135,4.951020611039261,36047056200
1804,4.811501140856255,36047056300
136,6.227944111864329,36047056400
1297,7.9042836718061995,36047056500
137,5.072522378360003,36047056600
139,5.84017280479394,36047056800
140,5.475686854636578,36047056900
141,5.135234260299166,36047057000
142,7.870474322651269,36047057100
143,1.6276505140731687,36047057200
144,6.161178785588438,36047057300
145,5.160361483973921,36047057400
1371,6.83177258594935,36047057500
146,5.561932798624544,36047057600
147,5.545506031007007,36047057800
1372,1.623652708631504,36047057900
148,6.402257901431573,36047058000
1981,6.390158808735153,36047058200
1982,3.52085798402943,36047058400
149,5.1243673660913815,36047058600
1978,4.10627567489741,36047058800
2006,2.4284081670588287,36047058900
687,5.214655105011409,36047059000
150,15.007683961556538,36047059100
152,5.573972521604347,36047059200
1286,5.932784868031112,36047059300
153,6.849516527256929,36047059401
154,5.5476755506425945,36047059402
155,4.979795168341606,36047059600
696,4.121939689885743,36047059800
156,6.8576788407681395,36047060000
688,3.6631064476499198,36047060600
858,5.004778244880199,36047060800
1974,2.1507168005072965,36047061002
859,1.4473533726027916,36047061003
1268,3.9086944316758263,36047061004
1269,8.422710586017347,36047061200
1931,3.5014606117139624,36047061600
465,5.763198270708203,36047062000
864,4.292337588795539,36047062200
698,3.102382048144542,36047062600
2131,1.0840497590710594,36047062800
157,4.27303522063665,36047063200
158,6.938042766592292,36047063600
159,5.523488006104631,36047063800
160,6.225827284599569,36047064000
1547,6.197331570583926,36047064200
1548,6.150643918594061,36047064400
161,4.447088802622087,36047064600
162,5.447935062296288,36047064800
163,4.4798136520287715,36047065000
164,5.575055213552716,36047065200
151,5.581083719994099,36047065400
165,5.507106286904202,36047065600
166,4.88192241634324,36047065800
167,5.393175535432085,36047066000
959,4.480864336040646,36047066200
2132,1.9182962544883355,36047066600
168,5.860709255016327,36047067000
169,3.6677452545379525,36047067200
170,3.4165695768238535,36047067400
171,4.7657340263827965,36047067600
172,5.23470983693698,36047067800
173,3.762230484360678,36047068000
174,4.342295505334125,36047068200
175,6.645060874251654,36047068600
176,3.6936773479591407,36047068800
177,2.831262293803958,36047069000
178,5.487135653173498,36047069200
1426,4.738317727981274,36047069601
