,GeoID,N_HFood
279,36005038900,0.0
280,36005039000,0.0
281,36005039100,0.0
282,36005039200,0.0
283,36005039300,0.0
284,36005039400,0.0
285,36005039500,0.0
286,36005039600,0.0
287,36005039700,0.0
288,36005039800,0.0
289,36005039901,0.0
290,36005039902,0.0
291,36005040100,0.0
292,36005040302,0.0
293,36005040303,0.0
294,36005040304,0.0
295,36005040400,0.0
296,36005040501,0.0
297,36005040502,0.0
298,36005040600,0.0
299,36005040701,0.0
300,36005040702,0.0
301,36005040800,0.0
302,36005040900,0.0
303,36005041100,0.0
304,36005041300,0.0
305,36005041400,0.0
306,36005041500,0.0
307,36005041800,0.0
308,36005041900,0.0
309,36005042000,0.0
310,36005042100,0.0
311,36005042200,0.0
312,36005042300,0.0
313,36005042400,0.0
314,36005042500,0.0
315,36005042600,0.0
316,36005042800,0.0
317,36005042901,0.0
318,36005042902,0.0
319,36005043000,0.0
320,36005043100,0.0
321,36005043400,0.0
322,36005043500,0.0
323,36005043600,0.0
324,36005044200,0.0
325,36005044400,0.0
326,36005044800,0.06782032119335347
327,36005044901,0.0
328,36005044902,0.0
329,36005045101,0.0
330,36005045102,0.0
331,36005045600,0.011735553050524308
332,36005045800,0.0
333,36005046000,0.0
334,36005046201,0.0
335,36005046202,0.0
336,36005048400,0.0
337,36005050400,0.5333333315789474
338,36005051600,0.05246616562962963
339,36047000100,0.0
340,36047000200,0.0
341,36047000301,0.0
342,36047000501,0.0
343,36047000502,0.0
344,36047000700,0.0
345,36047000900,0.0
346,36047001100,0.0
347,36047001300,0.0
348,36047001500,0.0
349,36047001800,0.0
350,36047002000,0.0
351,36047002100,0.0
352,36047002200,0.0
353,36047002300,0.0
354,36047002901,0.0
355,36047003000,0.0
356,36047003100,0.0
357,36047003300,0.0
358,36047003400,0.19673785284132844
359,36047003500,0.0
360,36047003600,0.0
361,36047003700,0.0
362,36047003800,0.0981004894281525
363,36047003900,0.0
364,36047004100,0.0
365,36047004300,0.0
366,36047004400,0.021556238184647303
367,36047004500,0.0
368,36047004600,0.044885688187919465
369,36047004700,0.0
370,36047004900,0.0
371,36047005000,0.12995702671102663
372,36047005100,0.0
373,36047005201,0.36118243498671393
374,36047005202,0.12748259149539334
375,36047005300,0.0
376,36047005400,0.0
377,36047005601,0.0
378,36047005602,0.0
379,36047005800,0.0
380,36047005900,0.00281217787835703
381,36047006000,0.0
382,36047006200,0.0
383,36047006300,0.0
384,36047006400,0.0
385,36047006500,0.0
386,36047006600,0.0
387,36047006700,0.0
388,36047006800,0.0
389,36047006900,0.0
390,36047007000,0.0
391,36047007100,0.0
392,36047007200,0.0
393,36047007400,0.0
394,36047007500,0.0
395,36047007600,0.0
396,36047007700,0.0
397,36047007800,0.0
398,36047008000,0.0
399,36047008200,0.0
400,36047008400,0.0
401,36047008500,0.0
402,36047008600,0.0
403,36047008800,0.0
404,36047009000,0.0
405,36047009200,0.0
406,36047009400,0.0
407,36047009600,0.0
408,36047009800,0.0
409,36047010000,0.0
410,36047010100,0.0
411,36047010200,0.0
412,36047010400,0.0
413,36047010600,0.0
414,36047010800,0.0
415,36047011000,0.0
416,36047011200,0.0
417,36047011400,0.0
418,36047011600,0.0
419,36047011700,0.0
420,36047011800,0.0
421,36047011900,0.0
422,36047012000,0.0
423,36047012100,0.0
424,36047012200,0.0
425,36047012600,0.0
426,36047012700,0.0
427,36047012801,0.0
428,36047012901,0.0
429,36047012902,0.0
430,36047013000,0.0
431,36047013100,0.0
432,36047013200,0.0
433,36047013300,0.0
434,36047013400,0.0
435,36047013500,0.0
436,36047013600,0.0
437,36047013700,0.0
438,36047013800,0.0
439,36047013900,0.0
440,36047014000,0.0
441,36047014100,0.0
442,36047014200,0.0
443,36047014300,0.0
444,36047014500,0.0
445,36047014700,0.0
446,36047014800,0.0
447,36047014900,0.0
448,36047015000,0.0
449,36047015100,0.0
450,36047015200,0.0
451,36047015300,0.0
452,36047015400,0.0
453,36047015500,0.0
454,36047015700,0.0
455,36047015900,0.0
456,36047016000,0.0
457,36047016100,0.0
458,36047016200,0.0
459,36047016300,0.0
460,36047016400,0.14629225257641923
461,36047016500,0.0
462,36047016600,0.0
463,36047016700,0.0001643537045563549
464,36047016800,0.09201118355982274
465,36047016900,0.09698410737349397
466,36047017000,0.0
467,36047017100,0.33750830181023717
468,36047017200,0.0
469,36047017400,0.010867203188596491
470,36047017500,0.0
471,36047017600,0.0
472,36047017700,0.0
473,36047017800,0.0
474,36047017900,0.0
475,36047018000,0.0
476,36047018100,0.0
477,36047018200,0.0
478,36047018300,0.0
479,36047018400,0.0
480,36047018501,0.0
481,36047018600,0.0
482,36047018700,0.0
483,36047018800,0.0
484,36047019000,0.0
485,36047019100,0.0
486,36047019200,0.0
487,36047019300,0.0
488,36047019400,0.0
489,36047019500,0.0
490,36047019600,0.0
491,36047019700,0.0
492,36047019800,0.0
493,36047019900,0.0
494,36047020000,0.0
495,36047020100,0.0
496,36047020200,0.0
497,36047020300,0.0
498,36047020400,0.0
499,36047020500,0.0
500,36047020600,0.0
501,36047020700,0.0
502,36047020800,0.0
503,36047021000,0.0
504,36047021100,0.0
505,36047021200,0.0
506,36047021300,0.0
507,36047021400,0.0
508,36047021500,0.0
509,36047021600,0.0
510,36047021700,0.0
511,36047021800,0.0
512,36047021900,0.0
513,36047022000,0.0
514,36047022100,0.0
515,36047022200,0.0
516,36047022400,0.0
517,36047022600,0.0
518,36047022700,0.0
519,36047022800,0.0
520,36047022900,0.0
521,36047023000,0.0
522,36047023100,0.0
523,36047023200,0.0
524,36047023300,0.0
525,36047023400,0.0
526,36047023500,0.0
527,36047023600,0.0
528,36047023800,0.0
529,36047024000,0.0
530,36047024100,0.0
531,36047024200,0.0
532,36047024300,0.0
533,36047024400,0.0
534,36047024500,0.0
535,36047024600,0.0
536,36047024700,0.0
537,36047024800,0.0
538,36047024900,0.0
539,36047025000,0.0
540,36047025100,0.0
541,36047025200,0.0
542,36047025300,0.0
543,36047025400,0.0
544,36047025500,0.0
545,36047025600,0.0
546,36047025700,0.0
547,36047025800,0.0
548,36047025901,0.0
549,36047025902,0.0
550,36047026000,0.0
551,36047026100,0.0
552,36047026200,0.0
553,36047026300,0.0
554,36047026400,0.0
555,36047026500,0.0
556,36047026600,0.0
557,36047026700,0.0
558,36047026800,0.0
559,36047026900,0.0
560,36047027000,0.0
561,36047027100,0.0
562,36047027200,0.0
563,36047027300,0.0
564,36047027400,0.0
565,36047027500,0.0
566,36047027600,0.0
567,36047027700,0.0
568,36047027800,0.0
569,36047027900,0.0
570,36047028000,0.0
571,36047028100,0.0
572,36047028200,2.683413970588235e-05
573,36047028300,0.0
574,36047028400,0.0
575,36047028501,0.0
576,36047028502,0.0
577,36047028600,0.02406824227250369
578,36047028700,0.0
579,36047028800,0.0
580,36047028900,0.0
581,36047029000,0.0
582,36047029100,0.0
583,36047029200,0.0
584,36047029300,0.0
585,36047029400,0.0
586,36047029500,0.0
587,36047029600,0.0
588,36047029700,0.0
589,36047029800,0.0
590,36047029900,0.0
591,36047030000,0.0
592,36047030100,0.0
593,36047030200,0.0
594,36047030300,0.0
595,36047030400,0.002906191387538941
596,36047030500,0.0
597,36047030600,0.0
598,36047030700,0.0
599,36047030800,0.0
600,36047030900,0.0
601,36047031100,0.0
602,36047031300,0.0
603,36047031400,0.0
604,36047031500,0.0
605,36047031701,0.0
606,36047031702,0.0
607,36047031900,0.0
608,36047032100,0.0
609,36047032300,0.0
610,36047032500,0.0
611,36047032600,0.0
612,36047032700,0.0
613,36047032800,0.0
614,36047032900,0.0
615,36047033000,0.0
616,36047033100,0.0
617,36047033300,0.0
618,36047033500,0.0
619,36047033600,0.06527205480195333
620,36047033700,0.0
621,36047033900,0.0
622,36047034000,0.0
623,36047034100,0.0
624,36047034200,0.0
625,36047034300,0.0
626,36047034500,0.0
627,36047034700,0.0
628,36047034800,0.0
629,36047034900,0.0
630,36047035000,0.0
631,36047035100,0.0
632,36047035200,0.0
633,36047035300,0.0
634,36047035400,0.0
635,36047035500,0.0
636,36047035601,0.0
637,36047035602,0.0
638,36047035700,0.0
639,36047035900,0.0
640,36047036001,0.0
641,36047036002,0.0
642,36047036100,0.0
643,36047036200,0.0
644,36047036300,0.0
645,36047036400,0.0
646,36047036501,0.0
647,36047036502,0.0
648,36047036600,0.0
649,36047036700,0.0
650,36047036900,0.0
651,36047037000,0.0
652,36047037100,0.0
653,36047037300,0.0
654,36047037401,0.0
655,36047037402,0.0
656,36047037500,0.0
657,36047037700,0.0
658,36047037900,0.0
659,36047038100,0.0
660,36047038200,0.0
661,36047038300,0.0
662,36047038500,0.0
663,36047038600,0.0
664,36047038700,0.0
665,36047038800,0.0
666,36047038900,0.0
667,36047039000,0.0
668,36047039100,0.0
669,36047039200,0.0
670,36047039300,0.0
671,36047039400,0.0
672,36047039500,0.0
673,36047039600,0.0
674,36047039700,0.0
675,36047039800,0.0
676,36047039900,0.0
677,36047040000,0.0
678,36047040100,0.0
679,36047040200,0.0
680,36047040300,0.0
681,36047040400,0.0
682,36047040500,0.0
683,36047040600,0.0
684,36047040700,0.0
685,36047040800,0.0
686,36047040900,0.0
687,36047041000,0.0
688,36047041100,0.0
689,36047041200,0.0
690,36047041300,0.0
691,36047041401,0.0
692,36047041402,0.0
693,36047041500,0.0
694,36047041600,0.0
695,36047041700,0.0
696,36047041800,0.0
697,36047041900,0.0
698,36047042000,0.0
699,36047042100,0.0
700,36047042200,0.0
701,36047042300,0.0
702,36047042400,0.0
703,36047042500,0.0
704,36047042600,0.0
705,36047042700,0.0
706,36047042800,0.0
707,36047042900,0.0
708,36047043000,0.0
709,36047043100,0.0
710,36047043200,0.0
711,36047043300,0.0
712,36047043400,0.0
713,36047043500,0.0
714,36047043600,0.0
715,36047043700,0.0
716,36047043800,0.0
717,36047043900,0.0
718,36047044000,0.0
719,36047044100,0.0
720,36047044200,0.0
721,36047044300,0.0
722,36047044400,0.0
723,36047044500,0.0
724,36047044600,0.0
725,36047044700,0.0
726,36047044800,0.0
727,36047044900,0.0
728,36047045000,0.0
729,36047045200,0.0
730,36047045300,0.0
731,36047045400,0.0
732,36047045600,0.0
733,36047045800,0.0
734,36047046000,0.0
735,36047046201,0.0
736,36047046202,0.0
737,36047046400,0.0
738,36047046800,0.0
739,36047047000,0.0
740,36047047200,0.0
741,36047047400,0.0
742,36047047600,0.0
743,36047047700,0.0
744,36047047800,0.0
745,36047048000,0.0
746,36047048100,0.0
747,36047048200,0.0
748,36047048400,0.0
749,36047048500,0.0
750,36047048600,0.0
751,36047048800,0.0
752,36047048900,0.0
753,36047049000,0.0
754,36047049100,0.0
755,36047049200,0.0
756,36047049300,0.0
757,36047049400,0.0
758,36047049500,0.0
759,36047049600,0.0
760,36047049700,0.0
761,36047049800,0.0
762,36047049900,0.0
763,36047050000,0.0
764,36047050100,0.0
765,36047050202,0.3658363522944551
766,36047050300,0.0
767,36047050400,0.0
768,36047050500,0.0
769,36047050600,0.0
770,36047050700,0.0
771,36047050801,0.0
772,36047050803,0.0
773,36047050804,0.0
774,36047050900,0.0
775,36047051001,0.0
776,36047051002,0.0
777,36047051100,0.0
778,36047051200,0.0
779,36047051300,0.0
780,36047051400,0.0
781,36047051500,0.0
782,36047051601,0.0
783,36047051602,0.0
784,36047051700,0.0
785,36047051800,0.0
786,36047051900,0.0
787,36047052000,0.0
788,36047052300,0.0
789,36047052500,0.0
790,36047052600,0.0
791,36047052700,0.0
792,36047052800,0.0
793,36047052900,0.0
794,36047053000,0.0
795,36047053100,0.0
796,36047053200,0.0
797,36047053300,0.0
798,36047053400,0.0
799,36047053500,0.0
800,36047053700,0.0
801,36047053800,0.0
802,36047053900,0.0
803,36047054200,0.0
804,36047054300,0.0
805,36047054400,0.0
806,36047054500,0.0
807,36047054600,0.0
808,36047054700,0.0
809,36047054800,0.0
810,36047054900,0.0
811,36047055000,0.0
812,36047055100,0.0
813,36047055200,0.0
814,36047055300,0.0
815,36047055400,0.0
816,36047055500,0.0
817,36047055600,0.0
818,36047055700,0.0
819,36047055800,0.0
820,36047056000,0.0
821,36047056100,0.0
822,36047056200,0.0
823,36047056300,0.002326753031405783
824,36047056400,0.0
825,36047056500,7.405737083595224e-05
826,36047056600,0.0
827,36047056800,0.0
828,36047056900,0.0
829,36047057000,0.0
830,36047057100,0.0
831,36047057200,0.0
832,36047057300,0.0
833,36047057400,0.0
834,36047057500,0.0
835,36047057600,0.0
836,36047057800,0.0
837,36047057900,0.0
838,36047058000,0.0
839,36047058200,0.0
840,36047058400,0.0
841,36047058600,0.0
842,36047058800,0.0
843,36047058900,0.0
844,36047059000,0.0
845,36047059100,0.0
846,36047059200,0.0
847,36047059300,0.0
848,36047059401,0.0
849,36047059402,0.0
850,36047059600,0.0
851,36047059800,0.02449387553505535
852,36047060000,0.0
853,36047060600,0.0
854,36047060800,0.0
855,36047061002,0.0
856,36047061003,0.0
857,36047061004,0.0
858,36047061200,0.0
859,36047061600,0.03498634333996024
860,36047062000,0.01827223069767442
861,36047062200,0.15792764452054794
862,36047062600,0.0
863,36047062800,0.10132936449426487
864,36047063200,0.0
865,36047063600,0.0
866,36047063800,0.0
867,36047064000,0.0
868,36047064200,0.0
869,36047064400,0.0
870,36047064600,0.0
871,36047064800,0.0
872,36047065000,0.0
873,36047065200,0.0
874,36047065400,0.0
875,36047065600,0.0
876,36047065800,0.0
877,36047066000,0.0
878,36047066200,0.0
879,36047066600,0.0
880,36047067000,0.0
881,36047067200,0.0
882,36047067400,0.0
883,36047067600,0.0
884,36047067800,0.0
885,36047068000,0.0
886,36047068200,0.0
887,36047068600,0.0
888,36047068800,0.0
889,36047069000,0.0
890,36047069200,0.0
891,36047069601,0.0
892,36047069602,0.03574444398707891
893,36047069800,0.0
894,36047070000,0.0037303310954545452
895,36047070201,0.06695237008652657
896,36047070202,0.0
897,36047070203,0.0
898,36047070600,0.0081630948514174
899,36047072000,0.0
900,36047072200,0.0
901,36047072400,0.0
902,36047072600,0.0
903,36047072800,0.0
904,36047073000,0.0
905,36047073200,0.0
906,36047073400,0.0
907,36047073600,0.0
908,36047073800,0.0
909,36047074000,0.0
910,36047074200,0.0
911,36047074400,0.0
912,36047074600,0.0
913,36047074800,0.0
914,36047075000,0.0
915,36047075200,0.0
916,36047075400,0.0
917,36047075600,0.0
918,36047075800,0.0
919,36047076000,0.0
920,36047076200,0.0
921,36047076400,0.0
922,36047076600,0.0
923,36047076800,0.0
924,36047077000,0.0
925,36047077200,0.0
926,36047077400,0.0
927,36047077600,0.0
928,36047078000,0.0
929,36047078200,0.0
930,36047078400,0.0
931,36047078600,0.0
932,36047078800,0.0
933,36047079000,0.0
934,36047079200,0.0
935,36047079400,0.0
936,36047079601,0.0
937,36047079602,0.0
938,36047079801,0.0
939,36047079802,0.0
940,36047080000,0.0
941,36047080200,0.0
942,36047080400,0.0
943,36047080600,0.0
944,36047080800,0.0
945,36047081000,0.0
946,36047081400,0.0
947,36047081600,0.0
948,36047081800,0.0
949,36047082000,0.0
950,36047082200,0.0
951,36047082400,0.0
952,36047082600,0.0
953,36047082800,0.0
954,36047083000,0.0
955,36047083200,0.0
956,36047083400,0.0
957,36047083600,0.0
958,36047083800,0.0
959,36047084000,0.0
960,36047084600,0.0
961,36047084800,0.0
962,36047085000,0.0
963,36047085200,0.0
964,36047085400,0.0
965,36047085600,0.0
966,36047085800,0.0
967,36047086000,0.0
968,36047086200,0.0
969,36047086400,0.0
970,36047086600,0.0
971,36047086800,0.0
972,36047087000,0.0
973,36047087200,0.0
974,36047087401,0.0
975,36047087600,0.0
976,36047087800,0.0
977,36047088000,0.0
978,36047088200,0.0
979,36047088400,0.0
980,36047088600,0.0
981,36047088800,0.0
982,36047089000,0.0
983,36047089200,0.0
984,36047089400,0.0
985,36047089600,0.0
986,36047089800,0.0
987,36047090000,0.0
988,36047090200,0.0
989,36047090600,0.0
990,36047090800,0.0
991,36047091000,0.0
992,36047091200,0.0
993,36047091600,0.0
994,36047091800,0.0
995,36047092000,0.0
996,36047092200,0.0
997,36047092400,0.0
998,36047092800,0.0
999,36047093000,0.0
1000,36047093200,0.0
1001,36047093400,0.0
1002,36047093600,0.0
1003,36047093800,0.0
1004,36047094401,0.0
1005,36047094402,0.0
1006,36047094600,0.0
1007,36047095000,0.0
1008,36047095400,0.0
1009,36047095600,0.0
1010,36047095800,0.002963873348672566
1011,36047096000,0.0
1012,36047096200,0.04283598079096045
1013,36047096400,0.31590071167315176
1014,36047096600,0.1727665635724332
1015,36047096800,0.33632655771028036
1016,36047097000,0.2447253610958904
1017,36047097400,0.02474149926966292
1018,36047098200,0.0
1019,36047098400,0.0
1020,36047098600,0.0
1021,36047098800,0.11180325780346821
1022,36047099000,0.158004248061674
1023,36047099200,0.25751732965403623
1024,36047099400,0.18369449347471453
1025,36047099600,0.07108585890860691
1026,36047099800,0.1383477074845679
1027,36047100400,0.296684130982906
1028,36047100600,0.11242186485748218
1029,36047100800,0.044645371373134325
1030,36047101000,0.0
1031,36047101200,0.0
1032,36047101400,0.0
1033,36047101600,0.0
1034,36047101800,0.0
1035,36047102000,0.0
1036,36047102200,0.0
1037,36047102400,0.0
1038,36047102600,0.15111108049327354
1039,36047102800,0.0
1040,36047103400,0.0
1041,36047105801,0.0
1042,36047105804,0.0
1043,36047107000,0.0
1044,36047107800,0.0
1045,36047109800,0.11209175552536232
1046,36047110400,0.0
1047,36047110600,0.0
1048,36047111000,0.0
1049,36047111600,0.0
1050,36047111800,0.0
1051,36047112000,0.0
1052,36047112200,0.0
1053,36047112400,0.0
1054,36047112600,0.0
1055,36047112800,0.0
1056,36047113000,0.0
1057,36047113200,0.0
1058,36047113400,0.0
1059,36047114201,0.0
1060,36047114202,0.0
1061,36047114400,0.0
1062,36047114600,0.0
1063,36047115000,0.0
1064,36047115200,0.0
1065,36047115600,0.0
1066,36047115800,0.0
1067,36047116000,0.0
1068,36047116200,0.0
1069,36047116400,0.0
1070,36047116600,0.0
1071,36047116800,0.0
1072,36047117000,0.0
1073,36047117201,0.0
1074,36047117202,0.0
1075,36047117400,0.0
1076,36047117601,0.0
1077,36047117602,0.0
1078,36047117800,0.0
1079,36047118000,0.0
1080,36047118201,0.0
1081,36047118202,0.0
1082,36047118400,0.0
1083,36047118600,0.0
1084,36047118800,0.0
1085,36047119000,0.0
1086,36047119200,0.0
1087,36047119400,0.0
1088,36047119600,0.0
1089,36047119800,0.0
1090,36047120000,0.0
1091,36047120200,0.0
1092,36047120800,0.0
1093,36047121000,0.0
1094,36047121400,0.0
1095,36047122000,0.0
1096,36047123700,0.0
1097,36047150200,0.1261236068466731
1098,36047152200,0.0
1099,36061000100,0.0
1100,36061000201,0.0
1101,36061000202,0.0
1102,36061000500,0.0
1103,36061000600,0.0
1104,36061000700,0.0
1105,36061000800,0.0
1106,36061000900,0.0
1107,36061001001,0.0
1108,36061001002,0.0
1109,36061001200,0.0
1110,36061001300,0.0
1111,36061001401,0.0
1112,36061001402,0.0
1113,36061001501,0.0
1114,36061001502,0.0
1115,36061001600,0.0
1116,36061001800,0.0
1117,36061002000,0.0
1118,36061002100,0.0
1119,36061002201,0.0
1120,36061002202,0.0
1121,36061002400,0.0
1122,36061002500,0.0
1123,36061002601,0.0
1124,36061002602,0.0
1125,36061002700,0.0
1126,36061002800,0.0
1127,36061002900,0.0
1128,36061003001,0.0
1129,36061003002,0.0
1130,36061003100,0.0
1131,36061003200,0.0
1132,36061003300,0.0
1133,36061003400,0.0
1134,36061003601,0.0
1135,36061003602,0.0
1136,36061003700,0.0
1137,36061003800,0.0
1138,36061003900,0.0
1139,36061004000,0.0
1140,36061004100,0.0
1141,36061004200,0.0
1142,36061004300,0.0
1143,36061004400,0.0
1144,36061004500,0.0
1145,36061004700,0.0
1146,36061004800,0.0
1147,36061004900,0.0
1148,36061005000,0.0
1149,36061005200,0.0
1150,36061005400,0.0
1151,36061005501,0.0
1152,36061005502,0.0
1153,36061005600,0.0
1154,36061005700,0.0
1155,36061005800,0.0
1156,36061005900,0.0
1157,36061006000,0.0
1158,36061006100,0.0
1159,36061006200,0.0
1160,36061006300,0.0
1161,36061006400,0.0
1162,36061006500,0.0
1163,36061006600,0.0
1164,36061006700,0.0
1165,36061006800,0.0
1166,36061006900,0.0
1167,36061007000,0.0
1168,36061007100,0.0
1169,36061007200,0.0
1170,36061007300,0.0
1171,36061007400,0.0
1172,36061007500,0.0
1173,36061007600,0.0
1174,36061007700,0.0
1175,36061007800,0.0
1176,36061007900,0.0
1177,36061008000,0.0
1178,36061008100,0.0
1179,36061008200,0.0
1180,36061008300,0.0
1181,36061008400,0.0
1182,36061008601,0.0
1183,36061008602,0.0
1184,36061008603,0.0
1185,36061008700,0.0
1186,36061008800,0.0
1187,36061008900,0.0
1188,36061009000,0.0
1189,36061009100,0.0
1190,36061009200,0.0
1191,36061009300,0.0
1192,36061009400,0.0
1193,36061009500,0.0
1194,36061009600,0.0
1195,36061009700,0.0
1196,36061009800,0.0
1197,36061009900,2.9758375802016498e-05
1198,36061010000,0.0
1199,36061010100,0.0
1200,36061010200,0.0
1201,36061010300,0.0
1202,36061010400,0.0
1203,36061010601,0.0
1204,36061010602,0.0
1205,36061010800,0.0
1206,36061010900,0.0
1207,36061011000,0.0
1208,36061011100,0.0
1209,36061011201,0.0
1210,36061011202,0.0
1211,36061011203,0.0
1212,36061011300,0.0
1213,36061011401,0.0
